#Boxplots d'expressions du gène CBL en fonction de la feature analysisDrug
#Résultat du test statistique Mann-Whitney : U = 21587.000, p-value = 0.01417
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409       y        3.139238
BA2496       y        1.931918
BA3037       y        1.458836
BA2865       y        1.019662
BA2751       y        1.448441
BA2055       y        0.071437
BA2286       y        1.288079
BA2488       y        1.737513
BA3379       y        1.797698
BA2887       y        2.825594
BA2712       y        1.897799
BA2068       y        0.601484
BA2104       y        2.941313
BA3124       n        1.329528
BA2449       y        0.593695
BA2235       y        2.246333
BA3038       y        2.512223
BA3006       y        0.982069
BA2667       y        1.567084
BA2239       y        1.910347
BA2782       n        2.296122
BA2649       y        1.357298
BA2861       y        2.048844
BA2134       y        1.820515
BA2909       y        3.527456
BA2653       n        0.599890
BA2947       y        1.005383
BA2162       y        2.465301
BA2564       n        1.771267
BA3043       n        2.447887
BA2597       y        0.222144
BA3243       y        2.840506
BA2446       y        2.281759
BA2525       y        0.787533
BA2876       n        0.817681
BA2357       y        0.987616
BA2546       y        2.243887
BA2742       y        1.559196
BA2316       n        1.883409
BA2087       y        2.617556
BA2148       y        1.513346
BA3178       n        2.498876
BA2072       y        2.422890
BA2733       n        0.836062
BA2995       y        0.531423
BA2069       y        1.854426
BA2681       n        0.495435
BA2832       y        2.421472
BA2600       n        1.509102
BA3230       y        2.175152
BA2731       y        1.838767
BA2294       y        1.961128
BA2816       n        0.817396
BA2814       y        2.942041
BA2631       y        1.391582
BA2023       n        2.191100
BA2375       n        2.362632
BA2485       n        0.873442
BA2455       n        1.939564
BA2636       y        1.261767
BA2325       y        2.257388
BA2156       y        1.298577
BA2511       y        0.522107
BA2505       n        1.715274
BA2871       n        0.966467
BA2227       n        1.288282
BA2812       y        1.519286
BA2125       n        1.637375
BA2603       y        1.535837
BA2808       n        1.541488
BA2482       y        2.340362
BA2594       y        1.919234
BA2747       y        1.060287
BA2561       n        0.458450
BA2567       n        0.594578
BA2906       n        1.527770
BA2956       y        0.544136
BA2474       y        1.363761
BA2737       y        1.869271
BA2006       y        0.033960
BA2110       y        1.539223
BA2915       n        0.159882
BA2992       y        0.901053
BA2220       y        0.861572
BA2063       n        0.943341
BA2772       n        0.806295
BA2935       n        1.097039
BA2260       y        2.000998
BA2948       n        2.294541
BA3296       y        2.122509
BA2524       y        1.070940
BA2811       n        1.827727
BA2540       y        1.781112
BA2928       y        3.083868
BA2302       y        0.561038
BA2651       y        1.033725
BA2619       n        2.951689
BA3013       n        0.915220
BA2405       n        1.883216
BA2856       n        1.080103
BA2377       y        1.788893
BA2499       y        0.941981
BA2350       y        0.950522
BA3023       n        0.494221
BA2095       y        1.851179
BA2275       n        6.314810
BA2901       y        1.454511
BA2387       y        1.760901
BA2962       y        1.522237
BA2195       y        0.793504
BA2688       n        0.869283
BA2420       n        1.649800
BA2053       y        1.027350
BA2081       n        1.964142
BA2354       y        1.714353
BA3273       y        0.352477
BA2893       y        1.002631
BA2044       n        2.063982
BA2489       y        0.540084
BA2908       n        1.578636
BA2054       n        1.407915
BA2872       y        1.643810
BA2041       n        0.333827
BA2464       n        1.235097
BA2902       n        0.494366
BA2541       y        1.659771
BA2843       y        1.140354
BA2497       y        3.120968
BA2718       y        1.443799
BA2575       y        1.545511
BA2593       y        0.042504
BA2791       y        0.664180
BA2620       y        1.183848
BA2629       y        1.752364
BA2870       n        1.367169
BA2682       n        1.537753
BA2276       n        1.456766
BA2709       y        1.171252
BA2789       y        1.416919
BA2538       n        1.611705
BA2583       y        1.050096
BA2806       y        0.707692
BA2441       y        5.338713
BA2514       y        0.434653
BA2520       y        1.115006
BA2479       n        0.532013
BA2281       n        1.475188
BA2932       y        1.418935
BA2123       n        0.204702
BA2844       y        0.428139
BA2660       y        2.012948
BA2836       y        1.112320
BA2714       y        1.930579
BA2440       y        0.861150
BA2036       y        1.202550
BA2828       n        1.461520
BA2952       y        3.378739
BA2410       n        0.601901
BA2139       y        2.273453
BA2051       n        0.881158
BA2532       y        1.156428
BA2494       n        0.313809
BA2748       y        0.941722
BA2622       n        2.044873
BA2970       y        0.593959
BA2839       y        0.708678
BA2868       y        1.020020
BA3011       y        0.421753
BA2052       y        0.568938
BA2510       n        1.218350
BA2691       n        1.625084
BA2374       n        1.595674
BA2804       y        1.301764
BA2675       y        1.315112
BA2031       y        1.968430
BA2198       n        1.932487
BA2066       y        4.830880
BA2344       y        0.771906
BA2459       n        0.663684
BA2229       y        1.305689
BA2559       y        0.371113
BA2093       y        2.100196
BA2000       y        1.245916
BA2425       y        0.993766
BA2905       n        1.617733
BA2304       y        1.932355
BA2976       y        2.426723
BA2386       y        1.015198
BA2035       y        1.792537
BA2760       n        2.095058
BA2201       y        2.517450
BA2355       n        0.431116
BA2113       y        6.020144
BA2955       y        1.795465
BA2322       y        2.423902
BA2020       n        1.459201
BA2226       y        3.863859
BA2376       y        2.577245
BA2889       y        0.000000
BA2121       y        4.277821
BA2944       y        2.510130
BA2033       y        0.931358
BA2867       y        1.763680
BA2089       y        4.295432
BA2224       n        2.374547
BA2046       n        1.152516
BA2972       y        1.840359
BA2978       y        4.263865
BA2851       y        3.204785
BA2587       n        3.610530
BA2024       n        4.643537
BA2426       n        2.349897
BA2271       y        2.574964
BA3004       y        3.254195
BA3010       y        3.098029
BA2662       y        2.104331
BA2658       y        3.019292
BA2512       y        3.489842
BA2109       y        1.193369
BA2242       y        1.149842
BA2132       y        1.218457
BA2846       n        1.539519
BA2521       y        1.767939
BA2885       y        2.976122
BA2639       y        2.114854
BA2775       y        1.170777
BA2402       y        1.505536
BA2097       y        1.060908
BA2399       y        0.785503
BA2174       y        1.646614
BA3001       y        1.295427
BA2911       n        1.507771
BA2311       y        2.417132
BA3040       y        0.924811
BA2724       y        1.083623
BA2821       y        1.811196
BA2233       y        1.364706
BA2744       y        0.697394
BA2501       y        1.402043
BA2301       n        1.595195
BA2880       y        2.038113
BA2621       y        2.163604
BA2866       n        1.079040
BA2212       y        0.787316
BA2477       y        1.810692
BA2685       n        0.452542
BA2273       n        0.512656
BA2124       y        0.947196
BA2400       y        0.950840
BA2762       y        0.996675
BA2312       y        1.234329
BA2813       y        0.596737
BA2211       y        1.050237
