	PTPN11	NPM1
BA3399	9.217550243661025	303.9438205830995
BA3400	20.49932304808881	627.4895389697099
BA3403	40.07256786518545	1203.178916297702
BA3405	18.77385346724309	397.5806316460965
BA3406	22.99494518688369	640.7451288538574
BA3407	25.57381689341782	659.1401152575726
BA3408	16.372140642588597	538.8760489141894
BA3410	20.956953686492668	488.2537777669656
BA3411	23.686174665300918	1111.4507390107965
BA3412	30.806279236788768	805.3595533498758
BA3413	20.1099448245558	1297.859179249312
BA3415	58.24596658054627	838.7332857598512
BA3416	19.695638462196776	960.8932040199592
BA3417	22.196288192458372	1051.2310408861642
BA3418	32.63184933979395	903.5299480475952
BA3421	7.884860177730484	244.15872378728167
BA3422	16.531991048470882	1289.0351154467853
BA3423	22.056976272015444	1303.712126372468
BA3427	24.97543818115768	445.62853219589465
BA3430	9.925872127763904	237.80027246630655
BA3431	16.4322603052081	356.7365142693416
BA3433	16.497331140038252	759.0118541764652
BA3434	19.549469421478744	1270.9101515323528
BA3435	26.26993630818124	1168.0645601885635
BA3436	18.030821688180044	1229.0829346351168
BA3438	32.097233187234345	1216.0140622888252
BA3445	21.016117689995312	1302.593040486115
BA3446	11.215195744897262	544.7867245657568
BA3447	3.2625258891737285	613.0822104910341
BA3448	20.46619821409374	730.5797618082247
BA3449	27.228714859707505	1194.741485157614
BA3450	26.141088273719884	697.0745030463246
BA3451	19.54939345148004	397.0064256637312
BA3452	20.50716139930494	1153.8064651280972
BA3453	14.797701231567332	635.8014680203485
BA3454	38.03237898772129	1523.4491471912725
