	IDH1	ASXL1
BA2100	5.17381001168529	6.11039522609915
BA2681	5.34829013725005	5.64993072157884
BA2248	5.78304332339911	5.92513526908082
BA2832	5.24140893715519	6.18950223686314
BA2308	5.41063794413204	6.17641644366945
BA2413	5.39458251066191	6.21539686316165
BA2701	5.81524050486287	5.57895756058083
BA2634	4.90500171115938	5.89048099649459
BA2677	6.37500681410956	5.97648507555777
BA2937	6.43542748974206	5.86940153677441
BA2600	5.22500574588553	5.60841425670287
BA2019	5.31326361994662	6.15834977750935
BA2412	6.05611661620259	5.60156210630339
BA2334	5.71913182250031	6.11294027816034
BA2050	6.1842076331656	6.10277314052035
BA3230	5.34936654533728	5.95938551876052
BA2953	4.87201227243281	6.33918453468976
BA2481	4.1174274886939	6.10497366667794
BA2731	6.19120375825818	5.40702626397137
BA2294	5.51205399141146	6.30740738637139
BA2418	5.86536301251181	5.82819619911188
BA2816	4.97525881373139	6.34923107690817
BA2656	4.6932849776624	6.26338772089894
BA2814	7.64895583047878	5.40625901568549
BA2631	6.47620808782314	6.02698748997862
BA2023	7.42928783450574	5.64727150122162
BA2375	5.84864920436747	5.97812067314416
BA2485	6.60051001058414	6.4432415747754
BA2455	6.61484329859941	5.55586804682645
BA2025	6.18727628290146	5.79603390583248
BA2636	2.95707573664305	5.80376596025215
BA2325	7.31937809888862	5.62116214065844
BA2169	4.2685172238636	6.58028734101557
BA2156	6.53347844553203	6.28642083726129
BA2511	3.63778681479032	6.6441169206914
BA2939	5.88920214405522	5.77409344818299
BA2168	6.03566200297907	6.0688553647905
BA2505	4.82328175599878	5.99273740349983
BA2860	5.15668163101419	5.01631466171857
BA2707	5.24611528011748	6.18507158781402
BA2871	5.56596083132182	5.04068213537324
BA2655	4.94485331976651	6.19438001519865
BA2227	4.77735183811143	6.06801263248952
BA2125	6.43000064848533	6.18904995277038
BA2523	6.26118056372206	6.02328497818552
BA2603	6.25896920678185	5.92875292821339
BA2808	5.30025672574144	6.24912819394912
BA2282	5.83716487793583	5.83560892628546
BA2482	6.93954050250455	5.69646062028678
BA2812	5.82934773365488	5.8625242189267
BA2822	7.20386734649371	6.36600938491696
BA2594	6.94945791531145	5.79758031043752
BA2747	5.23068767781653	5.99230630864101
BA2561	7.35863482899504	5.87580696816671
BA2567	3.40936163024976	6.66943948787905
BA2906	6.56583781452914	6.03938413348279
BA2956	4.93680420181051	6.16651995068436
BA2474	6.41993290039897	5.99645810395014
BA2737	7.00490622738367	5.72061360951374
BA2110	6.60579006500373	5.60841425670287
BA2992	5.29873886453286	5.94431286144935
BA2220	5.88005273032646	6.19646958807837
BA2772	4.20752353675978	6.08835914671386
BA2935	5.76293182295601	5.83483518369012
BA2260	6.30695343234241	5.55025760092161
BA2676	6.47376016789819	6.1180523945273
BA2948	4.45829690708788	6.09345357181028
BA2524	4.71338041148762	5.75756870973775
BA2811	5.95983280142242	6.20050527440426
BA2540	5.10108468850577	5.75023036618314
BA2928	6.62899851308068	5.54840893277706
BA2302	4.35980493218316	6.56065461359229
BA2595	4.7899749730526	5.70836568128015
BA2792	5.62043017440298	5.77845042719579
BA2651	4.51902825678144	6.32408741401117
BA2619	6.57921927462639	6.30326841219344
BA3013	6.23486418682469	5.88643954120856
BA2405	4.63387310843381	6.4915209071939
BA2735	6.01046707595227	6.25945312566298
BA2856	4.64521147205465	6.23533588980149
BA2377	4.72354417544082	6.01373604526196
BA2499	3.58175052756526	6.07438042977308
BA2463	7.01129464656936	5.75719364511349
BA3023	3.85081185407147	6.13725593051751
BA2095	6.09645228197541	6.3078817611491
BA2901	5.0241682886734	5.83522810280634
BA2275	6.14149524736616	5.83841841477399
BA2387	6.07906325231323	5.75528821055756
BA2962	7.45670028367566	5.62828464133832
BA2195	4.08320598972476	6.03523832777957
BA2688	3.23858596558685	6.83919348466817
BA2787	5.66936167999459	5.24575571846811
BA2420	5.91360220597683	6.19345543409726
BA2756	4.39589281624757	6.27694818574979
BA2122	3.22968112507528	5.6533576160666
BA2053	5.25892746258291	5.98917879350321
BA2080	4.29267969728308	6.24592732813786
BA2081	7.18078818168097	6.02496543297874
BA2354	6.26203648745747	6.08666258593702
BA3273	4.10948809536277	6.01912446509313
BA2893	5.61817308697624	5.97361430412984
BA2044	6.28823715765654	5.8546289142141
BA2489	3.22332800972844	6.37547648198029
BA2309	5.45489161608543	6.28139967131455
BA2720	3.85948948082755	6.57407550686427
BA2908	6.09727224274201	6.27158031478995
BA2054	6.44947039282618	5.64011484889975
BA2872	5.47433300541024	5.78815697396801
BA2526	3.54989691248403	6.24013217204255
BA2041	3.74848704611698	6.47228949068298
BA2464	6.04982213026608	6.26881149847343
BA2902	5.08617132532278	5.96907627794874
BA2541	6.29556241973791	6.01912446509313
BA2143	5.1308809152012	6.04775659278267
BA2094	7.53511002571526	5.56596083132182
BA2769	4.72632902528561	5.86341197424273
BA2843	4.576912820314	6.6100656847185
BA2592	4.04795438154792	6.40688318423783
BA2497	7.27462693268534	5.81959741153124
BA2718	6.75597489483719	6.20525292176704
BA2575	7.35298985161002	5.47284204510325
BA2096	5.90476239808708	6.21410531502083
BA2593	7.86375133258917	7.15951987646114
BA2791	3.89144729146833	6.19874995357892
BA2620	7.07695814218809	5.46114309064973
BA2629	6.1725191860544	6.7472714933791
BA2870	7.69160326863138	6.14026668002857
BA2423	5.07164095305392	5.86536301251181
BA2682	5.90076617867574	5.96386071356046
BA2276	4.91022290966011	5.9361114629243
BA2348	4.81265842584299	5.62233299062586
BA2709	6.54150806703429	5.67583098043324
BA2789	5.91554817043997	6.12180366530222
BA2694	4.4543011664344	6.60421812247539
BA2538	4.37307759807115	6.74612605168156
BA2583	5.2008194787507	6.66119005251722
BA2415	6.07987511764245	5.50018182112328
BA2722	4.94450171912077	6.0582244402994
BA2806	6.08879387607679	6.02371028385454
BA2221	5.57935496877716	6.06552141810206
BA3025	5.87927912302444	6.07906325231323
BA2514	4.5993645555515	6.60209690951209
BA2520	4.59723676314568	6.54875546973009
BA2441	5.83369852515391	6.36467185423724
BA2153	4.98513676810276	6.21802371577529
BA2479	2.61422648503115	7.27636680044251
BA2281	5.98958134739074	6.52170608095191
BA2657	6.58623483162294	5.89918966262517
BA2932	7.48594354331146	6.1527015081476
BA2123	4.52334899104318	6.73527749858946
BA2844	5.43657703696705	6.36227514110898
BA2660	6.80545390529169	5.89400600049609
BA2836	4.62427313618414	6.25179190765508
BA3027	4.19644815920318	6.30464556196735
BA2714	7.14998539597838	5.69757983119209
BA2139	7.28622892412638	5.39929335398575
BA2251	6.17773554711095	6.31251579014812
BA2952	7.21378004978512	5.88406214865442
BA2440	5.27576605306409	6.27158031478995
BA2036	6.68593691853273	6.40025463094879
BA2828	6.34322095252985	5.49725940478877
BA2292	5.09390910729551	6.51154576024005
BA2410	4.9819516092596	6.26033254809805
BA2051	4.798374704262	5.94836876055586
BA2532	5.86821930876448	6.37031994316104
BA2986	6.7892246921242	6.52020957672534
BA2494	3.75076608161682	6.57247167015578
BA2515	4.05242084925905	6.17598273714894
BA2748	6.45455803457724	6.37975842200095
BA2970	4.23547754378357	6.02937141783307
BA2622	5.88961440143981	6.13597197195766
BA2839	5.32846021235263	6.41651938191685
BA2052	4.36867112545861	7.04775148018528
BA3011	4.83233699169056	6.35627429889414
BA2868	6.88867708372879	6.02819468374248
BA2510	4.67922683289374	5.81726345497192
BA2065	6.91069984449294	6.26517604030033
BA2691	6.43193622663115	5.85381815948029
BA2374	7.58991392876001	6.2877927663973
BA2804	5.2695794873648	6.05361973784087
BA2670	4.93263432505861	5.67924435783264
BA2675	7.41008797800013	5.99436956978052
BA2589	3.43461282312155	6.71837477507922
BA2031	6.82612058067876	5.68872421112857
BA2198	6.5550219238791	5.85182499561048
BA2066	6.1842076331656	5.37928711694374
BA2344	5.95439094102815	5.683055970914
BA2459	5.73516831539579	6.93219471408877
BA2229	4.10073895515048	6.84719227215285
BA2559	5.07408997846094	6.06078122712208
BA2093	5.34151860321391	7.15557221270197
BA2000	7.95765939482996	5.88606180557595
BA2425	4.80920574953976	5.99112678530118
BA2905	3.14612847066654	6.47426873472503
BA2304	7.6112304020112	5.36584838994078
BA2976	6.03067265261494	5.9785222997962
BA2386	4.25981249131916	6.1180523945273
BA2035	5.46628439479905	6.42953951724595
BA2760	5.35302745757832	5.88961440143981
BA2201	7.15481965297646	5.773700485866
BA2355	2.57374882661096	6.6656439229699
BA2113	6.24956354515351	6.18950223686314
BA2155	4.31592922692549	6.82309107200081
BA2955	6.58727608652663	5.96945929693027
BA2502	6.82247572050957	5.70452449404762
BA2322	5.6147813580075	5.61780736228049
BA2376	6.97110220501606	5.46990488253098
BA2020	5.92833030401015	6.30050208589508
BA2226	6.57772759538865	5.65258967329686
BA2200	6.44374763893835	6.00841658197255
BA2121	5.63513768849615	6.05448659537988
BA2944	4.64167507429005	6.23533588980149
BA2033	5.27249782330272	5.98917879350321
BA2867	3.686686945389	6.53145543602281
BA2089	6.66232694076894	5.42234890079115
BA2224	4.84073982458941	5.99849937933433
BA2046	4.41752853740495	6.50002459426286
BA2972	5.58233779466511	5.96023036518701
BA2978	5.90476239808708	5.69449320412197
BA2829	6.5851771545889	5.75606111415072
BA2851	6.52531304614774	5.96505632745959
BA2587	6.46680230521735	5.70872171926613
BA2461	4.97525881373139	5.92917652580144
BA2695	4.76744564892536	5.81839607751016
BA2623	5.17806224044823	6.02245886806957
BA2024	5.21467303087656	5.52061119799639
BA2426	5.06916581711999	5.68872421112857
BA2271	5.61291824722341	5.73401055203652
BA3004	5.9059700222253	6.33046496181519
BA2579	5.11604418341834	6.50152491798344
BA3010	5.43991302011835	5.82392380814807
BA2662	6.72757025712009	5.59174174629251
BA2674	4.64236314712384	6.01784200578308
BA2280	6.60421812247539	5.9207696282738
BA2512	7.07626127790368	5.45674649791294
BA2658	6.0515207109664	5.77182174756257
BA2394	6.19874995357892	6.07695623288107
BA2950	5.51054741525892	5.79603390583248
BA2981	4.82920315142492	5.84787957757678
BA2934	3.15379592329678	5.95891123308455
BA2539	5.69683059962592	5.57116929470375
BA2249	7.28989199463087	6.04898713449574
BA2034	5.90196356256727	6.1058059803294
BA2109	5.04550512990365	5.58836680284654
BA2242	4.49812951936181	6.07305710536308
BA2277	6.49454808629482	5.89124416348565
BA2727	5.04344198379719	6.29137386576201
BA2132	4.47573564141147	6.02077165309049
BA2618	6.51917819512762	5.57784205345213
BA2521	7.60876718089275	5.71669470584693
BA2846	5.10282218386209	5.99605530428902
BA2885	8.3695120975799	5.46663574912202
BA2639	6.32360812377741	5.92274484517742
BA2775	6.51657057172327	5.92513526908082
BA2402	4.97105541814246	6.05529649425473
BA2097	4.20135659440007	6.12261931153674
BA2786	6.43335604753767	5.69683059962592
BA2399	6.07775440645337	5.95848988053113
BA2850	5.43546904513176	5.89400600049609
BA2174	6.13208464272519	5.69295647546023
BA2004	5.26566945651455	6.02412758639857
BA3001	6.34691329698472	6.19521896796153
BA2311	5.8717903577196	5.72290783455204
BA2483	7.05570452227078	5.66740335166233
BA3040	5.54245080282141	6.40264148496757
BA2837	5.24035827892386	5.75987481048265
BA2724	5.6643875190661	5.7171416432858
BA2911	6.06121727575126	6.04856537740908
BA2256	6.20314139469901	5.80732189831465
BA2821	6.91793209354363	5.93038956442244
BA2233	4.79452735368346	6.24100946664766
BA2744	6.82008128976274	6.04154865344481
BA2880	5.0883096858926	5.68986590376939
BA2621	4.96162900206024	5.84710176754198
BA3002	7.49042755149826	5.53462725078282
BA2501	5.76686556527581	6.06036727608855
BA2993	5.56967790109069	5.74510782456024
BA2301	4.86287652588537	5.91953516934334
BA2852	2.47641329200189	6.69247942029726
BA2133	3.1582319317872	6.57670086749662
BA2866	5.37084951659886	6.26561634633026
BA2212	4.78927104224353	6.1180523945273
BA2685	3.97791568550573	6.60106588860888
BA2273	4.97353447958461	6.36276922003241
BA2477	6.59734342436169	6.05488922575061
BA2659	5.69757983119209	5.70032456019922
BA2124	4.78927104224353	6.19874995357892
BA2363	6.58673582096521	5.74665789517333
BA2369	4.24276500476702	6.16992972400798
BA2534	6.43983576769468	6.10105446354612
BA2400	6.50804753914762	6.25896920678185
BA2762	5.08403773679609	5.78815697396801
BA2312	5.91835525147628	5.87096179619199
BA2813	5.85936501205287	5.84669771952697
BA2211	6.53298741802549	6.40122033716978
BA2171	6.05611661620259	6.24592732813786
BA2746	6.80845562026412	5.57675252591336
BA2798	4.18830550628692	6.37079667059363
BA2809	5.03892605141629	6.15101372135618
BA2288	4.70912069685916	6.54255345963774
BA2801	4.6961161698671	5.7857780349214
BA3030	6.26927993913723	5.77649310558936
BA2588	5.36902005012398	6.13597197195766
BA2296	6.11380852099068	6.07479305709891
BA2300	6.53199378857673	5.90968137145394
BA2903	4.16090429067131	5.30561743364852
BA2473	4.30837790148871	6.46136172333021
BA2545	6.06036727608855	5.78039940452266
BA2840	5.51015899119849	6.16651995068436
BA2528	5.79603390583248	6.04021038079235
BA2646	5.43474590254893	6.12593955851946
BA3407	3.81612780124423	6.23533588980149
BA2240	7.58879646153396	5.77728199716427
BA2926	6.29737759041703	5.87260128091849
BA2272	7.51732737025111	5.64203067730003
BA2306	5.95520312741494	5.86210066626784
BA2765	6.76656262392125	5.58345571866186
BA2904	6.22067774239525	5.85182499561048
BA2883	3.93840673561022	6.6100656847185
BA2726	8.89122942781574	5.55133978188627
BA2234	6.97176870633362	5.5977589538239
BA2022	6.70701242644057	6.13165710493441
BA2228	3.49799064045743	6.33600766569699
BA2037	6.27917243235478	6.36182238595201
BA2184	6.13418245991914	6.3144421792923
BA3009	5.36619555084966	6.36695225743452
BA2842	4.61468245344628	5.82697757198733
BA2442	7.79521409988635	5.96345262806037
BA2882	6.1556592421586	5.59137657391383
BA2758	5.82658327453077	6.07520173413689
BA2705	5.31976332499236	5.97648507555777
BA2663	4.59368397646332	5.73552904725917
BA2570	5.17593956338375	6.45599883472476
BA2764	4.81656126290881	6.09808877325888
BA2209	3.07362208775687	7.36435791540221
BA2989	3.71113954261245	6.63915578339387
BA2855	3.55318791593181	6.0515207109664
BA2261	4.47248648313274	6.09174069183038
BA2721	5.89765135115317	5.50315192004078
BA2930	6.7928687930301	5.81482124558208
BA2728	5.97772537420238	5.96823920514463
BA2715	2.69222768564293	6.70193954968785
BA2469	5.04768274106503	5.80971219847918
BA2269	4.44772389189131	5.63974092739285
BA2098	6.97450183109637	5.91084110589567
BA2778	7.01613705435711	5.30422441487673
BA2951	5.24328117345542	5.98747577885065
BA2163	5.11328125236518	5.98792432171399
BA2379	4.17369897600356	6.12991458455326
BA2817	3.22116841470907	6.85707363149716
BA3153	4.27041928872006	6.44995385247277
BA2820	7.11889170682512	5.48685812816546
BA2723	3.55417797609775	6.21316864027758
BA2704	5.97361430412984	6.41753927442656
BA2088	3.90594846339568	6.45847746962255
BA2116	3.45550886376031	6.4369045674542
BA2584	5.72791281354614	5.86781157381666
BA3079	5.57561187049385	6.25311199468293
BA2417	6.31720357778214	6.20227272504612
BA2361	4.20061838096406	6.2445717796939
BA2450	7.08974258985974	6.05529649425473
BA2492	6.50152491798344	5.64878460317562
BA2552	5.03783692041918	6.07349886728139
BA2472	4.06768255183074	5.89840678151491
BA2994	5.68192875741287	5.74740223582238
BA2047	7.53093612416627	6.17989946486144
BA2101	4.13397604746354	6.59148541753236
BA2082	4.30539842621614	5.96264354381231
BA2879	4.31740166637701	6.25896920678185
BA2577	6.38217571781426	6.2877927663973
BA2456	5.4921500734543	6.30418081628279
BA2175	4.79347559452987	6.19776851107361
BA2824	7.42202383501609	6.01215704616716
BA2507	4.69788797442376	5.96987848742324
BA2563	6.31632447129761	5.93293802015649
BA2244	6.99175546936536	5.43952524273383
BA2470	4.49704564233128	5.95848988053113
BA2984	4.98548688523347	6.19120375825818
BA2414	6.115497606055	5.83483518369012
BA2697	4.99665147897099	5.60656322510578
BA2079	5.8733548574054	5.22500574588553
BA2999	5.43185845277898	6.00093229876932
BA2644	5.72213373131707	5.51382815263466
BA2011	3.33268141494615	5.65258967329686
BA2217	6.01254264145456	6.19822146547957
BA2454	4.35980493218316	5.96063563466876
BA2776	6.83464418679852	6.1281715906941
BA2218	5.90885007986137	6.31205444786469
BA2135	3.53525438523798	6.32267289165303
BA2914	6.58888481686372	5.54431492495241
BA2500	6.13505858445244	5.82392380814807
BA2830	4.69647295762567	5.9361114629243
BA2406	6.52836297577895	5.85542200416075
BA3108	5.43621855884092	6.39073862378253
BA2924	5.90436368867117	5.65411500641845
BA2303	8.27031665707811	5.6147813580075
BA2160	6.00261866586335	6.0765385205626
BA2038	3.20723913331244	6.43095537419459
BA2602	3.27264514939603	6.26033254809805
BA2964	4.15738946871551	6.42858727965842
BA2898	5.92875292821339	6.05488922575061
BA3003	5.7225158734594	6.10323904488586
BA2111	5.82541777312417	5.89241706426442
BA2827	5.56256719374486	6.00881830211778
BA2912	5.17381001168529	6.4338606092369
BA2437	5.57601310486413	6.11847233502019
BA2283	5.93038956442244	6.05279557201734
BA2057	5.50092424285105	6.13853683580785
BA2633	5.57412698420844	6.26972531039322
BA3034	5.77144374108322	6.1368245443414
BA2607	5.81442547259646	5.98996157877142
BA2761	5.71331402808145	6.20964310204874
BA2795	5.86701172235977	6.07098245209084
BA2182	5.75491739673993	6.26604717378172
BA2152	5.98343537244457	6.00800870736247
BA2381	5.73095557356358	6.08362235286883
BA2931	5.57710363902521	6.18549348202673
BA2040	4.35354406259827	5.99072677808467
BA2590	5.57116929470375	6.00638246473167
BA3195	5.02654059802702	6.43590316276273
BA2516	5.99273740349983	5.94757169388019
BA2353	6.57871147435603	6.15311168314809
BA3036	5.5372259675426	5.90396043152694
BA2971	4.859362912485	5.97890641593254
BA3410	4.72146237134338	5.90720734250747
BA3118	5.37928711694374	5.8446879817315
BA3206	6.69750566900229	6.29871693912713
BA3202	4.30578132576709	6.48705929163371
BA3217	6.20920563257666	5.46410131409376
BA3405	6.89968682755392	5.6705066725732
BA3306	4.18905337629139	5.86781157381666
BA3371	4.43026354617328	6.26385719339892
BA3413	6.41603346705047	6.16479221189801
BA3411	6.04775659278267	5.81726345497192
BA3133	6.38171333036269	6.20398896796611
BA3164	8.22445433533228	6.19438001519865
BA3451	7.550843282623	5.46734103839207
BA3286	7.52533179189238	5.6864679763228
BA3212	5.68192875741287	6.91733301258099
BA3103	4.18132017858849	5.83256616777847
BA3271	7.59808663804993	5.84826511265661
BA3152	7.1445927897216	5.99520828398439
BA3095	7.01543819204674	6.10408615184211
BA3192	6.08362235286883	6.04647904010288
BA3251	6.81629782268832	5.76568700898176
BA3362	7.53867754134672	5.84669771952697
BA3400	4.5085935471109	6.31492475633183
BA3135	4.33903266779967	5.96141985766576
BA3408	3.17079334153815	6.98137959105818
BA3187	5.68573255517546	6.0756397245943
BA3098	6.64018393293961	5.7225158734594
BA3435	6.22503632366675	6.18251802139279
BA3261	4.65440830398242	6.07182186589842
BA3203	4.18716058878723	5.78459303638823
BA3174	5.09637288827648	6.0840496796786
BA3317	6.62136909185019	6.1058059803294
BA3299	5.20686512079418	6.01867856463796
BA3221	6.35211013226828	5.87965665517008
BA3347	6.06168577538942	5.75302384911337
BA3235	7.3014086607396	5.23710808006626
BA3126	7.76884228347361	5.32164044187742
BA3380	6.09048118374774	5.65522675909671
BA3089	6.34412105865143	6.021192542846
BA3109	4.16205900590607	5.94431286144935
BA3114	4.93122023310574	6.17641644366945
BA3418	4.20291883221202	6.51302546929391
BA3245	5.5239080872138	6.22284672145603
BA3085	5.32920195672699	6.12947427780454
BA3128	5.40443670689777	5.89203625853857
BA3423	4.69788797442376	6.44756726036546
BA3173	4.05042304398681	6.20825574796756
BA3171	5.6382097192845	6.14934626765103
BA3277	4.46447835591803	6.55285609284704
BA3210	4.05083600444237	6.81145766315316
BA3157	5.29839304298236	5.96505632745959
BA3433	3.74759218302818	6.25091484872834
BA3322	5.29307989811682	6.46633469347968
BA3374	6.57871147435603	5.44790183156178
BA3450	4.14520169098392	6.41555515164963
BA3167	5.24611528011748	5.84710176754198
BA3269	4.89092474484563	6.10538403903875
BA3110	5.57820476090366	6.57095981156775
BA3156	3.93670563044514	6.56583781452914
BA3226	6.06298925282901	6.11633596300958
BA3421	5.96666513140334	5.99807250561422
BA3232	7.46997411625783	5.93534312096623
BA3289	4.75027858706246	5.9931420196416
BA3430	4.69506440431895	5.95983280142242
BA3145	6.67231936736834	6.3249851051031
BA3399	4.01681712942243	6.02456199069166
BA3449	5.38186716708803	6.21363363803942
BA3384	7.22625304922136	5.81161565339235
BA3427	5.37014622702408	6.16391479568772
BA3163	7.16876088952225	5.68268021308212
BA3158	5.34691482072856	6.19438001519865
BA3436	6.55336509971083	6.436391484782
BA3154	4.57869564199945	6.21013178100069
BA3162	5.29986206219824	5.98343537244457
BA3352	5.41245018586405	6.25896920678185
BA3084	7.0168789681798	5.77331420543403
BA3149	3.77745737706284	6.18507158781402
BA3169	6.88492067829042	5.79282325358751
BA3180	5.06562997256811	6.03363601462633
BA3255	7.59101188148724	5.78933652729381
BA3438	6.96490245805844	5.11638292117158
BA3345	5.1308809152012	6.11294027816034
BA3403	6.58888481686372	5.42893594031004
BA3431	5.06846235610609	5.6098838682387
BA3181	6.18251802139279	5.7664756489083
BA3341	4.26401053300844	6.15101372135618
BA3191	7.03335772337666	5.55999957718043
BA3197	6.65069612456278	6.16141096550525
BA3448	6.11039522609915	6.19345543409726
BA3453	4.29566916323682	6.14547247746584
BA3406	6.78802478417111	6.08028059153902
BA3308	5.38841032189554	6.30050208589508
BA3186	5.59508122551735	6.57720688521491
BA3334	5.57412698420844	6.32314377198831
BA3447	4.84704413896278	6.22157033382946
BA3116	4.66681816964876	5.58682786591739
BA3280	4.55238107332514	6.16609369248211
BA3185	5.04694903743101	6.48952236006017
BA3094	5.38984631837511	5.17950354207122
BA3318	4.06925036801479	5.78115226086829
BA3216	5.32485345914141	5.91874058491338
BA3332	4.59403374647175	6.49799553338119
BA3214	5.05963791860408	6.32126637219132
BA3099	8.19411260375688	6.00599295147661
BA3141	7.05213628356552	6.25265344537738
BA3373	5.9527582231115	6.36326165874901
BA3319	7.31758513982701	5.56112145786682
BA3328	6.1281715906941	5.91554817043997
BA3339	5.13729178336945	6.65737778697747
BA3240	6.14975362813735	6.35713479831954
BA3142	5.68535357501915	6.55965463360655
BA3333	4.93997522367398	6.17121351437265
BA3381	5.92676397459841	5.76488394506669
BA3290	5.51241676925768	5.85694980213458
BA3207	7.40108920011618	5.47615849761807
BA3296	6.14235074085009	5.71553086944073
BA3305	6.63537899034447	5.93982972127244
BA3434	5.42966375134891	5.99685177199163
BA3189	6.19606446047222	5.83756838624294
BA3264	5.72941496772039	6.25445222164076
BA3329	3.66471911557075	6.6100656847185
BA3417	6.30602484819544	6.11971599118053
BA3367	7.20800173217813	5.50055254025843
BA3225	7.56436701911919	5.48685812816546
BA3183	6.31585760088979	6.0311101011047
BA3222	5.45598777768521	5.67963455085071
BA3139	6.87718695252014	6.01784200578308
BA3397	6.86281064555051	6.3811905938473
BA3311	6.8576823032308	5.53130217583918
BA3422	4.32671639588567	6.21316864027758
BA3228	7.08297551023298	5.94021025458643
BA3213	5.72675571340994	5.63359431703311
BA3270	6.41897137635364	5.79603390583248
BA3415	7.06166102601644	6.00921196587346
BA3324	6.60476180009226	6.08362235286883
BA3194	6.51105136156458	6.22157033382946
BA3335	5.39495254612019	6.04856537740908
BA3199	5.73442845067299	6.12904074966952
BA3326	7.94635895319707	5.56256719374486
BA3285	7.26503778677364	6.12385981288499
BA3297	6.59999610931592	6.04856537740908
BA3227	6.39926285688665	6.34322095252985
BA3394	5.98835302463094	5.78541513449237
BA3412	7.46474071975909	5.74090562795813
BA3293	8.19593305491973	6.20356343645269
BA3250	6.9766278154768	5.89003355654074
BA3177	7.22705513643141	5.72441309220803
BA3315	6.21410531502083	6.59785150913547
BA3182	6.6886775034689	5.74822587560422
BA3260	4.21672873374062	5.79243605583809
BA3369	6.66619952778557	5.70566190016674
BA3078	6.76957967246072	5.92875292821339
BA3386	8.12041880838799	6.05025616147561
BA3445	3.60216120874402	5.91835525147628
BA3452	5.47397012091034	6.06680993243889
BA3176	6.39832221441364	6.2751197185023
BA3258	7.09641299880345	5.67546263774049
BA3295	6.95685605328487	5.59699754908342
