#Boxplots d'expressions du gène NF1 en fonction de la feature isTransformed
#Résultat du test statistique Mann-Whitney U : U = 34127.500, p-value = 0.006
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2452   FALSE        6.238434
BA2922   FALSE        6.062132
BA2707   FALSE        4.835478
BA2409   FALSE        5.577842
BA2480   FALSE        5.728296
BA2496    TRUE        4.917210
BA3037   FALSE        5.797580
BA2236   FALSE        6.057766
BA2865   FALSE        3.826433
BA2923    TRUE        4.860072
BA2003   FALSE        5.417544
BA2751   FALSE        5.091813
BA3395   FALSE        3.840906
BA2286   FALSE        6.066810
BA2488    TRUE        6.115498
BA3379   FALSE        6.345485
BA2887   FALSE        7.296871
BA2712   FALSE        6.399795
BA2858    TRUE        5.232486
BA2068   FALSE        4.119379
BA2104   FALSE        5.874184
BA3124   FALSE        4.559847
BA2921   FALSE        5.947964
BA2449   FALSE        5.526135
BA2360   FALSE        6.060367
BA2802   FALSE        5.804508
BA2235   FALSE        5.782659
BA3038   FALSE        5.618543
BA3006   FALSE        5.613672
BA2245   FALSE        5.949963
BA2667    TRUE        5.653358
BA2239   FALSE        5.739734
BA2782   FALSE        4.960565
BA2649   FALSE        5.668965
BA2592    TRUE        5.794469
BA2861   FALSE        6.025373
BA2134    TRUE        4.678519
BA2909   FALSE        4.937870
BA2429    TRUE        4.614682
BA2653   FALSE        5.179885
BA2947   FALSE        5.192707
BA2032   FALSE        6.274268
BA2162   FALSE        5.704115
BA2564   FALSE        5.370496
BA2597    TRUE        4.839692
BA3243   FALSE        5.852216
BA2106   FALSE        5.952758
BA2939   FALSE        6.034846
BA2427   FALSE        4.853719
BA2841   FALSE        5.400396
BA2446   FALSE        4.895562
BA2025   FALSE        5.666616
BA2645   FALSE        4.795577
BA2525   FALSE        4.967904
BA2876   FALSE        4.659021
BA2357   FALSE        5.693331
BA2546   FALSE        5.025864
BA2742   FALSE        5.718758
BA2316   FALSE        5.769580
BA2421   FALSE        5.626793
BA2087   FALSE        5.193067
BA2910   FALSE        6.435427
BA2148   FALSE        5.643897
BA2329   FALSE        5.196287
BA2677   FALSE        5.159914
BA3178   FALSE        4.670684
BA2072   FALSE        5.264227
BA3029   FALSE        5.321640
BA2735   FALSE        5.360357
BA2733   FALSE        5.248295
BA2995   FALSE        4.668924
BA2069   FALSE        4.626774
BA2100    TRUE        5.049763
BA2953    TRUE        5.410996
BA2681    TRUE        5.159914
BA2248   FALSE        5.576013
BA2832    TRUE        5.056129
BA2308   FALSE        5.414655
BA2413   FALSE        5.386964
BA2701   FALSE        5.696074
BA2634   FALSE        5.576013
BA2937    TRUE        5.168197
BA2600   FALSE        5.898407
BA2019   FALSE        5.391272
BA2412   FALSE        4.114677
BA2334   FALSE        5.103158
BA2050   FALSE        5.490256
BA3230   FALSE        5.711381
BA2481   FALSE        4.985137
BA2731   FALSE        5.699930
BA2418   FALSE        5.595081
BA2294   FALSE        5.792436
BA2816   FALSE        4.980903
BA2814   FALSE        4.754486
BA2631   FALSE        5.421982
BA2023   FALSE        4.782232
BA2375    TRUE        5.581951
BA2485   FALSE        5.811221
BA2455   FALSE        5.068462
BA2636    TRUE        5.205808
BA2325   FALSE        5.767602
BA2169    TRUE        5.536491
BA2156   FALSE        5.962644
BA2511   FALSE        4.498130
BA2168   FALSE        6.084470
BA2505   FALSE        5.669755
BA2860   FALSE        5.139080
BA2871   FALSE        4.562413
BA2655   FALSE        5.386596
BA2227   FALSE        5.905559
BA2812   FALSE        4.712288
BA2125   FALSE        2.839958
BA2603   FALSE        5.431858
BA2808   FALSE        4.271172
BA2282   FALSE        4.562093
BA2482   FALSE        5.958490
BA2822   FALSE        4.562413
BA2594   FALSE        5.638985
BA2747   FALSE        5.169964
BA2561   FALSE        4.253385
BA2094   FALSE        4.659752
BA2567   FALSE        4.434619
BA2906   FALSE        5.668965
BA2956   FALSE        4.802155
BA2474   FALSE        5.599245
BA2065   FALSE        5.848649
BA2737   FALSE        4.947374
BA2463   FALSE        5.201166
BA2110   FALSE        5.199059
BA2992   FALSE        5.645379
BA2220   FALSE        6.070982
BA2720   FALSE        5.199782
BA2063   FALSE        5.331376
BA2772   FALSE        6.192998
BA2935   FALSE        5.793212
BA2260   FALSE        5.252127
BA2787   FALSE        5.002052
BA2676   FALSE        5.011476
BA2948    TRUE        4.174870
BA3296   FALSE        4.871328
BA2524   FALSE        5.686097
BA2811   FALSE        5.894006
BA2540   FALSE        5.796403
BA2928   FALSE        4.945953
BA2302   FALSE        5.371962
BA2792   FALSE        5.838009
BA2651   FALSE        5.591016
BA2595   FALSE        4.709121
BA2619   FALSE        5.060692
BA3013   FALSE        5.884062
BA2405   FALSE        5.245756
BA2856   FALSE        6.518138
BA2377   FALSE        5.466636
BA2499    TRUE        5.051154
BA3023   FALSE        5.143336
BA2095   FALSE        5.845504
BA2275   FALSE        5.824677
BA2901   FALSE        5.916772
BA2221   FALSE        4.773460
BA2387   FALSE        6.052379
BA2657    TRUE        5.179124
BA2962   FALSE        6.542043
BA2195    TRUE        5.373121
BA2688   FALSE        5.021661
BA2420   FALSE        5.655997
BA2727   FALSE        4.291530
BA2756   FALSE        5.659768
BA2122   FALSE        4.811974
BA2053   FALSE        5.965056
BA2080   FALSE        6.129474
BA2415   FALSE        4.805356
BA2081   FALSE        5.575612
BA2354   FALSE        5.321260
BA3273   FALSE        5.307094
BA2893   FALSE        5.524613
BA2044   FALSE        5.455988
BA2309   FALSE        4.828481
BA2489    TRUE        5.454539
BA2908   FALSE        5.816894
BA2054   FALSE        5.100372
BA2872   FALSE        6.234430
BA2526   FALSE        5.900370
BA3145   FALSE        5.890481
BA2041   FALSE        5.713688
BA2096   FALSE        5.456746
BA2464   FALSE        5.704914
BA2902    TRUE        5.228913
BA2541   FALSE        5.129122
BA2143   FALSE        5.260301
BA2769    TRUE        5.478376
BA2843   FALSE        5.646538
BA2497   FALSE        4.562734
BA2718   FALSE        5.944732
BA2575   FALSE        5.362218
BA2593   FALSE        5.051503
BA2791   FALSE        5.944313
BA2620   FALSE        5.217077
BA2629   FALSE        4.885374
BA2870    TRUE        5.393479
BA2423   FALSE        5.148608
BA2682   FALSE        5.402224
BA2276   FALSE        5.603072
BA2348   FALSE        5.402224
BA2709   FALSE        5.748226
BA2789   FALSE        5.525761
BA2694    TRUE        5.258581
BA2722    TRUE        5.866167
BA2538   FALSE        5.905970
BA2583    TRUE        5.928330
BA2292    TRUE        5.069886
BA2806   FALSE        5.956842
BA2153   FALSE        5.939830
BA2674   FALSE        5.620430
BA2809   FALSE        5.785415
BA3025   FALSE        5.703738
BA2523   FALSE        5.923539
BA3027   FALSE        4.347221
BA2441    TRUE        5.658639
BA2514   FALSE        5.276160
BA2695   FALSE        4.510748
BA2520   FALSE        5.335764
BA2479   FALSE        4.564434
BA2281   FALSE        6.050684
BA2932   FALSE        5.617056
BA2123   FALSE        6.163506
BA2844   FALSE        5.921163
BA2660   FALSE        5.408852
BA2836   FALSE        5.308151
BA2714   FALSE        5.691020
BA3317   FALSE        5.989962
BA2440   FALSE        5.166017
BA2036   FALSE        5.951552
BA2828   FALSE        5.001385
BA2251   FALSE        5.559241
BA2952   FALSE        4.729476
BA2410   FALSE        5.709089
BA2139   FALSE        4.633518
BA2051   FALSE        4.600443
BA2532   FALSE        5.331376
BA2986   FALSE        4.441176
BA2494    TRUE        4.327828
BA2515   FALSE        4.984445
BA2748   FALSE        6.010854
BA2577   FALSE        5.723287
BA2622   FALSE        4.660457
BA2758   FALSE        4.025337
BA2930   FALSE        4.714072
BA2970    TRUE        5.031150
BA2839    TRUE        5.077655
BA2868   FALSE        5.526135
BA3011   FALSE        5.886843
BA2052   FALSE        5.087246
BA2510   FALSE        4.438942
BA2691   FALSE        4.872012
BA2374   FALSE        5.427836
BA2804    TRUE        5.988763
BA2670    TRUE        5.433663
BA2675   FALSE        6.015817
BA2031   FALSE        4.558104
BA2589   FALSE        5.577477
BA2198   FALSE        5.422349
BA2066   FALSE        4.884349
BA2344   FALSE        5.722516
BA2534   FALSE        5.610271
BA2459   FALSE        5.623454
BA2229    TRUE        5.596998
BA2559   FALSE        5.213276
BA2093   FALSE        5.554019
BA2000   FALSE        5.824299
BA2425   FALSE        5.013962
BA2905    TRUE        5.249674
BA2304   FALSE        5.009378
BA2976    TRUE        5.496914
BA2386   FALSE        5.904762
BA2879   FALSE        4.833373
BA3400   FALSE        5.476873
BA2035   FALSE        5.483947
BA2760   FALSE        5.684557
BA2201   FALSE        5.659768
BA2355   FALSE        4.665414
BA2113   FALSE        6.002174
BA2155   FALSE        5.744334
BA2955   FALSE        4.757287
BA2502   FALSE        5.701824
BA2322   FALSE        4.134753
BA2020   FALSE        6.305100
BA2226   FALSE        5.767602
BA2376   FALSE        4.770658
BA2200   FALSE        6.088359
BA2121   FALSE        4.846678
BA2944   FALSE        5.329925
BA2033    TRUE        4.809206
BA2867    TRUE        5.592512
BA2089    TRUE        5.290823
BA2034    TRUE        5.996458
BA2224    TRUE        5.147535
BA2470    TRUE        5.290823
BA2046   FALSE        5.286123
BA2972   FALSE        5.374231
BA2978   FALSE        5.158133
BA2829   FALSE        5.834093
BA2579   FALSE        5.561851
BA2249   FALSE        5.698389
BA2851   FALSE        5.849021
BA2587   FALSE        5.669755
BA2461   FALSE        4.868122
BA2024   FALSE        5.041737
BA2623    TRUE        5.600807
BA2426   FALSE        5.411349
BA2271   FALSE        5.487229
BA3004   FALSE        5.148608
BA3010    TRUE        5.509069
BA2662   FALSE        4.902906
