	JAK2	CBL
BA2281	0.0087716890329213	9.504807167091256
BA2449	0.0087882446293378	5.444737711661959
BA2806	0.0088213558221706	5.198326562409379
BA2481	0.0088213558221706	4.287955432561501
BA2456	0.0088710226114199	10.882132231568333
BA3407	0.0090321993533063	6.747841520333262
BA2922	0.0090465653385838	11.262211034122906
BA2068	0.0090487549497227	4.4915824176669705
BA2808	0.0091602649023599	10.331626092453904
BA3073	0.0091911864840538	6.347701206771513
BA2876	0.0092242976768866	5.588856146308925
BA2590	0.0092264872880256	13.430848714493433
BA2169	0.0092574088697195	4.404739883363696
BA2093	0.0093214416442462	12.572726267444608
BA2852	0.0093236312553852	3.5866998574210625
BA2123	0.0093401868518016	1.6290154359927176
BA2902	0.0095819519646312	3.85567001881446
BA2514	0.0096790959319908	3.6305943840998856
BA2410	0.009761873914073	5.8322911946954274
BA2095	0.0099848938193472	10.848311736218765
BA2080	0.010048926593874	6.229220735606777
BA2524	0.0100511162050129	6.72340355530515
BA3433	0.010164815768789	6.831776944710548
BA2570	0.0101979269616218	14.406957329876292
BA2106	0.0102288485433157	5.606799514979807
BA3116	0.0102288485433157	5.161075374784419
BA2096	0.0102432145285932	2.236285493649243
BA2469	0.0102928813178425	14.03595211374083
BA2910	0.0104728032672843	10.008023435450609
BA2510	0.0104871692525618	9.527537004759903
BA2685	0.0105059144601171	4.314722294272165
BA3210	0.0105202804453946	10.3505642228482
BA2994	0.0105368360418111	7.561467029541562
BA2804	0.010567757623505	7.432435877742935
BA3124	0.0105843132199214	11.225498992263956
BA3371	0.0106008688163378	9.708967021857225
BA3149	0.0106008688163378	16.130634755130863
BA2405	0.0106296007868928	9.16576267524558
BA2921	0.0106317903980317	4.893056851491371
BA3423	0.0106649015908646	6.393268015296255
BA2497	0.0107002023948364	16.945677393808477
BA2003	0.0107620455582242	5.172451118714257
BA2865	0.0107620455582242	6.37806970753958
BA3156	0.010797346362196	3.782805211207672
BA2822	0.0108569999144449	15.116313352165829
BA2817	0.0108757451220003	12.18366638641398
BA2645	0.0109750787004989	4.706976120175909
BA3059	0.011084399041997	5.207689962734391
BA3334	0.0111218894571078	4.984224370737741
BA2559	0.0111362554423852	2.9812349405382217
BA2993	0.0111506214276627	7.291872087838868
BA2273	0.0111528110388017	4.0879703073142135
BA2747	0.0112477653950224	6.878067055979955
BA2986	0.0113283537659656	10.055131870975767
BA2532	0.0113305433771045	8.627882939943326
BA2494	0.0114420533297416	2.866964148655433
BA2733	0.0115579425046566	4.406353899120359
BA2597	0.0116672628461548	1.3910589618938278
BA2836	0.0116838184425712	7.1300851189646455
BA3103	0.0116860080537102	7.347970517704292
BA2339	0.0117047532612655	21.981711686826344
BA2989	0.0117665964246533	12.343667633048906
BA3399	0.0117665964246533	5.399209845355043
BA2261	0.0117687860357923	5.544315377548978
BA2355	0.0117831520210698	4.974070071366386
BA2932	0.0118140736027637	10.422300659366424
BA2681	0.0118471847955965	2.704375712957959
BA3095	0.0119608843593726	13.233752923783962
BA2812	0.0120083615374829	11.38827393559281
BA3341	0.0120083615374829	5.019378190859135
BA2302	0.0120392831191769	4.037642545112396
BA2567	0.0120558387155933	4.530200027570848
BA2348	0.0121386166976754	5.024615123206675
BA2724	0.0122048390833411	6.585843008663649
BA2276	0.0122501266503125	9.72468346275816
BA2499	0.0122523162614515	6.3716198181027215
BA2762	0.0122688718578679	8.483715823582923
BA2723	0.0122832378431454	12.677982016816696
BA2292	0.0123163490359783	1.4491758659169975
BA2981	0.0123329046323947	6.187018891364973
BA2511	0.0123969374069214	2.859152474138896
BA2947	0.0125559245376689	6.744193871637374
BA2688	0.0126221469233346	5.079587308965343
BA2811	0.0126243365344736	10.385527883897142
BA2695	0.0126927485312782	29.620195104188912
BA2052	0.0127049249054168	5.107642536585612
BA2538	0.0127502124723882	11.92734593308858
BA2839	0.0129135788254135	5.740623253591938
BA2520	0.0129732323776624	5.22683379819077
BA2704	0.0130581999708835	7.902936701070375
BA2211	0.0130603895820224	9.188724044788971
BA3299	0.013157533549382	5.566073372291038
BA2472	0.0131906447422149	8.08228247708686
BA3157	0.0133518214841013	12.450970804119676
BA3128	0.0133661874693788	8.687979585893544
BA2675	0.0133849326769341	8.288955534370313
BA3214	0.0134136646474891	11.372921587856448
BA2523	0.0134136646474891	9.787709547512131
BA2399	0.0134942530184323	5.389806268850193
BA3042	0.0134942530184323	8.083363599860771
BA2035	0.0136245081786248	11.145404232541518
BA3277	0.0136266977897637	6.4155125120697205
BA2939	0.0136410637750412	7.429531946242028
BA2212	0.0137403973535398	7.092477897553184
BA2858	0.0137900641427891	5.667800743281053
BA3110	0.013820985724483	6.934254876773814
BA2379	0.0139037637065651	12.3882946445059
BA3375	0.0139159400807037	11.191177146721497
BA2006	0.0139203193029816	0.2775597215944521
BA2417	0.0139225089141205	9.518038506944333
BA2860	0.0140958620301454	6.151766078213564
BA2350	0.014195195608644	6.183250889243565
BA2228	0.0142592283831708	10.976485565302552
BA2844	0.0143232611576976	3.5501711409262406
BA3027	0.014484437899584	7.899892467904786
BA3173	0.0145506602852497	10.796234183328384
BA3450	0.0145650262705272	11.41167215162546
BA2962	0.0146930918195807	11.38222726264144
BA2470	0.0146974710418586	24.05766177415062
BA2485	0.0147240134012746	5.921585830137893
BA2694	0.0147571245941075	5.264611870236196
BA3317	0.0147902357869403	13.276454321232766
BA3347	0.0148089809944957	10.11652281098674
BA3422	0.0148233469797732	10.919546027322518
BA2220	0.0148708241578835	4.609687172399805
BA2905	0.0149183013359939	10.715231561359706
BA2653	0.0149514125288267	4.020409574581047
BA3006	0.0150816676890192	5.36085665039578
BA3245	0.0150982232854356	6.918395045086935
BA2879	0.0151335240894074	9.79065799475418
BA2595	0.015145700463546	7.29002229288259
BA3226	0.0151644456711013	11.918424346512245
BA2209	0.0151666352822403	18.762925296853616
BA2229	0.0152284784456281	11.821036629915527
BA2764	0.0152472236531835	5.384269080892358
BA2843	0.0152737660125995	7.975582721842838
BA2334	0.0153234328018488	8.44353255392157
BA2195	0.015375289202237	4.847973456487028
BA2541	0.0153896551875145	9.253713147221127
BA3135	0.0153896551875145	9.280904487213853
BA3025	0.0154371323656249	9.077325614593516
BA3418	0.0154393219767638	17.251234244931627
BA2619	0.0154702435584577	13.707515958307264
BA2870	0.015517720736568	12.194491011975186
BA2676	0.0155673875258173	12.260258375380907
BA2841	0.0156457862856216	1.984763113583061
BA3084	0.0157947866533694	13.894890656793274
BA3251	0.0158422638314798	12.56967547822945
BA2726	0.0158610090390352	23.576424604651525
BA3249	0.0159106758282845	20.638518012666434
BA2660	0.0159394077988394	9.203384459075332
BA3167	0.0159934538103666	11.05518507621962
BA2731	0.016036551766199	9.703726003842538
BA2682	0.016036551766199	12.559893344441884
BA2832	0.0160531073626155	18.98328535210492
BA3036	0.0161027741518648	12.170119035383802
BA3216	0.0161877417450858	6.859628216774668
BA2561	0.0162286500897793	3.2110963197322078
BA3040	0.0162330293120572	5.609340929233067
BA2670	0.0162826961013065	14.532586685512346
BA3431	0.0163489184869722	19.066564794199063
BA2046	0.0164560492173315	9.624383645759767
BA3053	0.0165057160065807	9.230881077675274
BA2647	0.0165366375882747	12.037985607022758
BA3448	0.01655538279583	9.846505260954372
BA2636	0.01655538279583	9.053248067937105
BA3009	0.016557572406969	10.122915594563851
BA2022	0.0166194155703568	10.982335116201115
BA2124	0.0166359711667732	8.591976551839926
BA3400	0.0166525267631897	7.220828989759605
BA3108	0.0166668927484671	12.663567409595084
BA3068	0.0168302591014925	2.8227653281861307
BA2344	0.0169108474724357	5.428014743825342
BA2450	0.0170079914397953	11.68808883554717
BA2540	0.0170223574250728	11.51378534338016
BA3164	0.0170885798107385	12.924937078341271
BA2824	0.0170885798107385	19.384867700153134
BA2087	0.0171051354071549	14.601526983731487
BA2850	0.0172000897633756	8.80121627499627
BA3380	0.0172022793745146	9.79825700473177
BA2474	0.017216645359792	9.745074070855631
BA2156	0.017247566941486	9.262239071661751
BA2492	0.0172828677454578	15.079483466122642
BA2133	0.0173203581605685	8.10824388184725
BA2294	0.0173800117128174	14.252684250026164
BA2866	0.0173843909350953	9.840034863491558
BA2861	0.0173965673092338	11.767533327844465
BA2792	0.0174915216654545	7.945944528823951
BA2088	0.0175080772618709	4.571627996343174
BA2135	0.0175102668730099	10.12687274165399
BA2646	0.0175268224694263	15.8787561690701
BA3001	0.0175577440511202	10.161007864893326
BA3190	0.0175599336622592	6.045156091339129
BA2308	0.0177807639563944	12.248140182733364
BA2924	0.0178657315496155	10.016940539544546
BA2701	0.0178966531313094	10.396751072738455
BA2081	0.0179463199205587	11.492191287247948
BA2065	0.0180103526950855	10.41259137029753
BA2712	0.0180765750807512	12.342861176182456
BA3158	0.0180931306771676	16.280566949590696
BA3438	0.0181262418700005	101.34982622441784
BA2552	0.0181571634516944	9.946257856738274
BA2786	0.0182421310449155	34.32666456485344
BA2386	0.0182874186118869	9.54208114831771
BA2413	0.0182995949860254	10.659305746195134
BA3300	0.018398928564524	15.045410908059058
BA3293	0.018427660535079	12.117095622880218
BA2776	0.0184298501462179	21.74182464406332
BA3197	0.0185104385171611	12.258785539076085
BA3145	0.0185291837247165	16.303902147853115
BA3310	0.0185291837247165	12.644385149557817
BA3141	0.0185291837247165	10.05000388770846
BA2055	0.0186053928733818	0.4425617081459523
BA2480	0.0186406936773536	9.982956753840812
BA3413	0.0187069160630193	6.890379648790848
BA2363	0.0187543932411296	4.696402482293951
BA2442	0.0188537268196282	16.352236655937023
BA3178	0.0188702824160447	17.907785811840064
BA3408	0.018917759594155	8.876684887162948
BA3109	0.0189530603981268	17.41321127646101
BA3004	0.0189718056056822	28.799746667292244
BA3085	0.0189961583539592	13.389744078079318
BA2201	0.0191307927364296	11.551350422887088
BA2923	0.0191451587217071	22.168747676711355
BA2109	0.019291969478316	9.560472490372206
BA2928	0.0193250806711489	19.84942057597427
BA2577	0.0193372570452874	8.01856892654027
BA2163	0.0193560022528428	14.329210049306177
BA2501	0.0193725578492592	14.294526847652293
BA2588	0.019407858653231	10.50242819085216
BA3217	0.019434401012647	10.36389883742553
BA3449	0.019436590623786	5.444473132561832
BA2233	0.0195127997724513	10.665156578641655
BA3315	0.0195149893835902	19.5577639128795
BA3176	0.0196143229620888	13.238443612353368
BA2455	0.0196286889473663	12.246121972177686
BA3335	0.0196783557366156	6.081213948273729
BA3174	0.0196783557366156	15.998944736587706
BA2887	0.0196905321107541	19.44758089664276
BA2507	0.0197092773183095	20.32818796802433
BA2300	0.0197136565405874	43.697145219716205
BA2286	0.0198042316745302	10.43500776692435
BA2224	0.0198251664932245	16.84275651668578
BA2316	0.0198704540601959	10.609886499446748
BA2325	0.0199201208494452	13.172790173883522
BA2360	0.0199366764458616	11.529329903334627
BA2496	0.019953232042278	10.554755837729806
BA2236	0.0201165983953034	11.710355137900692
BA2814	0.0201309643805809	18.89279871645271
BA3374	0.0201331539917198	16.39135849830603
BA3269	0.0201806311698301	10.510314193698424
BA2789	0.0202115527515241	12.15296987969034
BA2374	0.0202799647483287	14.644488919473918
BA3180	0.0203065071077447	15.711748087820135
BA3376	0.0203252523153001	12.671635221878171
BA2867	0.020358363508133	14.282888900141486
BA3329	0.0204576970866315	3.137668280496351
BA2440	0.0204886186683255	7.627689178834342
BA2143	0.0205029846536029	7.0025989574377885
BA2563	0.0205648278169908	17.09980873057497
BA2727	0.0205791938022682	12.282734059682404
BA2505	0.0205857626356851	11.938970174667231
BA2488	0.0206807169919058	10.823149189354096
BA2951	0.0208087825409593	6.295131453803265
BA2592	0.0208728153154861	5.616510835589373
BA3206	0.0209224821047354	17.071607006604186
BA2051	0.0209268613270132	10.511669162830255
BA2583	0.0209721488939846	7.237888011403356
BA2082	0.0210880380688996	6.753891254870901
BA2369	0.0211895612585372	11.311678349308684
BA2594	0.0211995480215368	11.10506538371518
BA3169	0.0212348488255086	13.575954329490312
BA2171	0.0213276135705903	12.808219940150677
BA3203	0.0213629143745621	5.29727158181183
BA2748	0.0214247575379499	7.524865940501618
BA3322	0.0214556791196438	13.443671689832012
BA3325	0.0214887903124767	7.989746541997922
BA2304	0.0215406467128649	11.925938141545572
BA2221	0.0217327450364452	10.09014872547281
BA2830	0.0217802222145556	15.495815362518988
BA3067	0.021796777810972	7.477507842045286
BA2526	0.021796777810972	8.89758865268975
BA2546	0.0218133334073884	13.595112901930142
BA2600	0.0218630001966377	13.37792924792148
BA2926	0.0218795557930541	10.743845259998348
BA2025	0.0219148565970259	20.959384514847557
BA2034	0.0219667129974142	14.57752442768244
BA2036	0.0220219873273852	9.584737243464286
BA2421	0.0220903993241898	18.1871341981308
BA3232	0.0221378765023002	12.03733734795674
BA2909	0.0222019092768269	21.28307619685946
BA3384	0.0223321644370194	15.617808032442866
BA3202	0.0224127528079626	5.497923512167238
BA2402	0.0225904851462654	12.126111168904568
BA2217	0.0226048511315429	19.063932079304085
BA2935	0.0227682174845683	7.394665940831653
BA2709	0.022832250259095	6.696363941242483
BA2846	0.0228653614519279	10.988582562913264
BA2534	0.0229603158081486	13.23249485183546
BA2705	0.0229790610157039	18.948453715406547
BA2031	0.0230474730125086	12.937146078398
BA2995	0.0230618389977861	4.331566713083609
BA2937	0.0232517477102275	10.41670843786829
BA2406	0.0232561269325053	21.824008064903303
BA2528	0.023353270899865	14.094416620293064
BA3089	0.0233676368851425	13.369477606821404
BA3118	0.0234647808525021	12.980929716791342
BA2125	0.0235310032381678	11.843062855263057
BA2657	0.0235453692234453	13.00063877187866
BA2296	0.0236612583983603	15.073110524019182
BA2420	0.0236734347724988	9.881273991804528
BA3318	0.0237187223394702	21.70645504760444
BA2198	0.0238036899326913	12.830357523429388
BA3362	0.0238368011255242	26.370053847898863
BA2047	0.0238842783036345	12.796346075945406
BA3212	0.0239195791076063	1.533101477533387
BA2798	0.0240620106419373	6.16796233879165
BA3339	0.0240929322236312	16.47396662025137
BA3261	0.0241404094017416	7.874026959099574
BA2301	0.0242816126176288	14.756354609280905
BA3114	0.0243412661698777	7.484000664867413
BA3255	0.0243556321551552	13.48014656711618
BA3227	0.0243821745145712	16.442631306296548
BA2722	0.024417475318543	24.099790181227352
BA2631	0.024531174882319	9.71205255816463
BA2720	0.0246117632532622	2.185426328450402
BA2516	0.0246261292385397	19.820079405717934
BA2361	0.0246305084608176	12.494974985156691
BA2347	0.0246558225017898	8.232668571665798
BA2132	0.0246967308464833	12.13857476454282
BA2446	0.0247420184134547	16.38923393734608
BA3332	0.0247795088285655	5.996874259540605
BA2880	0.0248247963955369	17.21895723703193
BA3163	0.0248600971995087	25.03017351883537
BA2040	0.0249550515557293	10.74377770653373
BA2387	0.0250168947191172	12.031568683154743
BA3445	0.0251084311457551	9.80641713971388
BA2634	0.0251471498793097	13.75294994530806
BA3351	0.0252277382502529	14.482525472014578
BA2908	0.0252542806096689	11.384176082640028
BA3208	0.0254363921702496	8.449317435411633
BA2037	0.0256350593272467	13.16194562731469
BA2306	0.0258459028583824	22.02166886091065
BA3353	0.0258746348289374	11.77497091212774
BA3386	0.0259221120070477	8.629433871407384
BA2153	0.0259695891851581	5.859573208439487
BA3071	0.0260380011819627	13.717492169812896
BA2094	0.0262797662947923	17.223595244356925
BA2883	0.0263294330840416	17.49605557304212
BA2251	0.0264553090219562	7.418342926164668
BA2802	0.0265005965889276	13.7844639994957
BA2227	0.0266043093897041	15.90399328444532
BA2769	0.0266043093897041	16.551916032560825
BA3117	0.0267301853276187	11.040391797507985
BA3162	0.0267323749387576	15.05599922250235
BA2837	0.0267964077132844	12.259887411811098
BA3436	0.0268438848913947	11.3924681016756
BA3153	0.0268438848913947	9.002411593419257
BA3077	0.0272512059683886	27.07124271002513
BA2891	0.0273174283540543	13.43681237230813
BA2775	0.027412382710275	11.711041887467228
BA2677	0.02744111468083	12.05004731661908
BA2984	0.0274885918589403	18.53231812242018
BA3395	0.0274929710812182	14.510349831616637
BA2718	0.0274929710812182	11.051239866579367
BA2868	0.0276354026155492	8.498246592343898
BA2737	0.0276563374342435	12.597199827121376
BA2329	0.0277800237610192	12.747749318478466
BA3326	0.027815324564991	19.214826556408106
BA2353	0.0278175141761299	25.32634854963152
BA3199	0.0278484357578238	14.92608693961148
BA3406	0.0278649913542403	14.608055749934817
BA2992	0.0279355929621839	8.392195789514396
BA3416	0.027957756099322	7.555974491214911
BA2426	0.0279830701402942	15.251280060317049
BA3308	0.0280074228885713	16.880213880096004
BA2260	0.0280614689000985	13.944516038817392
BA2828	0.0281089460782088	10.68731749583375
BA3305	0.0281542336451802	14.839231963467498
BA2235	0.0281873448380131	14.803834461607815
BA2245	0.0282017108232905	9.673851668340887
BA2098	0.028358508342899	8.127967125444737
BA2603	0.0283650771763159	11.397329771735064
BA3130	0.0284147439655652	20.249785284403742
BA2579	0.0284975219476473	12.749708158663022
BA2483	0.0285449991257577	17.62476702912814
BA2816	0.0285737310963126	6.089592597622625
BA3312	0.0286752542859501	17.23649711449169
BA2629	0.0286808618266718	11.542687507137597
BA2906	0.0287039862565051	10.929098504304832
BA2116	0.0288408102501144	17.851135269293863
BA3379	0.0288486074019751	17.65471111645163
BA3385	0.028852986624253	17.075588488603678
BA2934	0.0289148297876408	25.31891828736946
BA2415	0.0289810521733065	12.686145993232802
BA3187	0.029111307333499	11.969454180399516
BA2000	0.0291897060933032	9.042644126724811
BA3183	0.0292559284789689	17.12613861958834
BA3411	0.0292868500606629	17.295302289506218
BA2778	0.0292868500606629	13.181899269966712
BA3410	0.0293055952682182	11.007858394409377
BA2425	0.0294027392355779	7.14328452160441
BA2004	0.0294214844431332	26.397456558513632
BA3195	0.0294314712061328	14.14517079880107
BA2249	0.0297029295822125	24.994116407584105
BA2911	0.0297394587046281	13.349804765858044
BA3373	0.0297560143010446	18.14116975871405
BA3079	0.0299712370544581	13.561220777665664
BA3146	0.0300683810218178	16.865910429990215
BA2354	0.030289211315953	15.21181961641133
BA2429	0.0304007212685901	9.864449647062203
BA2477	0.0304547672801173	16.78971955829415
BA2742	0.0306987220040859	12.68893226862999
BA3388	0.0308864411053883	15.929075308057064
BA3119	0.030952663491054	14.797615133989726
BA2760	0.0309879642950258	17.553567475040502
BA2069	0.0310210754878587	12.825323808366926
BA2521	0.0310232650989976	17.371489353225776
BA2101	0.0310476178472747	11.171287645063163
BA2872	0.0310563762918305	11.688317910310488
BA2758	0.0311016638588019	19.773861121216136
BA3230	0.0311491410369122	17.653313023158248
BA2110	0.0312009974373004	9.469838089526323
BA3237	0.0312506642265497	8.573997549765185
BA3417	0.0313621741791868	13.633209358823688
BA2097	0.0313930957608807	15.477626241643684
BA2707	0.0315211613099343	18.692264295981424
BA2409	0.0315399065174897	20.564391019303415
BA2414	0.0316492268589878	22.366772034335035
BA2714	0.0320399923395653	15.504892926829882
BA3367	0.0320918487399535	19.219988732030867
BA3324	0.0321889927073131	45.949117496090686
BA2871	0.0323457902269216	8.812987348879075
BA2801	0.0326725229329723	10.530146547841069
BA3275	0.0327487320816376	19.713170497723915
BA2829	0.0328293204525808	29.491561304585968
BA3126	0.0329430200163569	21.095621061397413
BA2200	0.0329452096274958	21.739746461925463
BA2134	0.033025797998439	10.322625018296296
BA2072	0.0331869747403254	13.935004160509502
BA3010	0.0333503410933508	21.471740218071947
BA2104	0.0333712759120451	15.91701751949816
BA3123	0.0334971518499597	14.51992346144603
BA2011	0.0335611846244865	10.39739286954303
BA2412	0.0336417729954297	19.11636341811321
BA2655	0.0338669825118428	10.2586182221325
BA3397	0.0339310152863696	28.54373368180176
BA2282	0.0339685057014803	12.640070042517063
BA2564	0.0340303488648682	11.738679235924256
BA3435	0.0342202575773095	20.26258462721019
BA2240	0.0343858135414738	19.32417657351549
BA2312	0.0343979899156123	10.485788415717096
BA2821	0.0344498463160006	23.165516623985244
BA2721	0.0345160687016663	34.16834314534894
BA2023	0.0349664877344926	13.595149393206244
BA3002	0.0349708669567705	25.12629902538264
BA2121	0.035127664476379	36.703474433044384
BA3133	0.0352082528473222	16.00619872219687
BA3211	0.0352291876660165	15.72528591301375
BA2160	0.0352391744290161	12.421773259636556
BA3434	0.0353075864258208	22.890637814424327
BA2271	0.0355946391056218	24.75532152963328
BA3099	0.0357149075028147	21.109993558222516
BA3454	0.0357436394733696	20.174219690565906
BA2377	0.0357733327366197	25.451869962604388
BA2054	0.0360063394048935	12.01114379043066
BA3264	0.0360328817643096	17.683387370792627
BA2482	0.036049437360726	16.89560400419463
BA2113	0.0361928301877522	51.876008412786405
BA3049	0.0362890128624166	4.430716514060231
BA2751	0.0363696012333598	9.593469385311394
BA2952	0.0363949152743321	30.07604335783033
BA3043	0.0365164119899688	15.984191711899816
BA3333	0.0365186016011077	16.323724936222863
BA2667	0.036568268390357	11.285420025348888
BA2639	0.0366963339394105	16.38266071657236
BA2659	0.0366985235505495	14.189267606579264
BA3070	0.0367194583692438	10.465161716389543
BA3064	0.0369799686896288	36.39716979221144
BA2809	0.0369877658414894	15.367930725637246
BA2622	0.0370208770343223	19.32730608797746
BA2691	0.0371367662092373	15.562773093796157
BA2971	0.0371864329984866	12.060925433710995
BA2575	0.0373288645328176	7.358869738671234
BA3136	0.03760374083848	25.28204943706113
BA2242	0.0376181068237575	12.892070349862916
BA2914	0.037982329944919	36.44248818126995
BA2162	0.0380232382896124	18.13269371853933
BA2820	0.038238461043026	27.360235836889427
BA2044	0.0383455917733852	14.096762304979828
BA2746	0.0383709058143575	19.387376192440616
BA2620	0.038380892577357	9.633652642299827
BA2175	0.0384327489777453	6.5571459031259325
BA2309	0.0385233241116881	6.105516027157178
BA3427	0.0386932592981303	20.271005239216187
BA2948	0.0388378804436002	20.44236011570864
BA3200	0.0388831680105716	17.42451104402532
BA3221	0.038901913218127	17.577893509000344
BA3181	0.0390587107377355	12.490491499114466
BA2500	0.0392861098652876	36.2502414003366
BA2019	0.0393401558768148	2.9332356620568487
BA3072	0.0394782081888679	13.38888879243739
BA3260	0.0398689736694454	33.91256296084276
BA3242	0.0399164508475557	25.17820616213437
BA2545	0.0400345296336096	23.299635354856832
BA2454	0.0403381379098271	33.955655979183106
BA3142	0.0404474582513252	17.938247138857868
BA3286	0.0409375573104013	21.5242460694196
BA3328	0.0411152896487041	18.787279305128443
BA3394	0.0411605772156755	16.65210809380293
BA2955	0.0412311788236191	8.874882426017695
BA3030	0.0413757999690891	22.967411565815333
BA2234	0.0418305982241933	15.341275288820148
BA2840	0.0420889189334393	2.051846768920507
BA2139	0.042155141319105	13.92488578888143
BA3138	0.0422004288860764	31.214047281570515
BA2930	0.0423659848502407	28.126626507771267
BA2033	0.0425502860219604	9.017506283315631
BA2303	0.0427401947344017	20.101478226699648
BA2663	0.0428870054910106	14.847376379374728
BA2322	0.0429797702360924	20.628699102906985
BA2999	0.0433408424534197	23.778009305672487
BA2623	0.0439655758949661	18.820969773535595
BA3271	0.043998687087799	23.512733894449926
BA2423	0.0442404522006286	11.624923536594178
BA3412	0.0443354065568493	34.0866712567158
BA2787	0.0446665184851778	12.728472466745982
BA2502	0.0446908712334549	17.128406070644864
BA3345	0.044862996031036	14.182750124922588
BA3191	0.0448707931828967	18.385947083731768
BA3296	0.0449701267613952	24.42298407598901
BA3302	0.0452693558153348	24.14214022489124
BA2441	0.0454349117794991	52.264513307692425
BA3083	0.0455320557468587	18.847269775111023
BA3357	0.0456579316847733	10.085830224868022
BA3137	0.0457119776963005	20.055527381967565
BA3189	0.0458544092306315	15.42748654967979
BA2728	0.0460409000134901	24.013406435178577
BA2184	0.046100553565739	21.75453105008697
BA3185	0.0464516390200667	11.524586180180094
BA2972	0.0466128157619531	18.758270429131123
BA2903	0.0467396529925629	14.82707526340658
BA2944	0.0468280385153667	28.923525539851788
BA2885	0.0470719932393352	25.532235533116506
BA2662	0.0473093791298869	18.75992765191653
BA2584	0.0473921571119691	18.9560317280668
BA2539	0.0474296475270798	16.46191526716471
BA3268	0.0475986214208269	14.062029427900756
BA2950	0.0478944325451836	37.92610641122233
BA2239	0.0480081321089597	11.735253151595831
BA3285	0.0486759635063386	18.274108224727968
BA2621	0.0487565518772818	19.520111622843423
BA3152	0.0488040290553921	19.677119496703035
BA3446	0.0493681476519945	13.25626496424816
BA3283	0.0494200040523827	13.244739067854304
BA3390	0.0494531152452156	25.72584899511252
BA3240	0.0495436903791584	21.111783020430856
BA2697	0.0496242787501016	26.565891028134168
BA3186	0.049640834346518	10.604888834730795
BA2882	0.0496639587763513	20.722665017717148
BA2674	0.0497435858545993	18.83712024181316
BA3243	0.0499719462748466	25.364078544915408
BA2400	0.050015044230679	13.01784421280019
BA3094	0.0503605221442851	39.91881978420221
BA2618	0.0506619408093635	11.425784729666956
BA3403	0.0514356746186578	39.58742242132246
BA3290	0.0515009357116284	21.56701398135768
