#Résultats bruts de l'abondance de mutation du gène TP53 selon la feature specificDxAtAcquisition_MDSMPN, normalisée par le gène de ménage TBP.
#Test d'hypothèse de différence significative entre les moyennes des groupes
#p-value = 0.006101 avec le test Mann-Whitney U
 Abundance   TotalKmers  NormalizedExpression specificDxAtAcquisition_MDSMPN
402.172414 7.614978e+09             52.813336                          False
252.620690 8.005594e+09             31.555521                          False
414.137931 1.231039e+10             33.641328                          False
 65.103448 8.230549e+09              7.909976                          False
 37.413793 9.848942e+09              3.798763                          False
152.034483 1.169401e+10             13.001052                          False
 96.068966 6.763000e+09             14.205082                          False
 21.379310 8.420969e+09              2.538818                           True
 52.034483 9.754595e+09              5.334356                          False
413.758621 1.322240e+10             31.292253                          False
389.241379 9.354164e+09             41.611561                          False
205.655172 8.833061e+09             23.282436                          False
 81.275862 8.557810e+09              9.497274                          False
 47.137931 9.221331e+09              5.111836                          False
343.000000 1.102149e+10             31.121018                          False
329.517241 1.285754e+10             25.628321                          False
354.241379 8.908070e+09             39.766345                          False
 23.517241 1.215164e+10              1.935314                          False
465.172414 8.157287e+09             57.025385                          False
132.551724 1.125874e+10             11.773225                          False
 28.862069 7.402556e+09              3.898933                          False
 71.275862 8.167038e+09              8.727260                          False
179.551724 1.072766e+10             16.737261                          False
 40.206897 5.793404e+09              6.940117                          False
 17.103448 7.661637e+09              2.232349                          False
 60.137931 8.738210e+09              6.882180                          False
261.310345 1.071934e+10             24.377463                          False
211.758621 9.495128e+09             22.301818                          False
152.965517 8.403008e+09             18.203661                          False
284.758621 9.745327e+09             29.220016                          False
 59.862069 1.285776e+10              4.655714                          False
116.000000 8.273834e+09             14.020103                          False
 22.068966 4.579619e+09              4.818952                          False
343.965517 7.774889e+09             44.240570                          False
311.931034 7.373008e+09             42.307160                          False
 26.620690 9.835948e+09              2.706469                          False
133.586207 9.101451e+09             14.677463                          False
 41.689655 1.150906e+10              3.622334                          False
 54.517241 7.489154e+09              7.279493                          False
612.965517 1.259415e+10             48.670671                          False
