	SMC1A	IDH1
BA2004	6.77360382440632	5.26566945651455
BA3001	6.7513352539061	6.34691329698472
BA2311	6.90940702790402	5.8717903577196
BA2483	7.24647814947882	7.05570452227078
BA3040	7.139939970706	5.54245080282141
BA2837	5.84112154107977	5.24035827892386
BA2724	5.91045865628191	5.6643875190661
BA2911	6.5181383405608	6.06121727575126
BA2256	7.03474280183588	6.20314139469901
BA2821	7.4333053034535	6.91793209354363
BA2233	6.01292615255046	4.79452735368346
BA2744	6.26474966230624	6.82008128976274
BA2880	6.8090279726606	5.0883096858926
BA2621	6.05776567233175	4.96162900206024
BA3002	7.32309525533159	7.49042755149826
BA2501	6.59468087653905	5.76686556527581
BA2993	5.67695923349879	5.56967790109069
BA2301	6.30510036258626	4.86287652588537
BA2852	4.99811985636614	2.47641329200189
BA2133	5.86977499380276	3.1582319317872
BA2866	6.70639038824238	5.37084951659886
BA2212	6.20964310204874	4.78927104224353
BA2685	6.52531304614774	3.97791568550573
BA2273	6.10105446354612	4.97353447958461
BA2477	7.67359575985668	6.59734342436169
BA2659	6.80239867331755	5.69757983119209
BA2124	6.42718608083043	4.78927104224353
BA2363	6.20613451857404	6.58673582096521
BA2369	5.92353940158255	4.24276500476702
BA2534	6.29503336143835	6.43983576769468
BA2400	7.22867709025789	6.50804753914762
BA2762	6.37975842200095	5.08403773679609
BA2312	6.1419268433851	5.91835525147628
BA2813	6.06929983181706	5.85936501205287
BA2211	7.08297551023298	6.53298741802549
BA2171	7.81249915728454	6.05611661620259
BA2746	7.02911174492955	6.80845562026412
BA2798	6.0072209431505	4.18830550628692
BA2809	6.10621461216555	5.03892605141629
BA2288	5.89603275873882	4.70912069685916
BA2801	6.21976021821158	4.6961161698671
BA3030	7.3370513303313	6.26927993913723
BA2588	6.23885515750168	5.36902005012398
BA2296	6.90226857503049	6.11380852099068
BA2300	7.384595872256	6.53199378857673
BA2903	5.35378122072143	4.16090429067131
BA2473	7.43138197639579	4.30837790148871
BA2545	7.00355473079372	6.06036727608855
BA2840	6.5808607051832	5.51015899119849
BA2528	6.75887216800442	5.79603390583248
BA2646	6.39689952753953	5.43474590254893
BA3407	6.55815560889788	3.81612780124423
BA2240	7.05721925341645	7.58879646153396
BA2926	7.10851364264035	6.29737759041703
BA2272	6.41753927442656	7.51732737025111
BA2306	6.62413100331839	5.95520312741494
BA2765	6.80545390529169	6.76656262392125
BA2904	6.74898905678908	6.22067774239525
BA2883	5.65372634921578	3.93840673561022
BA2726	6.83214250556656	8.89122942781574
BA2234	8.20818067427413	6.97176870633362
BA2022	7.3014086607396	6.70701242644057
BA2228	6.89511146582289	3.49799064045743
BA2037	6.66943948787905	6.27917243235478
BA2184	7.00991256129177	6.13418245991914
BA3009	7.12664090320603	5.36619555084966
BA2842	5.4113491881704	4.61468245344628
BA2442	6.57195133441217	7.79521409988635
BA2882	6.39453514704598	6.1556592421586
BA2758	6.11380852099068	5.82658327453077
BA2705	4.69364567233787	5.31976332499236
BA2663	6.07014345963385	4.59368397646332
BA2570	5.93038956442244	5.17593956338375
BA2764	5.97440821051446	4.81656126290881
BA2209	5.17629556050641	3.07362208775687
BA2989	5.85300580466056	3.71113954261245
BA2855	5.62868512576849	3.55318791593181
BA2261	6.57195133441217	4.47248648313274
BA2721	6.9401836518602	5.89765135115317
BA2930	6.51205995717627	6.7928687930301
BA2728	7.4363086679988	5.97772537420238
BA2715	6.24912819394912	2.69222768564293
BA2469	5.1670870054947	5.04768274106503
BA2269	5.10142924510394	4.44772389189131
BA2098	7.08148396341999	6.97450183109637
BA2778	6.94881589861991	7.01613705435711
BA2951	6.74097656792209	5.24328117345542
BA2163	6.59838838471777	5.11328125236518
BA2379	5.09007782361131	4.17369897600356
BA2817	5.80891216118178	3.22116841470907
BA3153	4.79136581218229	4.27041928872006
BA2820	6.6322579586067	7.11889170682512
BA2723	5.5268548517384	3.55417797609775
BA2704	7.74132890165977	5.97361430412984
BA2088	6.97926113627939	3.90594846339568
BA2116	6.00173500696481	3.45550886376031
BA2584	6.55336509971083	5.72791281354614
BA3079	5.91595003127845	5.57561187049385
BA2417	6.21584775215817	6.31720357778214
BA2361	6.53596454454956	4.20061838096406
BA2450	6.40785243829132	7.08974258985974
BA2492	5.82076176816399	6.50152491798344
BA2552	6.35211013226828	5.03783692041918
BA2472	5.94221717949707	4.06768255183074
BA2994	6.46824522688611	5.68192875741287
BA2047	7.2808607611199	7.53093612416627
BA2101	5.8301135616909	4.13397604746354
BA2082	5.68039540990515	4.30539842621614
BA2879	5.490635893289	4.31740166637701
BA2577	7.70840071464408	6.38217571781426
BA2456	5.6533576160666	5.4921500734543
BA2175	7.09047728148948	4.79347559452987
BA2824	6.70978091072649	7.42202383501609
BA2507	6.45799676814181	4.69788797442376
BA2563	6.5181383405608	6.31632447129761
BA2244	7.09710413510838	6.99175546936536
BA2470	7.08741196449123	4.49704564233128
BA2984	6.7058515766051	4.98548688523347
BA2414	7.27110711454488	6.115497606055
BA2697	6.32590234144832	4.99665147897099
BA2079	6.25044574056375	5.8733548574054
BA2999	6.86346274491745	5.43185845277898
BA2644	6.40877834877257	5.72213373131707
BA2011	5.31976332499236	3.33268141494615
BA2217	6.98756290986723	6.01254264145456
BA2454	6.80239867331755	4.35980493218316
BA2776	7.878761730409	6.83464418679852
BA2218	5.41354619085544	5.90885007986137
BA2135	6.30887529708536	3.53525438523798
BA2914	7.42090370210596	6.58888481686372
BA2500	7.17999658780694	6.13505858445244
BA2830	6.30510036258626	4.69647295762567
BA2406	6.62952631509886	6.52836297577895
BA3108	7.29687122589928	5.43621855884092
BA2924	5.18127720949108	5.90436368867117
BA2303	7.01847365520979	8.27031665707811
BA2160	6.07305710536308	6.00261866586335
BA2038	6.76065503993724	3.20723913331244
BA2602	5.93941599911207	3.27264514939603
BA2964	6.64807496201704	4.15738946871551
BA2898	7.16953610700443	5.92875292821339
BA3003	7.72127626045477	5.7225158734594
BA2111	7.24904224136933	5.82541777312417
BA2827	7.14998539597838	5.56256719374486
BA2912	7.44041046246091	5.17381001168529
BA2437	7.89563066633541	5.57601310486413
BA2283	7.65393092338473	5.93038956442244
BA2057	7.52533179189238	5.50092424285105
BA2633	7.80094268898657	5.57412698420844
BA3034	7.18235291359456	5.77144374108322
BA2607	7.09568366825665	5.81442547259646
BA2761	7.45053981568106	5.71331402808145
BA2795	7.05570452227078	5.86701172235977
BA2182	7.2509128285615	5.75491739673993
BA2152	7.83554388846121	5.98343537244457
BA2381	7.68013043810275	5.73095557356358
BA2931	7.07025966230358	5.57710363902521
BA2040	6.08069063943415	4.35354406259827
BA2590	6.95085389521077	5.57116929470375
BA3195	5.95848988053113	5.02654059802702
BA2516	6.77605663940291	5.99273740349983
BA2353	6.54307132156237	6.57871147435603
BA3036	6.35670315117225	5.5372259675426
BA2971	5.28753823686253	4.859362912485
BA3410	6.06468755944282	4.72146237134338
BA3118	6.34145730932297	5.37928711694374
BA3206	6.62789754750857	6.69750566900229
BA3202	6.87788091401863	4.30578132576709
BA3217	6.6568137663596	6.20920563257666
BA3405	6.45300101587846	6.89968682755392
BA3306	5.43769371500229	4.18905337629139
BA3371	7.05362684769664	4.43026354617328
BA3413	6.67339810625054	6.41603346705047
BA3411	7.20152351501227	6.04775659278267
BA3133	6.87337102503918	6.38171333036269
BA3164	6.73108967735957	8.22445433533228
BA3451	7.07556396699123	7.550843282623
BA3286	7.79956921933088	7.52533179189238
BA3212	7.24390327644845	5.68192875741287
BA3103	6.09471986603717	4.18132017858849
BA3271	7.58177680428358	7.59808663804993
BA3152	7.08148396341999	7.1445927897216
BA3095	6.43289690445385	7.01543819204674
BA3192	6.4243136710677	6.08362235286883
BA3251	7.42721767032965	6.81629782268832
BA3362	7.55300749734541	7.53867754134672
BA3400	5.41572672514552	4.5085935471109
BA3135	5.76218019652153	4.33903266779967
BA3408	5.86940153677441	3.17079334153815
BA3187	6.49954119512004	5.68573255517546
BA3098	6.76002445528346	6.64018393293961
BA3435	6.41227021268222	6.22503632366675
BA3261	6.73801134139373	4.65440830398242
BA3203	5.28574757840294	4.18716058878723
BA3174	5.56667961076671	5.09637288827648
BA3317	6.59256890621003	6.62136909185019
BA3299	6.37404647308394	5.20686512079418
BA3221	6.43542748974206	6.35211013226828
BA3347	6.62466206493959	6.06168577538942
BA3235	6.54553839134552	7.3014086607396
BA3126	6.58028734101557	7.76884228347361
BA3380	5.6154952630376	6.09048118374774
BA3089	6.15791958321841	6.34412105865143
BA3109	5.04621645682115	4.16205900590607
BA3114	6.22545256194412	4.93122023310574
BA3418	5.03714178615516	4.20291883221202
BA3245	5.90312039371181	5.5239080872138
BA3085	6.00173500696481	5.32920195672699
BA3128	5.38767549004293	5.40443670689777
BA3423	6.30326841219344	4.69788797442376
BA3173	6.46136172333021	4.05042304398681
BA3171	6.18251802139279	5.6382097192845
BA3277	5.58646194769947	4.46447835591803
BA3210	5.89521114196018	4.05083600444237
BA3157	6.79931174111644	5.29839304298236
BA3433	4.99665147897099	3.74759218302818
BA3322	6.67339810625054	5.29307989811682
BA3374	7.11145591609312	6.57871147435603
BA3450	6.3688389446517	4.14520169098392
BA3167	5.89646386290191	5.24611528011748
BA3269	5.3588856376779	4.89092474484563
BA3110	5.68268021308212	5.57820476090366
BA3156	6.17423728477739	3.93670563044514
BA3226	6.94819581980106	6.06298925282901
BA3421	6.17121351437265	5.96666513140334
BA3232	7.52082148621471	7.46997411625783
BA3289	5.3034642652041	4.75027858706246
BA3430	6.50200644713267	4.69506440431895
BA3145	4.76145184642672	6.67231936736834
BA3399	5.22996636193318	4.01681712942243
BA3449	6.76359470107912	5.38186716708803
BA3384	7.66613976188412	7.22625304922136
BA3427	6.23442968340786	5.37014622702408
BA3163	7.42090370210596	7.16876088952225
BA3158	6.63707820351379	5.34691482072856
BA3436	6.92303478434711	6.55336509971083
BA3154	5.94059984274879	4.57869564199945
BA3162	5.60693430911561	5.29986206219824
BA3352	5.77182174756257	5.41245018586405
BA3084	7.33978574457582	7.0168789681798
BA3149	5.52840068494334	3.77745737706284
BA3169	5.98263491560423	6.88492067829042
BA3180	5.43621855884092	5.06562997256811
BA3255	6.37732984108365	7.59101188148724
BA3438	6.62086223855277	6.96490245805844
BA3345	6.20740227072508	5.1308809152012
BA3403	6.49699294257919	6.58888481686372
BA3431	5.16389532747044	5.06846235610609
BA3181	6.57305438035027	6.18251802139279
BA3341	5.54913879758469	4.26401053300844
BA3191	6.41465436154636	7.03335772337666
BA3197	7.04344633578654	6.65069612456278
BA3448	7.31301236291507	6.11039522609915
BA3453	6.655181196516	4.29566916323682
BA3406	5.91282831503143	6.78802478417111
BA3308	6.22945844028102	5.38841032189554
BA3186	6.49699294257919	5.59508122551735
BA3334	6.31068973576453	5.57412698420844
BA3447	5.80891216118178	4.84704413896278
BA3116	6.15397098768236	4.66681816964876
BA3280	5.61064071002875	4.55238107332514
BA3185	5.22210266268897	5.04694903743101
BA3094	6.2787278602742	5.38984631837511
BA3318	6.15101372135618	4.06925036801479
BA3216	5.77965565034493	5.32485345914141
BA3332	7.21134659078952	4.59403374647175
BA3214	4.40728719351658	5.05963791860408
BA3099	7.12738803665014	8.19411260375688
BA3141	7.04775148018528	7.05213628356552
BA3373	6.76656262392125	5.9527582231115
BA3319	6.4930085337883	7.31758513982701
BA3328	6.82673548944024	6.1281715906941
BA3339	6.66119005251722	5.13729178336945
BA3240	6.60634523087502	6.14975362813735
BA3142	5.28293318880112	5.68535357501915
BA3333	5.70032456019922	4.93997522367398
BA3381	7.12040364606583	5.92676397459841
BA3290	6.31720357778214	5.51241676925768
BA3207	6.31022816211408	7.40108920011618
BA3296	6.48560018665895	6.14235074085009
BA3305	5.79404160330192	6.63537899034447
BA3434	6.92898560318184	5.42966375134891
BA3189	6.44710159988793	6.19606446047222
BA3264	6.52375465899181	5.72941496772039
BA3329	6.45552187143232	3.66471911557075
BA3417	6.33046496181519	6.30602484819544
BA3367	6.21976021821158	7.20800173217813
BA3225	6.10190214742508	7.56436701911919
BA3183	6.52938873500607	6.31585760088979
BA3222	6.74097656792209	5.45598777768521
BA3139	7.25976697827341	6.87718695252014
BA3397	6.72238123052722	6.86281064555051
BA3311	6.14373648060673	6.8576823032308
BA3422	5.34118303710199	4.32671639588567
BA3228	6.5466649868085	7.08297551023298
BA3213	6.65958088429919	5.72675571340994
BA3270	6.78550767222755	6.41897137635364
BA3415	8.75695672842528	7.06166102601644
BA3324	6.58201675131977	6.60476180009226
BA3194	6.27380663380772	6.51105136156458
BA3335	5.46037170982955	5.39495254612019
BA3199	7.25440312060941	5.73442845067299
BA3326	6.36600938491696	7.94635895319707
BA3285	7.13198010911185	7.26503778677364
BA3297	6.79931174111644	6.59999610931592
BA3227	7.2808607611199	6.39926285688665
BA3394	6.25091484872834	5.98835302463094
BA3412	7.14221254704718	7.46474071975909
BA3293	6.6892157543699	8.19593305491973
BA3250	7.17999658780694	6.9766278154768
BA3177	7.33339060020607	7.22705513643141
BA3315	7.00355473079372	6.21410531502083
BA3182	6.62466206493959	6.6886775034689
BA3260	5.45930289861008	4.21672873374062
BA3369	6.8090279726606	6.66619952778557
BA3078	6.51205995717627	6.76957967246072
BA3386	7.20386734649371	8.12041880838799
BA3445	5.49981147623839	3.60216120874402
BA3452	5.13692147172974	5.47397012091034
BA3176	7.39829394317713	6.39832221441364
BA3258	7.16299526015693	7.09641299880345
BA3295	6.8614500005054	6.95685605328487
