	SF3B1	RUNX1
BA2600	1.0177168916442754	0.3640935596244726
BA2603	3.448005834667688	0.3272220012648815
BA2618	6.639709954517876	0.3955213773456815
BA2619	1.608222981017942	0.2124341005088592
BA2620	7.257136306474398	0.2664975209367325
BA2621	2.302562167266556	0.2111757237127263
BA2622	5.740018604941144	0.5211049111147632
BA2623	3.1361912788673103	0.8038726737497515
BA2629	8.522674344341194	0.3504910996646456
BA2631	3.2329857166970037	0.3227477782362995
BA2634	1.1973282787502224	0.2313716576966895
BA2636	0.6665113492421927	0.3268997601238429
BA2639	1.362958086800756	0.6987008341132465
BA2644	1.159654428614658	0.2322774224899261
BA2645	1.6553232028782536	0.1872305608204482
BA2646	2.292427173098183	0.5537548395255599
BA2649	2.054793558903989	0.6366780707777169
BA2651	0.9328784512660028	0.1664388121516779
BA2653	0.8253166337449686	0.304210238283527
BA2655	7.299985941750644	0.3123562697068878
BA2656	1.3059148202384048	0.2351063827030627
BA2657	3.998831667480205	0.4598208832447635
BA2658	1.8268710853211807	0.1323432279927941
BA2659	2.2619259953681525	0.3517600583229247
BA2660	5.050824973655039	0.2573804486883075
BA2662	1.2953582838747546	0.254162715510198
BA2663	0.7875701277787662	0.1518541155285465
BA2667	3.8148880510202687	0.2439653885157159
BA2670	0.0964147890654343	0.4787332765947135
BA2674	3.0719907515118887	0.5847776439328105
BA2675	5.470604185389457	0.393738690939336
BA2676	2.955025113249121	0.2478024809194902
BA2677	2.3230404214585607	0.2488417419559836
BA2681	3.0673529206032044	0.1560957359755229
BA2682	3.793461043671051	0.2847513258925345
BA2685	1.388581302908514	0.2648671293645711
BA2688	0.6458573099095072	0.1010376832524803
BA2691	7.970834409180971	0.3457070269471681
BA2694	6.238474858619174	0.4328221504716751
BA2695	0.5278184851152868	0.233523053172754
BA2697	1.3509235182574766	0.0883854113088879
BA2701	1.360539490071029	0.1427044063120382
BA2704	5.085740183175416	0.6087831810726083
BA2705	3.501425882081017	0.9599598498105344
BA2707	2.5197496582377994	0.7870109849492218
BA2709	1.3205904920919496	0.2309063298062662
BA2712	1.4752564014835297	0.2277428684882624
BA2714	7.656167967567946	0.4087606478982316
BA2715	0.4659300873907615	0.5407179260858568
BA2718	5.882814926834757	0.2264120593094975
BA2720	1.0380797982424526	0.06199850693479
BA2721	5.548940628416671	0.7256291013940612
BA2722	3.9711216110799374	0.4249924044391167
BA2723	1.877678906239308	0.1535496039363053
BA2724	0.9589716341175236	0.1486408135343405
BA2726	1.6021027613169287	0.1489933819202283
BA2727	3.2411675798066057	0.2456724084252623
BA2728	3.304925770314513	0.3130353858877515
BA2731	1.0221442669866077	0.0822678721671272
BA2733	1.1356592170870456	0.1896873445208171
BA2735	1.176214772642601	0.2898572883111386
BA2737	1.817379873817898	0.3051122360343138
BA2742	1.265688443647633	0.3025082884520792
BA2744	0.6826428444347123	0.1577588875420493
BA2746	2.246847036514953	0.202555877357812
BA2747	2.6896423547909816	0.4742826334446685
BA2748	8.612325169056342	0.1634354112640224
BA2751	2.820195249239303	0.8071463090211424
BA2756	0.9703809793178744	0.192496304084087
BA2758	1.8323795468818664	0.2585140309692019
BA2760	0.5152849513625629	0.2318542233851574
BA2762	2.552687809543795	0.4421250179694788
BA2764	1.509975563432433	0.1638911456373233
BA2765	2.39289134623134	0.2934941442684795
BA2769	1.654345839016698	0.2290155805800641
BA2772	1.1316888526978304	0.2248489260951291
BA2775	5.604863226691362	0.478373757838183
BA2776	2.6182270335041005	0.8772785406547836
BA2778	1.421190336075034	0.3422344058267053
BA2782	1.5311907466458643	0.194310722010821
BA2786	0.7852042741944069	0.1125092427841016
BA2787	1.800247437353734	0.0771819098017011
BA2789	14.008737175363926	0.591763462756144
BA2791	1.7045683684067263	0.4767886715929873
BA2792	3.018878411729552	0.1792834471163342
BA2798	4.100505762437636	0.5461655847380165
BA2801	1.3764703757939605	0.1695310887665811
BA2802	2.5253315131359857	0.2787978911299484
BA2804	0.7555484542008238	0.139407727396832
BA2806	7.745564664145458	0.6373509732992193
BA2808	2.78559806484282	0.3474576813245529
BA2809	2.7334907416277763	0.559960596602449
BA2811	2.552131987877516	0.6528701339657501
BA2812	2.0941482784156835	0.1636321052310726
BA2813	2.8097613443001364	0.5101650932078571
BA2814	2.054095618905114	0.1404256277107412
BA2816	2.1198042413487403	0.3353101795976948
BA2817	1.3376205975782405	0.0122968239201825
BA2820	4.070998956845965	0.556197107899173
BA2821	5.066381821748393	0.6334937133920333
BA2822	2.884351488167197	0.2804174568518855
BA2824	1.0998169310286623	0.8006411697174718
BA2828	3.6181223683550248	0.2819806751023824
BA2829	4.534557564311359	0.728071995753671
BA2830	0.6709554667506056	0.350923088320888
BA2832	3.952292095295011	0.3191597094253302
BA2836	2.445039848180031	0.2379198113207616
BA2837	1.995631670825597	0.303408432360746
BA2839	0.9436462415281752	0.6880338863870606
BA2840	1.1492535974368214	0.3417398377554638
BA2841	1.9139072277193088	0.0872061774022096
BA2842	0.6612899451203657	0.1548283437975207
BA2843	1.6562102715697948	0.0009554517760357
BA2844	3.821757250756895	0.1004672344075486
BA2846	3.3001621146526645	0.6138999934750695
BA2850	1.828463643952976	0.6737604800669292
BA2851	1.6131893978446552	0.4227151357950647
BA2852	0.921993389809632	0.2052239172681841
BA2855	0.0503785843213644	0.2271299869237621
BA2856	0.5300314770969905	0.1331356976459998
BA2858	0.7114815296348503	0.1150097464615107
BA2860	1.2262364264523182	0.1207170295640607
BA2861	2.402131189545346	0.106918279511033
BA2865	2.129704837588824	0.3781820537351896
BA2866	3.013038703143604	0.3976880606962743
BA2867	0.7455546963980773	0.4711109068286485
BA2868	7.515001741124448	0.1482073138054148
BA2870	10.322297744445509	0.5069095606352807
BA2871	3.4221688480142816	0.170088311266681
BA2872	1.6477955843867516	0.1706664186677523
BA2876	0.0957137393726782	0.1042099068954033
BA2879	0.9531210378014084	0.3854677705158275
BA2880	2.6670752758807885	0.1470865539668648
BA2882	2.331904014622404	0.1467127098966962
BA2883	1.041376210613712	0.4525059688827549
BA2885	0.8719233342609193	0.299849769692369
BA2887	2.4644347656172783	0.3361944461565933
BA2889	0.0001248439450686	0.0032607530191513
BA2893	3.066329078603025	0.603367933771291
BA2901	0.0317730501306983	0.1850517608980293
BA2902	3.0100672119655543	0.4305832717631047
BA2903	0.04812813915614	0.0834256581001667
BA2904	4.618916602419935	0.5605771781116354
BA2905	0.9351763781874364	0.2835814840385837
BA2906	4.94215177891217	0.1863712182221971
BA2908	4.5110256667594255	0.3362728008393634
BA2909	2.4489723716243854	0.1964219455250941
BA2910	1.594387139400962	0.4085341383201479
BA2911	9.404135429069326	0.432461270425124
BA2914	3.2489443539667984	0.3282464348132149
BA2915	0.1575190649325371	0.0218014132414214
BA2921	1.641957001069005	0.3518351047618266
BA2922	2.7456192472563985	0.4560426622607161
BA2923	0.7224224439304705	0.2617340184470018
BA2926	6.687000187037824	0.2264094324360189
BA2928	1.9118917963386208	0.1677164032455859
BA2930	5.58017983762684	0.3725037009771825
BA2932	7.813152127137059	0.4272977550754492
BA2934	1.066804732513104	0.1236760212693928
BA2935	1.673007552982645	0.2287418252851064
BA2937	1.0652045403051302	0.2074914069173383
BA2939	2.5373235723920007	0.3058548591742073
BA2944	3.672323777677416	0.6073825472504101
BA2947	2.2556267591819603	0.2272981186082784
BA2948	1.6022588162482645	0.1754806126930556
BA2950	3.3056537960314523	0.5988291453273596
BA2951	3.714504555055268	0.485869735054191
BA2952	7.945331247025262	0.3159037247979155
BA2953	1.0622547637621065	0.2051085762725941
BA2955	1.5735880773272142	0.201015698103048
BA2956	0.6742777678936652	0.1737723118793595
BA2962	4.514064286268231	0.3745486800855535
BA2970	2.1501201984121554	0.1431593851330471
BA2972	1.6972456171563868	0.2478497605073347
BA2976	1.1234965124288914	0.3104939002311873
BA2978	0.6784917224358712	0.260346391573401
BA2981	0.464518225543284	0.3877086824465399
BA2984	1.3895178377819446	0.5524435975243656
BA2986	7.139863348341978	0.2983798773803634
BA2989	0.7722661228884115	0.9012169491049488
BA2992	1.9699573082368111	0.571223400311484
BA2993	3.8777916763607	0.351026574506516
BA2994	1.7558718623644929	0.6987384180225817
BA2995	1.3120625253755585	0.8452907347711253
BA2999	1.5218285152086082	0.7037852261887951
BA3001	3.283498109093232	0.5107964579461929
BA3002	4.609381041663816	0.5907034847133481
BA3004	2.9380858579637814	0.7435197491797316
BA3006	1.748787766814016	0.4441179632734338
BA3008	0.0077259165993786	0.018241639960469
BA3009	5.390947118477055	0.3910410980820776
BA3010	1.3260803715209823	0.316961809524329
BA3011	0.7382217721149416	0.2126042244190821
BA3013	2.0879046289580168	0.3261590134175917
BA3023	0.9683986825238244	0.3120788536500498
BA3025	5.080337428397208	0.1313271882172597
BA3027	3.00421939840729	0.0818994430187669
BA3029	1.7401704021009063	0.2886786546929628
BA3030	3.945677107330818	0.2872690994644802
BA3037	0.4762799165476772	0.2617518776043486
BA3038	5.051456112259189	0.4797717529151157
BA3040	2.834850863947472	0.250690301209829
BA3042	4.309006570653918	0.2158528763498654
BA3043	2.248677657799857	0.1222303123648893
BA3049	1.7313959408230577	0.0703686777679904
BA3051	0.6646889545802217	0.1085347295423158
BA3053	7.861453717262678	0.6412368076275322
BA3064	3.322682981534957	0.6805859040259954
BA3067	3.741009251529377	0.9417137704908728
BA3068	4.13495857796512	0.8598505425084702
BA3070	3.443687359436515	0.1856567080563629
BA3071	6.077216535055907	0.5942806715240825
BA3072	8.213110499816764	0.5661038564642017
BA3075	1.3901999555975253	0.4935394826888351
BA3076	0.0173066249405052	0.0600950815996389
BA3077	2.748373652909503	0.2415930982661468
BA2040	2.375963693373539	0.1631249538399772
BA2160	7.2642666976875745	0.5239516202848741
BA2303	2.840539695356444	0.2287134621672144
BA2353	6.337646980555671	0.6573283798949452
BA2516	6.1525607150623225	0.3524785908331733
BA2590	7.098047545622784	0.7566619284761555
BA2647	3.8849425733059006	0.5735408254668578
BA2891	1.4775576433842594	0.2015933580651004
BA2924	4.889603897989876	0.3927336682223337
BA2971	3.468802501744926	0.4343361209962151
BA3036	6.45483500374836	0.3202146226888125
BA3059	1.0846267987184108	0.1697399103267995
BA3073	2.979660609986603	0.5202851452743436
BA3078	5.116092346503533	0.6240253826415152
BA3079	2.368091955700928	0.200928323370388
BA3083	5.811712840678749	0.3727060463008943
BA3084	2.779812080210334	0.2210528590812508
BA3085	4.24132050223457	0.3890291055292843
BA3087	9.970414668935453	0.3877333703674679
BA3089	5.824776961198015	0.5067222888544671
BA3094	4.087964389823318	0.1895895064274629
BA3095	6.108688157768685	0.5627347176682901
BA3098	3.053186060055868	0.6538684639714663
BA3099	8.625616342847932	0.7342656565816789
BA3103	1.4367437019194949	0.5169322745767089
BA3108	10.156121900000151	0.4771452595381377
BA3109	1.3927302351962607	0.3379797371983408
BA3110	2.5078610552278597	0.2853318446250391
BA3114	2.7530216948668005	0.1698758836630473
BA3116	1.0875424370572109	0.1182353459217621
BA3117	7.193373265148163	0.2689598140438191
BA3118	5.277096192183644	0.3590035962957389
BA3119	12.883161912408516	0.8137080331631155
BA3123	4.803611327801272	0.2201591236153108
BA3124	4.21054428006405	0.2526085938039344
BA3126	2.8246321209328777	0.2332065906338938
BA3128	3.608092487922375	0.530905902687292
BA3130	2.5404865644497363	0.1561343854815054
BA3133	8.316171632292765	0.4017282865003045
BA3135	5.669922987556664	0.5085187774197564
BA3136	7.408721497640738	0.4198186628813677
BA3137	1.6213128686583913	0.4599699555675865
BA3138	2.926481202698819	0.3691902155274642
BA3139	6.8770572259705816	0.9533754592897552
BA3141	4.599395654944109	0.4566407521427342
BA3142	14.0982824377567	0.9205512361539387
BA3145	4.677822210665414	0.3714211515309634
BA3146	3.2749571865861946	0.4855940184757919
BA3149	2.387201305919367	0.5645100707443396
BA3152	4.349984345086304	0.2440815047768036
BA3153	3.0527241982844227	0.1392744072064952
BA3154	4.28942234204808	0.248895410356001
BA3156	3.2278813784839597	0.186899443301741
BA3157	5.383763330246449	0.6363828203000166
BA3158	2.427680769014372	0.3363321980053571
BA3162	0.9929945971919996	0.5376642936690882
BA3163	1.6091564442133084	0.0939197598265622
BA3164	5.868617775283941	0.6014220646542657
BA3167	1.3512052762913591	0.2309347291028571
BA3169	0.8099630790379262	0.1890676749491902
BA3171	5.544770658175454	0.3806407790253697
BA3173	1.7308377241602686	0.3070382406077814
BA3174	2.78049200831482	0.466942613490451
BA3175	3.916354169042656	0.2132253898402153
BA3176	1.398144493560881	0.3915225302347527
BA3177	2.6684240618836683	0.7269216743289351
BA3178	2.2011568745523635	0.109821525551975
BA3180	2.8429799230863977	0.6654326774634189
BA3181	3.4169526216468147	0.2853095046629166
BA3182	6.465568450520892	0.4820291055658831
BA3183	8.637727802183933	0.5205419854700545
BA3185	3.3780862457251213	0.1887930590401242
BA3186	7.658752176405559	0.8556351390761217
BA3187	2.660248828732659	0.3640025341232009
BA3189	7.486407566060087	0.6953837671597553
BA3190	1.344322793828056	0.2063588954909127
BA3191	4.6694024901881175	0.3470211967509229
BA3192	3.5077787205700552	0.5290873589812648
BA3194	8.662644524733851	0.2907391298879882
BA3195	7.4496398989691635	0.6795131680401585
BA3197	10.054760629602765	0.3925798441882347
BA3199	6.719935411125861	0.3683258922645316
BA3200	7.819164366709701	0.5703347124212974
BA3202	2.685428461074084	0.1585607527447382
BA3203	1.0415124745103943	0.2021318292718289
BA3206	3.960770595829513	0.3054029361585556
BA3207	9.902281146739536	0.4022451961946818
BA3208	6.055922803560105	0.3509959283739198
BA3210	1.414333149336776	0.3897197689574871
BA3211	5.250568268044968	0.8167295952417628
BA3212	5.928094555982853	0.462977491620602
BA3213	4.602520007724814	0.623315471859848
BA3214	6.220395204836827	0.2287101010877497
BA3216	5.618746466429752	0.3935287074904569
BA3217	8.902646775270254	0.6674490439459047
BA3219	3.3432382481703	0.140652217771848
BA3221	3.35154335856063	0.1453516313431951
BA3222	4.655330714803816	0.2386519718525283
BA3225	2.93339371005488	0.3437275867685899
BA3226	6.800439759375081	0.6001027365795609
BA3227	6.344520643349284	0.7612033280690397
BA3228	8.08669053299697	0.8434634677888566
BA3229	7.676464217231506	0.9040616726306924
BA3230	2.888449091497991	0.2993677379279945
BA3232	4.301224086517919	0.4090506746754818
BA3234	4.332855018316021	0.4096002524563868
BA3235	1.915317492902447	0.2153840453952324
BA3237	4.639006836764641	0.2731221081648503
BA3240	10.116098999271616	0.6055565355291733
BA3242	3.331326029734452	0.4369142444127037
BA3243	2.9046507866993294	0.3565320994115399
BA3245	3.3602777891825237	0.3474752642131753
BA3249	1.7662823115441877	0.2979370074847912
BA3250	3.933912694393884	0.5288239304614563
BA3251	4.276729172274	0.37682137352656
BA3255	5.48695761692525	0.4513098386747018
BA3258	1.7224400452540294	0.2433264742198979
BA3260	1.0478724751794728	0.1656328874061395
BA3261	4.870043185968817	0.1746876068794424
BA3264	11.23593616992158	0.6322409702114022
BA3266	12.655947589873191	0.6045567316687842
BA3268	9.627225643645808	0.5587744580936236
BA3269	2.378683040839632	0.323176272314291
BA3270	6.257724076633806	0.3947631350254255
BA3271	5.419991651726451	0.6874201291070778
BA3273	1.8203280536965825	0.0560587391122591
BA3275	4.6617186114798645	0.8396910736024769
BA3277	1.1887544877672702	0.5116233861894945
BA3280	2.9610502249776087	0.4990817501709067
BA3283	2.004062218207752	0.2865298286168483
BA3285	5.7232340132082165	0.8977304053375441
BA3286	3.752073025344385	0.3977116929525598
BA3289	0.4495356215814276	0.1404900493991304
BA3290	8.673827288058016	0.3000348646219577
BA3293	9.284535522740304	0.9942868464660988
BA3295	5.400211193073215	0.4842616358580394
BA3296	6.435364320786594	0.1785196250337341
BA3297	11.028395922575465	0.6755713256678774
BA3299	1.7767219872844695	0.3028377512175438
BA3300	4.756270975227372	0.3203211315178937
BA3302	15.037900211520007	0.8089436356807943
BA3305	3.382023148591666	0.3165741663993759
BA3306	4.024635907308313	0.4393434975518654
BA3308	8.715486115863088	0.8613295623116871
BA3310	3.9395821225295418	0.4493223787761471
BA3311	6.11081535565318	0.3836221812068668
BA3312	7.919782610348514	0.2361033181100383
BA3315	6.101530486404784	0.2484026435584517
BA3317	8.061095334546799	0.6423924956872351
BA3318	1.6558276347622718	0.3061830139235205
