	SF3B1	RUNX1
BA3319	0.2441810252409822	0.4062251645760432
BA3322	2.9021558922236363	0.1870056804521788
BA3324	6.968018258236888	0.5041686634752043
BA3325	7.743812142556275	0.3511676830534682
BA3326	1.3067779009490268	0.0946196926437193
BA3328	9.490785619680636	0.5696664315782274
BA3329	4.566633471254719	0.2878748850466966
BA3332	1.507759522582156	0.4309639511858069
BA3333	11.637307978303612	0.7898330470868123
BA3334	0.4513920099875156	0.1840161005601276
BA3335	5.688921840999604	0.6419343830762536
BA3339	3.6418119783279423	0.1616917626721239
BA3341	2.062199914540442	0.3174076243393825
BA3345	2.438859806788409	0.161196937947849
BA3347	1.3679641845379027	0.2043961250789596
BA3351	7.446937293669149	0.2277844883078007
BA3352	0.8842332741807212	0.3304688858969831
BA3353	9.145652997699282	0.4940194295257724
BA3357	5.684862428359192	0.2357294055540615
BA3362	3.3403728135202493	0.2094729196922687
BA3367	3.3419890103874423	0.1949590412461768
BA3369	6.889214099002313	0.5423304068211141
BA3371	1.6825871968808783	0.226349875713049
BA3373	20.23629457544695	0.4774971725331615
BA3374	1.4028629180029226	0.094090365428496
BA3375	5.380317903473276	0.4729430043851663
BA3376	4.92999922447732	0.6235087840431298
BA3379	7.306065575764765	0.3148457090256712
BA3380	4.035790713800198	0.3662717140970948
BA3381	10.188157920747663	0.3995621713674603
BA3384	2.3368678919925	0.3342882991549222
BA3385	6.676575573164484	0.396194121898357
BA3386	6.266920429852454	0.7796296146743463
BA3388	0.8071718968828551	0.2751835808372105
BA3390	3.194429177292088	0.1944113750647645
BA3394	11.355345145608185	0.3032300434910894
BA3395	1.8988592137416536	0.5549256020025314
BA3397	4.166165717031542	0.5455480797470682
BA3399	0.4509431040067151	0.144535490638782
BA3400	2.0476180809311137	0.8669773811457671
BA3403	4.745064163096981	0.2800542556398858
BA3405	2.728556805515639	0.4900832122830341
BA3406	4.186115247232068	0.3555937927988822
BA3407	1.3746311173152923	0.1954447978657259
BA3408	2.693258366140984	0.0988729634042426
BA3410	4.029314095808984	0.3685682495555111
BA3411	6.916556580461999	0.2704176023369389
BA3412	5.771902623243478	0.0899779089099585
BA3413	4.533433885170942	0.23006633904582
BA3415	6.253029412077777	0.7410698910464569
BA3416	6.819673771062664	0.2221459302117749
BA3417	3.8156430299519024	0.1861777521522952
BA3418	0.9401166781474436	0.2631471556305804
BA3421	1.1040734328739503	0.1168253603124548
BA3422	5.258116536728601	0.6446960034484137
BA3423	2.5043194788487595	0.4690401005159862
BA3427	4.516365794279683	0.5007832987527033
BA3430	0.4682961462605361	0.0648879484956471
BA3431	0.4734616975431138	0.2236180365190641
BA3433	3.683575326821984	0.742720604806531
BA3434	7.568311375397076	0.66006781137165
BA3435	4.923777882701434	0.565665550355561
BA3436	4.001661899483137	0.5688667444176033
BA3438	8.543050533666047	0.4422330780237589
BA3445	1.9600419770658173	0.3247887731201874
BA3446	4.630120548157677	0.197880958049616
BA3447	0.913590061752894	0.1034714208120763
BA3448	6.293018319062196	0.3469263687875951
BA3449	3.1305215618114386	0.2999389659404642
BA3450	0.5583604310081339	0.4257168708106206
BA3451	2.763490924103701	0.2801380775486234
BA3452	1.593654346500492	0.4710051611355347
BA3453	2.189872373297081	0.2738419892276626
BA3454	6.356965189676121	1.0195808743846482
