	PTPN11	NF1
BA3406	22.99494518688369	175.00593868924125
BA3407	25.57381689341782	78.37666956178536
BA3408	16.372140642588597	104.22963722764784
BA3410	20.956953686492668	133.7262587530939
BA3411	23.686174665300918	238.25400702034068
BA3412	30.806279236788768	195.68106403756929
BA3413	20.1099448245558	115.6071633334826
BA3415	58.24596658054627	259.60805659132666
BA3416	19.695638462196776	264.47263050967763
BA3417	22.196288192458372	173.8357604806873
BA3418	32.63184933979395	92.26888813182342
BA3421	7.884860177730484	60.49421950990799
BA3422	16.531991048470882	290.0938510194062
BA3423	22.056976272015444	247.16444382180865
BA3427	24.97543818115768	149.39600555491052
BA3430	9.925872127763904	94.55339835609128
BA3431	16.4322603052081	120.84144657847006
BA3433	16.497331140038252	178.90290846691832
BA3434	19.549469421478744	262.8951788966082
BA3435	26.26993630818124	232.53373548105796
BA3436	18.030821688180044	184.67064609509663
BA3438	32.097233187234345	111.05004860202276
BA3445	21.016117689995312	252.05807357118948
BA3446	11.215195744897262	57.86422902407379
BA3447	3.2625258891737285	61.61094005127081
BA3448	20.46619821409374	145.5723603719289
BA3449	27.228714859707505	197.1342114504446
BA3450	26.141088273719884	54.5939820641306
BA3451	19.54939345148004	150.25803532935367
BA3452	20.50716139930494	415.7140845086584
BA3453	14.797701231567332	180.47298431809
BA3454	38.03237898772129	341.75196441638946
