	KRAS	RAD21
BA3390	5.8942267048754005	7.508740181700269
BA3394	8.033118159006722	13.257064235542837
BA3395	3.769186565427852	9.230759413084684
BA3397	4.759826568726875	13.972882617679948
BA3399	6.278301139417368	8.31017472359782
BA3400	19.501331024206024	18.701201180693865
BA3403	8.49933292625693	17.029774756486663
BA3405	5.624198103793235	8.585712970021705
BA3406	5.206971668475203	8.951887951330136
BA3407	4.594359143394704	13.284030838985226
BA3408	8.682353907231443	11.493742382432076
BA3410	5.336359935729547	13.55699891601388
BA3411	4.18334896658688	15.326829590272888
BA3412	4.603360873193132	12.11450595958844
BA3413	3.276697919196609	8.133335175416214
BA3415	7.341235630068831	33.37302607094277
BA3416	2.9388501552809694	7.477042731879358
BA3417	5.202706457426862	11.13439037268027
BA3418	7.988219236730867	14.020175021182078
BA3421	3.598886171372159	4.9927405123982815
BA3422	6.756364609592079	12.324814882269038
BA3423	5.94736229936981	12.741305690841056
BA3427	7.427216422534402	14.515533344953267
BA3430	1.9432698018229484	5.528116711370857
BA3431	4.571186102498228	8.198798717831432
BA3433	9.418955023961924	11.35149793038407
BA3434	5.307277294285972	13.904412976654964
BA3435	4.544835648514731	16.456359216436212
BA3436	3.3148311019687493	7.797618267259763
BA3438	4.415185073931623	18.315792162585456
BA3445	5.371888209944228	12.697141655262
BA3446	4.274369803895466	10.679565414453585
BA3447	0.9133425859942574	3.879630029418274
BA3448	4.072852280864554	10.14220315510333
BA3449	7.284469621586869	19.58586180915845
BA3450	12.601859619236812	14.25697414572637
BA3451	7.728148285995978	10.80012308548918
BA3452	7.37975442395452	13.73361910891137
BA3453	8.72789477373948	8.072918830961996
BA3454	9.607669797555328	18.69279832715517
