	PTPN11	NRAS
BA3400	20.49932304808881	20.57405701514241
BA3403	40.07256786518545	8.646476315345657
BA3405	18.77385346724309	5.47809386344928
BA3406	22.99494518688369	6.043252528284121
BA3407	25.57381689341782	15.4835474476744
BA3408	16.372140642588597	4.912950895430019
BA3410	20.956953686492668	8.840417219687092
BA3411	23.686174665300918	6.705633535854831
BA3412	30.806279236788768	12.142190977600986
BA3413	20.1099448245558	6.008969504223689
BA3415	58.24596658054627	12.115116393939685
BA3416	19.695638462196776	7.867724644372972
BA3417	22.196288192458372	8.509996078078553
BA3418	32.63184933979395	12.343830242329132
BA3421	7.884860177730484	3.168433023436222
BA3422	16.531991048470882	18.173598552618824
BA3423	22.056976272015444	13.745762736552717
BA3427	24.97543818115768	8.073314731993818
BA3430	9.925872127763904	5.917204912877103
BA3431	16.4322603052081	7.363139704033914
BA3433	16.497331140038252	12.089748631817251
BA3434	19.549469421478744	7.222638519015791
BA3435	26.26993630818124	6.94535406077345
BA3436	18.030821688180044	4.615333195782467
BA3438	32.097233187234345	6.824296625978215
BA3445	21.016117689995312	12.074907605420004
BA3446	11.215195744897262	9.72879525399942
BA3447	3.2625258891737285	1.558376402101474
BA3448	20.46619821409374	4.596813366256176
BA3449	27.228714859707505	8.485986858644898
BA3450	26.141088273719884	14.954090632256172
BA3451	19.54939345148004	7.710340309671539
BA3452	20.50716139930494	7.508107568643977
BA3453	14.797701231567332	11.655016680272896
BA3454	38.03237898772129	12.993324189060337
