	PTPN11	NRAS
BA2139	11.507169535521824	3.987310125081623
BA2143	20.26836326082831	11.295737558973652
BA2148	15.675843108585529	7.237628309278444
BA2153	24.095696669288905	7.725737990865466
BA2155	13.399294045807633	4.1905827771309205
BA2156	16.931888260327074	4.879492323703967
BA2162	23.524442921627767	4.131192099621418
BA2163	32.49912164853597	7.40084545361058
BA2168	13.863873737481438	5.304324475960764
BA2169	30.814991909118284	8.809693564752845
BA2171	23.18947927011344	7.35983570213583
BA2172	16.795517788395873	7.799454036850744
BA2174	23.163838646228943	5.846511858146845
BA2175	22.39949600661436	12.59926604192168
BA2184	39.81395373361203	14.021418300866742
BA2195	14.438988301694582	8.728201249493587
BA2198	24.498350035075635	6.621456516309619
BA2200	27.20417627027473	7.825270796632329
BA2201	10.05949923649511	3.210905042782101
BA2209	22.20851929911572	13.608094661958637
BA2211	21.02631899069189	6.499249306980105
BA2212	16.10636029935567	8.737816618242173
BA2217	17.405562540348775	5.215639002629361
BA2218	6.878393864241168	9.040140075502665
BA2220	20.14637088171025	6.568462036017965
BA2221	13.92990006687362	6.168651920425615
BA2224	15.825637213283208	5.262801542565956
BA2226	35.989485894319195	13.813418165213225
BA2227	20.910382367639677	14.655231252770625
BA2228	31.927487025931413	13.848825906875648
BA2229	23.056486557637434	10.823771025224463
BA2233	11.761458404505191	8.992461331969217
BA2234	24.054342043995	7.927532448144326
BA2235	17.067020253453286	5.807526607623976
BA2236	17.314869257465272	5.421816667461279
BA2239	12.77104820432132	3.623346886499976
BA2240	33.17334597209446	12.666749870098409
BA2242	15.237455455980948	6.392837846825661
BA2244	16.925820528737685	5.764306175984613
BA2245	27.47398546311995	6.29602671469508
BA2248	18.155268511562515	6.139345604158139
BA2249	19.97463299408348	8.565036261731409
BA2251	24.14242187116462	9.824081940256818
BA2256	21.401582298666927	9.382877083579444
BA2260	15.232493343082629	5.080990281668714
BA2261	13.631458148123675	4.797652161882078
BA2269	7.328556613973234	3.8558379466002592
BA2271	23.98460277768552	12.214789116709204
BA2272	13.50913898194892	5.075306755798043
BA2273	21.07546663553913	7.741660973665951
BA2275	31.218741695811683	9.36840960870265
BA2276	9.934136281708742	5.21724058926059
BA2277	29.221652377436328	8.740148523778734
BA2280	36.38874163228378	14.318248858664116
BA2281	24.831129720843258	7.249787793480649
BA2282	10.789451974244848	3.9354517472565504
BA2286	19.38545941760825	7.059774929748949
BA2288	12.094613771990195	5.030989192075231
BA2292	17.152450737298953	11.60869444588134
BA2294	18.795163976802144	5.909367305235669
BA2296	22.58795543731145	7.903710370609955
BA2300	43.71814488147894	9.118918702903615
BA2301	17.314482693030055	10.608034425539255
BA2302	15.142153148377648	8.506829643624565
BA2304	12.000004837689753	3.867613301263115
BA2306	21.901854935746787	8.171764479984272
BA2308	20.691473643918133	6.25244413003803
BA2309	15.600943225492763	5.340910135111962
BA2311	16.07649015451271	5.303064363651437
BA2312	14.384739574554802	4.504811534567072
BA2316	11.94031516572484	3.980454039341224
BA2322	19.00203463588738	11.139315392217648
BA2325	13.13339354976582	6.662575697948401
BA2329	14.170386468930648	3.680005567553983
BA2334	12.738862324221753	5.594381798618988
BA2339	10.111131706915842	12.149194506134686
BA2344	17.66258635942158	3.796331221454245
BA2347	10.673249895339008	6.099881569035103
BA2348	6.14653811673649	4.830109248163483
BA2350	9.248559385393913	6.296603883376644
BA2354	27.095243432620222	7.369975374515866
BA2355	28.38735945750639	17.61423414703916
BA2357	12.19949693229595	4.593511698633455
BA2360	17.5735034231662	4.667607518740139
BA2361	15.736424512490592	8.444729251070648
BA2363	7.3033212222808	1.6533242062313365
BA2369	17.51039441139099	11.716427856399315
BA2374	22.40617777937685	8.90851954300139
BA2375	20.87206313122356	7.273261731939739
BA2376	14.73696075905255	4.743354931372759
BA2377	56.988741119585946	28.34113352214924
BA2379	14.2605358780457	11.42833948400689
BA2385	15.9001120635316	8.467507384741557
BA2386	18.71535873465833	8.51453741814126
BA2387	18.12250880428911	6.104785433248432
BA2394	24.469601260335928	7.782469280669589
BA2399	16.904555001239643	7.305345578102778
BA2400	33.63200594550555	10.792542274348248
BA2402	21.70324629391715	6.539774219391059
BA2405	9.100792336674967	4.2085783786362825
BA2406	17.82816007822995	6.187537522321613
BA2409	16.29375622363415	4.23851063470181
BA2410	23.596659384354837	15.783475205843052
BA2412	12.137813809796492	1.821471695037475
BA2413	21.05224232672534	7.186157530211142
BA2414	23.349309244236707	7.19776843499985
BA2415	8.984070955203252	4.410196232178046
BA2417	12.270477073849374	8.310107650022767
BA2418	10.111819360859618	4.558479498388771
BA2420	17.04322984051619	3.2908094863614687
BA2421	17.112086130843036	9.876949670328226
BA2423	14.830693302761253	12.01254110805784
BA2425	26.81439645289756	5.349058291782689
BA2426	14.6887218048444	11.943840560288384
BA2427	13.203350202140005	9.648382190778756
BA2429	13.885097753812143	4.13021983655467
BA2440	29.80936471999719	13.846950790370837
BA2441	41.50471871701896	13.52081720654136
BA2442	21.30032633561693	6.131416527699035
BA2446	17.23831681496286	5.154975512648711
BA2449	27.270894277896847	14.358495504230818
BA2450	17.891294519534323	6.755089743124651
BA2452	25.78173682741561	7.104364218344255
BA2454	35.41917436013228	7.167375452938487
BA2455	12.375452361398644	6.319838521599662
BA2456	14.09237807271488	9.966741377451772
BA2459	13.594127000583486	5.197367691181537
BA2461	17.820350143922077	6.292183057089055
BA2463	8.57460656098495	11.631023555962196
BA2464	18.745323554263607	5.935835116649162
BA2469	16.132452295663036	2.479480266681983
BA2470	18.268118383788824	6.448783657596495
BA2472	12.66426899861456	7.120260874062128
BA2473	17.639401643995793	12.277759772398396
BA2474	12.088986615383838	3.823153580497314
BA2477	27.90380716097536	6.51083536484499
BA2479	9.06853194700168	5.792237648719655
BA2480	15.24397502944484	6.858662562901649
BA2481	7.960993949896547	1.9500316304262175
BA2482	19.0233231637945	5.181744149271933
BA2483	23.22264853955544	7.184584369918605
BA2485	17.055978788879546	4.537059321425513
BA2488	18.77808934875976	5.972482184896508
BA2489	14.508873336495364	8.45932371696038
BA2492	23.63457575454264	11.011238607856054
BA2494	27.91420931790605	13.56497751601759
BA2496	11.399676017741184	3.251993926259015
BA2497	15.612483715841416	3.623411757324423
BA2499	21.457586308448946	6.496710153030407
BA2500	23.138866635530075	9.763715979600224
BA2501	27.833890878616558	8.649289306914952
BA2502	15.548455223976305	5.2998229022741965
BA2505	22.69831014365209	7.444915416346693
BA2507	13.273383072831717	6.560063163100905
BA2510	16.669318455579262	10.150973193326688
BA2511	7.663551368635486	3.9818622753483313
BA2512	18.55404802224241	8.058259924383538
BA2514	14.1127716506682	12.627821982473929
BA2515	13.656362083325709	6.607609594187041
BA2520	10.18459988094212	9.071639637678906
BA2521	22.854875728416364	6.141260525965011
BA2523	17.466454904239125	5.162453513142667
BA2524	15.143161519049126	12.872028314827125
BA2525	10.739344125649188	6.254739812485595
BA2526	16.511510597344866	14.85549398672674
BA2528	14.604392734699395	5.252407883833431
BA2532	27.09788474706269	10.346520288088774
BA2534	26.77316300242771	7.141719967407913
BA2538	19.34789198139	17.002978754520772
BA2539	15.054660968382327	4.632481041525632
BA2540	12.01969277063214	6.126853077248297
BA2541	16.52564398579619	5.469396938866621
BA2545	20.94124669628399	4.877969494423181
BA2546	18.99909180138973	5.56938494821182
BA2552	16.970131640737755	11.166264509094391
BA2559	14.081354688308627	9.72601543910472
BA2561	8.225056123389484	2.790944167871684
BA2563	17.33397336920926	6.027268916462715
BA2564	13.974435996557515	5.04010040811193
BA2567	6.532230302726126	4.194453644098592
BA2570	22.38622147123564	6.338222333389105
BA2575	10.361376185477951	3.4342313240760283
BA2577	20.382387269777333	5.320930156444583
BA2579	18.172941762715816	6.183683530450364
BA2583	25.543482158502837	8.909156715544874
BA2584	21.881435806884262	6.736742397460128
BA2587	21.078892020464146	7.3667683983492385
BA2588	15.34775428213297	5.443474956485896
BA2589	17.98440359990241	12.066823178460044
BA2592	19.84405027987057	12.981756414846256
BA2593	0.8090165245861867	1.4368811392668994
BA2594	21.525920477694164	5.387598573226479
BA2595	13.4174683952318	7.513490392391697
BA2597	19.51682683095491	7.311698497892424
BA2600	12.611281705199705	8.130010990925994
BA2603	19.616353351392544	4.60937930852175
BA2618	21.562852645082295	6.056514465933962
BA2619	16.276085827293198	5.927356078657691
BA2620	23.94293881406372	7.352841243952309
BA2621	14.867078915259968	4.810896405997424
BA2622	17.89404725424126	7.749577219692198
BA2623	32.422525972432204	9.690878446767968
BA2629	12.182439062832351	5.817280579043553
BA2631	17.90739322912705	5.468171902993351
BA2634	18.21284933426878	3.16205195508556
BA2636	18.568704808257376	5.618899244673786
BA2639	21.352582026728825	6.87379493078743
BA2644	13.954630838917565	4.523228072093757
BA2645	21.812898951451057	11.497053146747986
BA2646	24.75015114655788	7.52196821927506
BA2649	23.86929555054728	6.5110349212047325
BA2651	15.009905620802682	5.522235802518263
BA2653	35.09770771441234	6.932954127168356
BA2655	47.73960715416454	21.190639026742865
BA2656	12.23115155921837	5.70152550063354
BA2657	19.747502000537104	5.771640544049528
BA2658	20.77431422918143	7.303343113474377
BA2659	20.045090782808657	4.992308561952519
BA2660	16.149795869705212	3.8659874889590977
BA2662	12.045959777225177	5.360102201734025
BA2663	12.517918211428482	7.115731521785219
BA2667	14.667596859550976	3.956974411640785
BA2670	17.34966639725265	7.118595835174869
BA2674	17.279843318133707	6.620444797362425
BA2675	20.317910549967007	6.034031009097357
BA2676	18.58694648390418	3.107607870682305
BA2677	18.577054779483333	5.575713563735737
BA2681	15.08682239640497	3.5093466744556574
BA2682	19.076647524486	9.325592794633229
BA2685	25.10516765487928	13.332002918372408
BA2688	9.067482526668442	5.5760283623478974
BA2691	26.73737220376769	7.281596974082845
BA2694	9.024019039461352	6.601392966663166
BA2695	11.2404092343823	10.519060586894415
BA2697	6.301040978737351	2.2000516165580417
BA2701	10.946437653909962	4.662172822324519
BA2704	16.147071205521367	5.677016775445185
BA2705	28.16912357988325	21.23427526720895
BA2707	28.354258823419137	12.951402717215212
BA2709	11.834087074751764	6.713173071854309
BA2712	16.42029670010793	5.212656383925112
BA2714	18.259052411644547	7.494660102644128
BA2715	20.1361962674606	8.77742188674404
BA2718	23.29369020548985	6.751867338425482
BA2720	12.589995425491171	7.477439803137484
BA2721	12.82643796424119	9.111501966856752
BA2722	36.40377693251484	8.724155367047782
BA2723	30.19932116231609	11.63023019170407
BA2724	12.29033845001848	7.840445107908545
BA2726	13.818725538291096	5.735579713442043
BA2727	24.61424804261353	4.365000646706227
BA2728	21.026768820896308	6.036499207879079
BA2731	10.348587303927951	4.956162727983662
BA2733	8.96480318961342	7.353394433761991
BA2735	12.472768491152266	3.8197767958434254
BA2737	12.376501451202138	7.925859033620257
BA2742	18.999517616112165	6.987221703079376
BA2744	3.972428680531728	1.8895223664126053
BA2746	16.354079014101362	7.330916641316313
BA2747	13.21286567892482	5.3158284215227845
BA2748	24.58902716946228	8.139410104512923
BA2751	13.92309366783434	4.017743583694481
BA2756	11.95978241621635	6.746952638324869
BA2758	9.074373932385482	4.802055360057014
BA2760	27.842394785774225	10.040971439029938
BA2762	15.494298472230904	8.641861122645114
BA2764	10.123036663951495	4.423166990932352
BA2765	17.255788926560026	5.288734857660687
BA2769	14.114069903809089	8.013547410518223
BA2772	9.214550366533244	6.050637343549377
BA2775	18.18390614086486	5.069130121130372
BA2776	21.07864268018424	8.05472617237573
BA2778	11.051841624231852	7.637662465316218
BA2782	14.017978111035076	5.098815842788575
BA2786	18.56146342152403	8.415938454538999
BA2787	5.728153752635701	2.2193393219280133
BA2789	23.09779193452756	8.636023549822143
BA2791	20.34342406980938	7.741178501764106
BA2792	11.65470263502648	4.551570630344417
BA2798	16.931625688947495	16.816381449757476
BA2801	7.134981041288424	5.517200535623427
BA2802	21.039563120997773	7.088526556047891
BA2804	11.705154389579103	4.078754304065843
BA2806	20.0582471817414	9.513322124678869
BA2808	24.08299046294555	7.263683515204514
BA2809	25.421071006514072	7.24147291945887
BA2811	22.694716050439283	7.070350225119517
BA2812	11.366252530998253	3.1678574196547364
BA2813	13.26185634034608	6.867976503649437
BA2814	11.078194670442564	4.355118338847606
BA2816	14.79225518895096	6.065623327282163
BA2817	19.255577896687427	8.966257475878034
BA2820	17.60046886126625	10.129095373627926
BA2821	41.38697743446033	9.91932746976686
BA2822	27.94999463915676	7.731515903978233
BA2824	15.698469004065108	6.310885839083982
BA2828	16.62048013308828	7.488565300362087
BA2829	23.16697090575833	9.36678347562548
BA2830	10.54731633196385	9.641558139974746
BA2832	21.6788491811367	5.910862256778355
BA2836	12.468306580047503	10.880632567658289
BA2837	22.898407857056828	9.303846484342278
BA2839	31.642496415707715	14.447366463317476
BA2840	20.531917229600012	12.9890063658348
BA2841	17.333596721579227	14.920340504832764
BA2842	9.895489999364507	5.618212847317316
BA2843	10.858547637453205	10.861403037264049
BA2844	17.590131498344554	9.577489786501244
BA2846	18.50294150486064	7.396085179139685
BA2850	13.43052749037221	7.478228744064123
BA2851	25.04537941152953	10.53628057560122
BA2852	9.456579436181348	6.446840796175184
BA2855	17.107630110616615	9.005710318890628
BA2856	12.066697755388164	3.7253524305821775
BA2858	12.633864070958204	6.240550615962576
BA2860	14.530015277964637	4.073930585781352
BA2861	17.408068930780058	3.859774992858181
BA2865	16.238963350670986	4.841331190074856
BA2866	21.19259899057649	6.525918957798433
BA2867	17.232068759781303	11.804541541897262
BA2868	23.494536189676637	8.234759724452115
BA2870	23.69065911934278	8.617979239843704
BA2871	23.15316795763132	9.699320563414837
BA2872	18.935171480130546	5.400992864023292
BA2876	13.157898270250502	7.405359621995483
BA2879	15.50509527096519	10.283059619460772
BA2880	19.49215324075317	5.781449591374675
BA2882	16.603411924717445	5.16195219286407
BA2883	28.20025393371597	10.635094429933371
BA2885	20.57041289985666	8.529560296047924
BA2887	27.307116773219036	7.685740513804617
BA2889	0.0893690876800253	0.0135692782404742
BA2893	12.4974117886675	3.851752199071992
BA2901	8.975530107617864	4.583189739568179
BA2902	9.87114034234456	10.07164782522177
BA2903	5.87011599834422	4.244777417545605
BA2904	20.70134617274038	6.789738908991834
BA2905	22.33801212442174	8.339195521927117
BA2906	21.176416117737062	6.169201797449964
BA2908	23.172251086718955	6.442767618838151
BA2909	11.488674564864946	3.261882774806027
BA2910	26.26349101086416	10.510370108811154
BA2911	20.84783277632227	8.013297504789035
BA2914	15.0156201416248	5.073157530546257
BA2915	2.41314672352659	3.60830817852681
BA2921	17.458656163590284	5.387517108967468
BA2922	19.573904682697663	4.732165252572826
BA2923	9.394341271819846	4.118521207039701
BA2926	19.129719312731364	4.31474321881863
BA2928	17.191069360684157	4.851234415950231
BA2930	14.85937609513198	6.039991130066368
BA2932	19.46477251954371	6.117086266839964
BA2934	9.73098986675119	4.95306341203095
BA2935	9.880445356341776	5.681273121008684
BA2937	17.877732513150956	4.822767525712362
BA2939	9.710666289915626	7.316767425306303
BA2944	37.64703403612323	13.171305358374154
BA2947	12.357448642886093	6.287702747922064
BA2948	20.4879431817709	11.507667665590594
BA2950	24.919157088502157	13.44390054926216
BA2951	18.133444760407368	2.820169602008459
BA2952	29.64411745650464	8.37478687157995
BA2953	7.163653271429381	4.091123903375138
BA2955	11.13542937935626	3.004235051792003
BA2956	8.523238456781499	6.290871235995807
BA2962	24.054892956713843	7.648383536569572
BA2970	15.990249149514993	8.768121816957889
BA2972	17.627225547010358	10.629632088944046
BA2976	17.773117510802155	5.811563870486877
BA2978	14.603788957143514	6.906986151702116
BA2981	18.564359098703868	12.088708199007163
BA2984	14.452361922559325	5.952599271998055
BA2986	21.66198824056716	6.015145644922761
BA2989	24.180054210900927	12.40066861542853
BA2992	23.9380562024542	10.128677544286331
BA2993	13.846655480060836	5.000211614265577
BA2994	16.36308890783346	9.912288804454908
BA2995	14.331090419338244	11.105876464807029
BA2999	20.07089751224206	6.624684574930474
BA3001	17.71418966299346	4.442970542048801
BA3002	25.71013085930307	8.285664492131295
BA3004	15.801966890605236	7.8110529639010675
BA3006	12.927507847907451	3.65168512711718
BA3008	0.3007671567538219	0.8681006640438829
BA3009	19.149190049872782	6.8263314902828105
BA3010	13.643755520925405	4.9254516334744025
BA3011	16.20127100029433	11.105390953391971
BA3013	15.826301965085207	5.48735513938059
BA3023	16.109292041670233	11.640284109985148
BA3025	21.606626020315527	5.57733503992295
BA3027	11.8217154344046	8.279975709011342
BA3029	11.205176238759671	7.226612217584591
BA3030	21.666872429973047	5.902817800149135
BA3037	22.454196832329725	8.02305017906364
BA3038	26.722751368914007	8.055542584703412
BA3040	10.393675597393589	5.182240962973314
BA3042	31.91703970845472	10.515634710289325
BA3043	10.557497829345278	3.244757511419285
BA3049	4.158103947463144	4.1564176231429135
BA3051	13.618501220020445	7.556062024995525
BA3053	26.569754013053128	7.894004164861986
BA3064	20.81512093293928	12.477605240623443
BA3067	23.49622855930234	16.50676562323782
BA3068	32.6958892019907	12.55326317026118
BA3070	12.2739088603882	5.37472511617356
BA3071	21.66745407747344	8.311919851686827
BA3072	21.744276519892093	8.21975335540976
BA3075	9.78077433217044	12.33812847748259
BA3076	6.585836267450562	3.984990310271045
BA3077	22.34529503861006	9.3374500327709
BA2040	15.768603175760314	9.363714077638893
BA2160	17.506409372433634	5.515966560385625
BA2303	15.03837826541991	4.54654965522162
BA2353	27.233366359776674	8.900907518980299
BA2516	21.259529388671154	4.866430768383223
BA2590	29.16348122073776	10.88491560304582
BA2647	21.26802428024812	10.644695164434138
BA2891	10.22953782959444	10.14706198972468
BA2924	20.532589760834025	16.10777913232319
BA2971	19.08055261903843	10.182583973293996
BA3036	21.532179511729048	5.675109181561699
BA3059	18.54532868077653	10.280030831308574
BA3073	14.944238120335736	7.427611770627111
BA3078	35.18664561153126	11.877784209449372
BA3079	19.909318281196608	4.713510544408561
BA3083	21.978305936397295	8.127872976570112
BA3084	17.84399375600065	6.089439383491785
BA3085	26.01224963306068	11.306260223396905
BA3087	48.86803170684532	12.519830914347391
BA3089	23.137690705828494	7.374586917885807
BA3094	28.49290823798763	11.23969127159888
BA3095	20.620505966732463	5.181717467182284
BA3098	23.62762660915261	7.121552337276635
BA3099	36.54224908379226	11.556525533401189
BA3103	21.202410683230404	15.293287920246993
BA3108	27.17003893415094	5.723864054607475
BA3109	17.987162225593785	9.974575811976672
BA3110	23.61354936917826	8.262456350121662
BA3114	11.088207106757388	8.095098851779044
BA3116	13.54410492909614	11.72639377101633
BA3117	32.99850340543902	13.29495042372544
BA3118	18.419906314914087	13.728991946270892
BA3119	24.22301068782385	8.859620524335702
BA3123	19.325795422691492	7.118118707494445
BA3124	11.595967067149676	3.2260637051228933
BA3126	23.07814911886787	8.019485443173085
BA3128	17.85383423310964	11.41342783631617
BA3130	12.057733345196048	9.585302419403888
BA3133	35.60647067572976	10.365932289438458
BA3135	14.423862792892812	12.171174562220935
BA3136	26.020118488952967	10.333657320457108
BA3137	17.99946922539952	7.451576271310173
BA3138	17.948405734384835	10.471239263116624
BA3139	61.89541159416133	17.5470260749779
BA3141	21.324758045316084	6.5465378852369085
BA3142	46.60967367517731	11.74450974655493
BA3145	21.111123300919846	5.436537403304551
BA3146	21.602179497941837	7.496130499999642
BA3149	21.63447056331703	10.547723040091752
BA3152	26.69930441544388	6.301759291837863
BA3153	31.543536116768177	27.604711739328657
BA3154	34.14570005484676	14.721168223689844
BA3156	19.49857490673853	10.6029300189222
BA3157	23.14124354717321	8.710044108337883
BA3158	22.028408728000585	4.549592689670392
BA3162	23.07486636372992	9.14415263611372
BA3163	14.556965582467331	5.042026538813098
BA3164	29.786068872909603	11.759397793508905
BA3167	20.567990490892964	10.12720975917421
BA3169	20.415742448754457	6.8725908188312905
BA3171	49.20184704080764	9.172088011260572
BA3173	27.98654696106653	14.527553750882252
BA3174	22.481708707839694	10.426519983418606
BA3175	16.98894756673063	6.687414698737055
BA3176	18.64217401050913	4.727362915020489
BA3177	37.12825353716463	14.316351742999876
BA3178	11.343132947483015	4.481458329916356
BA3180	28.83046345372784	12.732633333387836
BA3181	12.539176864756952	4.996390140454944
BA3182	27.52360362055456	11.21467746186656
BA3183	29.19110257797213	11.767213931502704
BA3185	16.0689464411771	14.82598661286637
BA3186	26.671352579888893	10.552787658503464
BA3187	17.671849707854243	9.514352527543767
BA3189	34.77103318446292	9.260743630277409
BA3190	13.582985218241213	13.260363949948133
BA3191	17.4967395117262	5.43215090733389
BA3192	25.62671641213393	11.16770984951238
BA3194	35.935356555517195	10.895861766915308
BA3195	16.40482357099114	7.6441887706225184
BA3197	16.74318582812262	5.800152007711604
BA3199	26.886278539283374	10.139880583334364
BA3200	21.870631329961405	9.05510333761118
BA3202	24.89452366575615	14.844408407216624
BA3203	14.692021043920066	12.792517740017855
BA3206	23.017601304312947	4.9930575442003216
BA3207	21.08589263526197	11.058929178599826
BA3208	18.69157945657816	4.73984606187309
BA3210	25.00701142440425	12.467459277619287
BA3211	20.94416288181397	6.3397135350260525
BA3212	38.42654424973168	10.804288611301352
BA3213	28.595132790427066	15.172192690106934
BA3214	19.227635695526825	11.009429706125792
BA3216	14.3557010442588	12.064438823458024
BA3217	16.74182319835738	9.204330611096912
BA3219	14.358489399213893	9.498988084807602
BA3221	15.472372826909858	4.347848369895512
BA3222	45.00221066210596	7.258022051538889
BA3225	16.252474175634926	6.775318452649396
BA3226	19.63876066105797	5.037539499207443
BA3227	22.406453016091405	8.449865074646068
BA3228	28.892920691148067	14.728006400949374
BA3229	29.721164245602424	8.258563798570854
BA3230	19.80458906416293	5.173337137112995
BA3232	18.64192081999083	6.137008247932158
BA3234	20.17473302052334	13.4334092455369
BA3235	15.371318318553923	7.47416051368265
BA3237	27.98315846822433	5.239957561988869
BA3240	26.53802348143133	8.640906615788095
BA3242	18.60678946129853	4.657648023345828
BA3243	27.182019369641385	7.053227590864142
BA3245	24.70548102610767	16.72660301865786
BA3249	27.04526177937093	9.28909365625678
BA3250	29.723698269728747	12.052798291895275
BA3251	18.96515071718015	8.0824784174955
BA3255	19.530658366366755	5.506045249535786
BA3258	19.25644449572177	9.421654415563246
BA3260	21.71300533111998	10.043134124295976
BA3261	18.19364774393248	5.456559478409888
BA3264	28.724599060108773	14.013073014501314
BA3266	28.79690094170825	11.371512264281998
BA3268	34.215264264099496	13.487596429480824
BA3269	15.204697938644848	12.778565326349955
BA3270	24.530727937607185	8.966125771650601
BA3271	27.916898924965192	10.228978044635625
BA3273	20.44500246613187	12.937017621214348
BA3275	28.412871710293533	12.552765046222495
BA3277	17.164565410884723	16.768048282544832
BA3280	14.365310348195427	12.850526793400238
BA3283	16.69487906533864	14.140758983435106
BA3285	62.17898985108376	16.542293303495914
BA3286	21.368852478931604	5.249771306428635
BA3289	8.671812401369937	4.451033730888602
BA3290	23.97434788088257	8.876202943256805
BA3293	27.98536128377098	9.385915745409736
BA3295	28.37486135458929	10.695393590780256
BA3296	16.547626760789306	7.297867451694903
BA3297	31.61271538032367	11.905042783466822
BA3299	13.91130497298182	15.186092461807736
BA3300	37.73830015271734	8.604532826571761
BA3302	47.58395676045272	10.63996668476046
BA3305	17.9495129193202	8.895852472602522
BA3306	15.822574986127442	12.392167917795083
BA3308	21.61813851587103	6.856118014309656
BA3310	16.233968503775053	8.255323995816461
BA3311	26.322291810625305	9.57964179426214
BA3312	26.274338440187364	8.929367712718888
BA3315	35.11440382264742	13.021107097003505
BA3317	21.33458099470292	6.590205838767156
BA3318	31.470847071104163	17.92868446746323
BA3319	22.17690767917441	9.97159404333888
BA3322	19.028309672175208	4.847316259253363
BA3324	43.99440756721232	11.761095442415405
BA3325	18.92294556082813	9.300737346465528
BA3326	23.60399145233129	11.914195529061216
BA3328	22.770125349103125	10.557810467966954
BA3329	36.48269764177509	14.061448568418411
BA3332	28.276913195499503	20.584078982011555
BA3333	25.26353103615665	14.452324390981708
BA3334	9.127914629344902	3.874027586053179
BA3335	18.262137171353483	13.704447687550342
BA3339	16.505423984927283	4.973563586925246
BA3341	21.133817970311235	8.67627291781594
BA3345	10.56551791674996	6.296771329649549
BA3347	12.895248893688454	11.85538377732058
BA3351	36.15111433085691	16.637228340222002
BA3352	11.602828493127593	4.692528710189486
BA3353	35.31452803631488	7.779444083765125
BA3357	23.394936659638905	12.575867965626449
BA3362	21.929829281753584	7.082788365589277
BA3367	15.08460695321988	14.60793183927729
BA3369	30.111459179936265	13.404414989690776
BA3371	16.57214863696018	8.959550514870674
BA3373	59.687482235387535	13.277867245531422
BA3374	14.286142079384424	2.7100052944524693
BA3375	14.986029961281671	6.189797044237009
BA3376	18.460625960877035	6.555132521281164
BA3379	28.28338708702801	8.230129068984011
BA3380	15.395065123545448	11.833818851810252
BA3381	31.6022929834454	10.453178169079605
BA3384	15.82572118593314	6.472072041324632
BA3385	18.844695554238974	5.821495536373235
BA3386	23.83686331483464	8.354719922018896
BA3388	14.160480378577368	5.738108007369189
BA3390	12.885807017959875	9.523890366002677
BA3394	25.0992123120214	8.115488982478709
BA3395	26.164953144487377	4.880342626517226
BA3397	42.49803859219085	10.053832732131792
BA3399	9.217550243661025	3.928691386373547
