	ABL1	LUC7L2
BA2273	0.0184607065609228	0.1846347625293763
BA2275	0.0184697188175919	0.4604293053506039
BA2276	0.0092519826964671	0.1471398316663933
BA2277	0.0193421052631578	0.3224087965240203
BA2280	0.0273449891852919	0.5739888642946931
BA2281	0.0179271809661139	0.2196607503962398
BA2282	0.0063031723143475	0.1372512980269989
BA2286	0.0208507570295602	0.1690668278952833
BA2288	0.0124134823359769	0.1901980789200415
BA2292	0.0175486661860129	0.3188985899327758
BA2294	0.0140573179524152	0.1916495737006066
BA2296	0.0239365537130497	0.2176736076952505
BA2300	0.0072584715212689	0.3936935016669399
BA2301	0.0100739005046863	0.2446020112586762
BA2302	0.0157948810382119	0.2311133792424987
BA2304	0.0063734679163662	0.1447935727168388
BA2306	0.0136121124729632	0.1737461878996556
BA2308	0.0117321557317952	0.0890030742744712
BA2309	0.0130984138428262	0.2078490189648576
BA2311	0.0107876712328767	0.1371342159916926
BA2312	0.009127613554434	0.1743460676613652
BA2316	0.0084282624369142	0.1459023473793518
BA2322	0.0178568853640951	0.2822089686833907
BA2325	0.0081506849315068	0.0969714980597912
BA2329	0.0087815428983417	0.1568042438651145
BA2334	0.0099639509733237	0.1222151855495436
BA2339	0.0048882480173035	0.1344075394873476
BA2344	0.0139077144917087	0.1094897934087555
BA2347	0.0055064888248017	0.1783372137508881
BA2348	0.0043727469358327	0.0749477509974312
BA2350	0.0045818312905551	0.0833135759960649
BA2354	0.0157534246575342	0.2515359621795923
BA2355	0.0216312184571016	0.4050964912280702
BA2357	0.0130569574621485	0.2392186287369514
BA2360	0.0196322999279019	0.2091000027326884
BA2361	0.0122873107426099	0.1685952615182817
BA2363	0.0046250901225666	0.0652348609061594
BA2369	0.0189221341023792	0.2439921025304695
BA2374	0.0208489545782263	0.3829604033448106
BA2375	0.0116131939437635	0.1230904793135486
BA2376	0.0086265320836337	0.1814783844346067
BA2377	0.0481254506128334	0.4992296961250478
BA2379	0.0132227829848594	0.1775423156801661
BA2385	0.0062310742609949	0.1979118707984915
BA2386	0.0189491708723864	0.3571110564573427
BA2387	0.0169881038211968	0.109363994097393
BA2394	0.0097242249459264	0.2969842733781494
BA2399	0.0148125450612833	0.1789347843908837
BA2400	0.0313842826243691	0.371931354866918
BA2402	0.0125630857966834	0.2020340902880253
BA2405	0.0074134823359769	0.1150207820954254
BA2406	0.0122512617159336	0.1610555692189976
BA2409	0.0120385724585436	0.1758453298354921
BA2410	0.0260958904109589	0.2073324998633655
BA2412	0.0044754866618601	0.062650940044816
BA2413	0.0136788031723143	0.0737810160135541
BA2414	0.0243258832011535	0.2397655489971033
BA2415	0.0047260273972602	0.129878053779308
BA2417	0.0171773612112472	0.2534074301798109
BA2418	0.0077685652487382	0.1406067661365251
BA2420	0.0105136986301369	0.1704717713286331
BA2421	0.0181596971881759	0.2133463682570913
BA2423	0.0107894736842105	0.1212612860031699
BA2425	0.0087941600576784	0.131708586107012
BA2426	0.0100558759913482	0.1484123490189648
BA2427	0.0086571737563085	0.1014787396841012
BA2429	0.0106452775775054	0.1695277504508935
BA2440	0.01405010814708	0.1471031179974859
BA2441	0.0184354722422494	0.2767031207301743
BA2442	0.0116095890410958	0.2165884571241187
BA2446	0.0115392934390771	0.2261975050554735
BA2449	0.0213698630136986	0.2009559080723615
BA2450	0.0162040374909877	0.2420870634530251
BA2452	0.0252541456380677	0.2614286768322675
BA2454	0.0121611391492429	0.3793910203858556
BA2455	0.0087148521989906	0.1485280100562933
BA2456	0.0047837058399423	0.2347855249494452
BA2459	0.0067934390771449	0.1921542739246871
BA2461	0.0103262436914203	0.2427713696234355
BA2463	0.0140356885364095	0.1902902525004099
BA2464	0.0198936553713049	0.2010672377985462
BA2469	0.0165843547224224	0.2040982948024266
BA2470	0.0112599134823359	0.2261207301743455
BA2472	0.0163428262436914	0.3112948707438377
BA2473	0.0219412400865176	0.2668820844947259
BA2474	0.0123521989906272	0.1836697409411379
BA2477	0.025086517664023	0.3601434388151063
BA2479	0.0077253064167267	0.1474105044542821
BA2480	0.023895097332372	0.1940647100617587
BA2481	0.0052072819033886	0.1871624719899437
BA2482	0.0118006488824801	0.2068434716073673
BA2483	0.0151604181687094	0.2330775400338853
BA2485	0.0216672674837779	0.1828699923484724
BA2488	0.0136697909156452	0.1600741924905722
BA2489	0.0131038211968276	0.1844258348363119
BA2492	0.007577505407354	0.205231609006941
BA2494	0.0152487382840663	0.2454597884899163
BA2496	0.0059769286229271	0.1238730802863857
BA2497	0.0092682047584715	0.1529572607531289
BA2499	0.0128262436914203	0.1722746761764223
BA2500	0.0246304974765681	0.368644559217358
BA2501	0.0150558759913482	0.3321494370661857
BA2502	0.0097837058399423	0.1768680384762529
BA2505	0.0148648161499639	0.0727948707438377
BA2507	0.0108904109589041	0.2503992457779964
BA2510	0.016472602739726	0.1291225610755861
BA2511	0.0059480894015861	0.1141713259004208
BA2512	0.0125036049026676	0.3967836803847625
BA2514	0.0112743330930064	0.1885541208941356
BA2515	0.0118655371304974	0.1360004918839154
BA2520	0.0036265320836337	0.1193126605454446
BA2521	0.0162959625090122	0.2446443269388424
BA2523	0.0194394376351838	0.2141001666939935
BA2524	0.0125360490266762	0.1476007405585615
BA2525	0.0119700793078586	0.23120857244357
BA2526	0.0263968997837058	0.1752884489260534
BA2528	0.0154992790194664	0.2470956304312182
BA2532	0.0165176640230713	0.2356511176695633
BA2534	0.0232516222062004	0.1172908127015357
BA2538	0.012586517664023	0.1209256298846805
BA2539	0.0068961788031723	0.2939888096409248
BA2540	0.0125937274693583	0.1584339372574739
BA2541	0.0059012256669069	0.1848228398098049
BA2545	0.0118186733958183	0.26351911515549
BA2546	0.0096431146359048	0.1895479860086353
BA2552	0.0384967555875991	0.3393992594414384
BA2559	0.014059120403749	0.2790732770399519
BA2561	0.0080064888248017	0.224756380827458
BA2563	0.0161067051189617	0.3275916133792425
BA2564	0.0097710886806056	0.1510351696999508
BA2567	0.0041636625811103	0.1267679810897961
BA2570	0.0145692141312184	0.3236527846094988
BA2575	0.0071935832732516	0.1282182324971306
BA2577	0.0213626532083633	0.2505799994534623
BA2579	0.0098648161499639	0.1689757473902825
BA2583	0.0164635904830569	0.0958009373121276
BA2584	0.0166005767844268	0.2280303874952178
BA2587	0.0186751982696467	0.3341028174017598
BA2588	0.0140032444124008	0.2236576761217685
BA2589	0.0179704397981254	0.3755355249494452
BA2592	0.0183543619322278	0.3327131087063453
BA2593	0.0048125450612833	0.0747873011969175
BA2594	0.0085021629416005	0.1623430890309886
BA2595	0.0101045421773612	0.1198955976389572
BA2597	0.0188248017303532	0.202929756244193
BA2600	0.011598774333093	0.1617214434060228
BA2603	0.0146557317952415	0.2209516587418702
BA2618	0.0207354001441961	0.2791444635732634
BA2619	0.0106759192501802	0.1016284363556867
BA2620	0.0146971881759192	0.1134021697546045
BA2621	0.009030281182408	0.0950474667978357
BA2622	0.0153731074260994	0.2177917554790402
BA2623	0.0129217736121124	0.320145570312073
BA2629	0.0102992069214131	0.197737689238673
BA2631	0.0144736842105263	0.1935069000382576
BA2634	0.0064221341023792	0.0787573509318467
BA2636	0.008720259552992	0.161200907252555
BA2639	0.0137959625090122	0.2414130868448379
BA2644	0.0111986301369863	0.2675666775974203
BA2645	0.0217844268204758	0.221828797070558
BA2646	0.0225540735400144	0.2852157047603432
BA2649	0.0211121124729632	0.247450907252555
BA2651	0.007761355443403	0.26838876591791
BA2653	0.0130948089401586	0.1577375799311362
BA2655	0.0299783705839942	0.5063710171066296
BA2656	0.0079307858687815	0.1947566131059736
BA2657	0.0115537130497476	0.1306215773077553
BA2658	0.0126622206200432	0.2789429961195824
BA2659	0.0140519105984138	0.1844175547904027
BA2660	0.0080857966834895	0.1230973110345958
BA2662	0.0143330930064888	0.3406022025468656
BA2663	0.0116925018024513	0.1484478739684101
BA2667	0.0136445565969718	0.1771233262283434
BA2670	0.0059354722422494	0.2645071459802153
BA2674	0.0104379956741167	0.2800558834781658
BA2675	0.0151568132660418	0.2139880991419358
BA2676	0.0147981254506128	0.1784959419576979
BA2677	0.0095962509012256	0.1947787342187243
BA2681	0.0056380677721701	0.1725630567852653
BA2682	0.012732516222062	0.1471589194949992
BA2685	0.0221935832732516	0.2540032655626605
BA2688	0.0081380677721701	0.2061966032682953
BA2691	0.0082858687815428	0.1630609116248565
BA2694	0.0088482335976928	0.1492449171995409
BA2695	0.0070007209805335	0.1667050609389517
BA2697	0.0056218457101658	0.0724832212931081
BA2701	0.009388968997837	0.0864269279116795
BA2704	0.0232498197548666	0.2156117532928895
BA2705	0.0289185291997116	0.3716218369131552
BA2707	0.0052000720980533	0.2008787232879706
BA2709	0.008352559480894	0.1078903098868667
BA2712	0.0131182408074981	0.1744848472427173
BA2714	0.0148071377072819	0.2393354648303
BA2715	0.0302505407354001	0.3634893425151664
BA2718	0.0331092285508291	0.2625613488550036
BA2720	0.0045331651045421	0.1851208394818822
BA2721	0.0158417447728911	0.3477821090889217
BA2722	0.0155623648161499	0.1290477400666776
BA2723	0.0153586878154289	0.307031138984533
BA2724	0.008516582552271	0.1175761463627917
BA2726	0.008866258111031	0.1151770372192162
BA2727	0.0105082912761355	0.1872240941137891
BA2728	0.0145583994232155	0.1785121604634639
BA2731	0.0071449170872386	0.0937642236432202
BA2733	0.006016582552271	0.1147866863420233
BA2735	0.0094772891131939	0.1624813630649833
BA2737	0.0095133381398702	0.1324430234464666
BA2742	0.0109138428262436	0.1913553588019894
BA2744	0.0048918529199711	0.0698634748865934
BA2746	0.0107534246575342	0.2073955019948625
BA2747	0.0102829848594087	0.1711053314751052
BA2748	0.0250684931506849	0.2746646171503525
BA2751	0.0057804614275414	0.1416165764879488
BA2756	0.015416366258111	0.12659009673717
BA2758	0.0097909156452775	0.1529275837569
BA2760	0.0199783705839942	0.3055980761873531
BA2762	0.0134895457822638	0.1830584385418374
BA2764	0.0110994953136265	0.1875361261408974
BA2765	0.0068673395818312	0.0806150461824342
BA2769	0.0132498197548666	0.1488563698967043
BA2772	0.0075180245133381	0.1554776056184074
BA2775	0.0131074260994953	0.3130169836585232
BA2776	0.0300306416726748	0.4249368065803137
BA2778	0.0114708002883922	0.1786621167404492
BA2782	0.0080569574621485	0.1890407853746515
BA2786	0.0120547945205479	0.3220125293764005
BA2787	0.0031254506128334	0.0923320489697764
BA2789	0.026472602739726	0.2366741542329343
BA2791	0.0192880317231434	0.1780173525714597
BA2792	0.0083723864455659	0.1817346969448543
BA2798	0.019176279740447	0.0991837186424003
BA2801	0.005706560922855	0.1486574165163688
BA2802	0.0085291997116077	0.1977669973219653
BA2804	0.0094412400865176	0.1470676613652511
BA2806	0.0151315789473684	0.1737182598240148
BA2808	0.006452775775054	0.1113537328523801
BA2809	0.0128298485940879	0.2581348991637973
BA2811	0.0167159336697909	0.2299837678307919
BA2812	0.006986301369863	0.2025112176859594
BA2813	0.0101748377793799	0.1286454746679783
BA2814	0.012141312184571	0.1688676012461059
BA2816	0.0128983417447728	0.1112863994097393
BA2817	0.0133705839942321	0.1077978357107722
BA2820	0.0195241528478731	0.23275260971744
BA2821	0.0274477289113193	0.426375157129584
BA2822	0.0146539293439077	0.1799933049133738
BA2824	0.0203262436914203	0.3545219571514456
BA2828	0.0093727469358327	0.1516530578783407
BA2829	0.0157137707281903	0.3415074465759414
BA2830	0.0076910598413842	0.1937937230147018
BA2832	0.0145367700072098	0.1743121276712029
BA2836	0.0119899062725306	0.1205972153905011
BA2837	0.0134246575342465	0.085569096026671
BA2839	0.0310886806056236	0.2275555282286713
BA2840	0.0080533525594808	0.3101798655517297
BA2841	0.0249585436193222	0.2378277176586325
BA2842	0.0069790915645277	0.1297669153413128
BA2843	0.0125991348233597	0.1031488632016177
BA2844	0.0165176640230713	0.1947223588566431
BA2846	0.0267069214131218	0.2159199868830955
BA2850	0.0103568853640951	0.1984949718533092
BA2851	0.0235832732516222	0.4213987675575231
BA2852	0.0104434030281182	0.1923552358310105
BA2855	0.0142087238644556	0.1570121468000218
BA2856	0.0061751982696467	0.1881392304749412
BA2858	0.0095602018745493	0.1882661228616713
BA2860	0.0067519826964671	0.1320734546646991
BA2861	0.0149585436193222	0.1792473629556757
BA2865	0.0138139870223503	0.1708573263376509
BA2866	0.0177505407354001	0.3413157074930316
BA2867	0.0181416726748377	0.3417603295622233
BA2868	0.022945205479452	0.2212117423621358
BA2870	0.0288085796683489	0.2682636361152101
BA2871	0.0117988464311463	0.1654123900092911
BA2872	0.011559120403749	0.2122290266163852
BA2876	0.0157948810382119	0.1818116084604033
BA2879	0.0138914924297043	0.2250122014537902
BA2880	0.0088518385003604	0.1923531179974859
BA2882	0.0111085075702956	0.1502439744220363
BA2883	0.0226189617880317	0.1141392987921517
BA2885	0.0144754866618601	0.2513801306225064
BA2887	0.0185832732516222	0.252792151718861
BA2889	0.0001099495313626	0.0025536290102202
BA2893	0.0105371304974765	0.1947515712958408
BA2901	0.0094160057678442	0.1826617478275127
BA2902	0.0132930785868781	0.19871640159589
BA2903	0.0040879596250901	0.0633901869158878
BA2904	0.0122098053352559	0.2406731977919877
BA2905	0.0205587599134823	0.2754847242717385
BA2906	0.0187761355443403	0.2655074602393835
BA2908	0.0214978370583994	0.2183894080996885
BA2909	0.0079055515501081	0.0997744575613488
BA2910	0.0172152126892573	0.2952425944143848
BA2911	0.0161535688536409	0.2102833934524785
BA2914	0.0139798125450612	0.3203105563753621
BA2915	0.0079091564527757	0.1257383314204514
BA2921	0.0102000720980533	0.065050554735749
BA2922	0.017528839221341	0.1770469202601519
BA2923	0.0063229992790194	0.1070258102421161
BA2926	0.0152487382840663	0.27731719680822
BA2928	0.0180551550108147	0.2863214734655954
BA2930	0.0134913482335976	0.1858199431600808
BA2932	0.0167591925018024	0.213655285019402
BA2934	0.0065338860850757	0.2250199486254577
BA2935	0.0084967555875991	0.1398089304257528
BA2937	0.0097638788752703	0.1493592255561021
BA2939	0.0099242970439798	0.1132889134830846
BA2944	0.020232516222062	0.2077862081215499
BA2947	0.0107516222062004	0.1696603814833032
BA2948	0.0091474405191059	0.12594467672296
BA2950	0.0101117519826964	0.3355755724982237
BA2951	0.0080299206921413	0.0935641635240749
BA2952	0.0254001441961067	0.2525926244739574
BA2953	0.0064059120403749	0.1110188555500902
BA2955	0.0074098774333093	0.1225136771055364
BA2956	0.0048413842826243	0.111555487238345
BA2962	0.0184571016582552	0.2663573946548614
BA2970	0.0105118961788031	0.1852189976498879
BA2972	0.0217393655371304	0.3106926272066458
BA2976	0.0060994953136265	0.258336626222878
BA2978	0.0098107426099495	0.2711905913537739
BA2981	0.0137527036770007	0.2556696862873695
BA2984	0.0127253064167267	0.2566974094113789
BA2986	0.0124855803893294	0.2144156828988359
BA2989	0.018972602739726	0.2555868175110674
BA2992	0.0137328767123287	0.2759986746461169
BA2993	0.0062509012256669	0.1073480761873531
BA2994	0.0163446286950252	0.1916847434005575
BA2995	0.0128929343907714	0.3076257719844783
BA2999	0.0155875991348233	0.2880727988194786
BA3001	0.0230966113914924	0.2542011395310707
BA3002	0.0170007209805335	0.2718553178116631
BA3004	0.0253803172314347	0.3435876919713614
BA3006	0.0083777937995674	0.1659431874077717
BA3008	0.0010868781542898	0.0335016122861671
BA3009	0.0132912761355443	0.2078989998360387
BA3010	0.0096232876712328	0.2103574356451877
BA3011	0.0240374909877433	0.2462905804230201
BA3013	0.0143240807498197	0.2260263294529158
BA3023	0.0165969718817591	0.1819761299666612
BA3025	0.0182480173035328	0.2016916434388151
BA3027	0.0054902667627974	0.1285731404055309
BA3029	0.0092357606344628	0.1509491310050828
BA3030	0.0145746214852198	0.2182279472044597
BA3037	0.0189149242970439	0.2308977974531343
BA3038	0.0169196106705118	0.2699241678963764
BA3040	0.0160490266762797	0.00749132371427
BA3042	0.0222819033886085	0.193346764496912
BA3043	0.0070421773612112	0.1219335820079794
BA3049	0.0035255948089401	0.1029209296606001
BA3051	0.0110310021629416	0.1571147319232661
BA3053	0.0164708002883922	0.2702474449363283
BA3064	0.0178640951694304	0.2750019128818932
BA3067	0.0239329488103821	0.3776096901131333
BA3068	0.0234066330209084	0.3863801306225064
BA3070	0.0086355443403028	0.1264860906159479
BA3071	0.0194971160778659	0.2398172651254304
BA3072	0.021346431146359	0.24093743509865
BA3075	0.0129073540014419	0.1989533803355741
BA3076	0.0033759913482335	0.0969952587855932
BA3077	0.0144196106705118	0.2921049352352844
BA2040	0.0086806056236481	0.1959898753894081
BA2160	0.0166672674837779	0.2268832185604197
BA2303	0.0109228550829127	0.2183130294583811
BA2353	0.0162563085796683	0.3180268759905995
BA2516	0.0162851478010093	0.2332772858938623
BA2590	0.0327685652487382	0.2686482346832813
BA2647	0.0120223503965392	0.217024771820517
BA2891	0.009543979812545	0.129307072197628
BA2924	0.0133219178082191	0.2070828414494179
BA2971	0.0093204758471521	0.221043313111439
BA3036	0.0145259552992069	0.2213414220910531
BA3059	0.015571377072819	0.2175412499316827
BA3073	0.0136878154289834	0.2190878012788982
BA3078	0.0171070656092285	0.3869815816800568
BA3079	0.0097873107426099	0.1068159944253156
BA3083	0.0143294881038211	0.3050994971853309
BA3084	0.0100558759913482	0.2497015084440071
BA3085	0.0095872386445565	0.2233985352790075
BA3087	0.0460724585436193	0.4945469475870361
BA3089	0.0248864455659697	0.2472907580477674
BA3094	0.0194214131218457	0.2345504864185385
BA3095	0.0163680605623648	0.2499429141389298
BA3098	0.0141834895457822	0.1245708859375853
BA3099	0.0234228550829127	0.4472820407717112
BA3103	0.0260598413842826	0.2593361889927311
BA3108	0.0228857245854361	0.3098049270372192
BA3109	0.0128082191780821	0.2598054325845767
BA3110	0.0175684931506849	0.3105180630704487
BA3114	0.0120421773612112	0.2654861316062742
BA3116	0.0108183129055515	0.1508027955402525
BA3117	0.030697548666186	0.4526620620866808
BA3118	0.0119214131218457	0.1877537027928075
BA3119	0.0342880317231434	0.3632699212985735
BA3123	0.0154091564527757	0.1922091053178116
BA3124	0.0086968276856524	0.1585642864950538
BA3126	0.0155641672674837	0.1434529840957534
BA3128	0.0190338860850757	0.1802491665300322
BA3130	0.0098792357606344	0.2040850139367109
BA3133	0.0151586157173756	0.1910158495928294
BA3135	0.0262274693583273	0.3118331147182598
BA3136	0.015542537851478	0.3336471142810296
BA3137	0.0138572458543619	0.2300669781931464
BA3138	0.0158543619322278	0.2502864130731814
BA3139	0.0150522710886806	0.6641934743400557
BA3141	0.0224477289113193	0.3269266546428376
BA3142	0.0263806777217015	0.3199613051319888
BA3145	0.0116618601297764	0.2040294583811553
BA3146	0.0169232155731795	0.2769264906815325
BA3149	0.0144826964671953	0.2250357162376345
BA3152	0.0138248017303532	0.2713636798382248
BA3153	0.0316888968997837	0.3361341886648084
BA3154	0.0201856524873828	0.303021437940646
BA3156	0.0050630857966834	0.292870074329125
BA3157	0.0243006488824801	0.2477183144777832
BA3158	0.015192862292718	0.2263108296442039
BA3162	0.0246665465032444	0.2516827075476854
BA3163	0.0108471521268925	0.1466431928731486
BA3164	0.0192736121124729	0.2711750150297863
BA3167	0.0217844268204758	0.2571132289446357
BA3169	0.0142862292718096	0.2268043941629775
BA3171	0.0217898341744772	0.1587204049844237
BA3173	0.0176514059120403	0.2442939552932174
BA3174	0.0074242970439798	0.179723069355632
BA3175	0.0070782263878875	0.1562233016341477
BA3176	0.0175648882480173	0.281446275345685
BA3177	0.0181578947368421	0.3988520932393288
BA3178	0.018866258111031	0.216117765207411
BA3180	0.0314023071377072	0.3525570995245122
BA3181	0.0079632299927901	0.1736281084330764
BA3182	0.0166888968997837	0.188690181450511
BA3183	0.0248089401586157	0.3807856479204241
BA3185	0.0126496034607065	0.2978876318522162
BA3186	0.0253749098774333	0.3823836694540088
BA3187	0.0107930785868781	0.1874369295512925
BA3189	0.0150558759913482	0.3484147947750997
BA3190	0.0103731074260994	0.2647553014155326
BA3191	0.0097116077865897	0.1664919249057222
BA3192	0.016888968997837	0.3195251134065694
BA3194	0.0324909877433309	0.2091892659998906
BA3195	0.0149477289113193	0.2071019839317921
BA3197	0.0242429704397981	0.188911501885555
BA3199	0.025270367700072	0.4126725146198831
BA3200	0.0230785868781542	0.2601426873257911
BA3202	0.0192880317231434	0.2037564628081106
BA3203	0.0158597692862292	0.09368541290922
BA3206	0.0162743330930064	0.2284134420943324
BA3207	0.0133020908435472	0.3244601300759687
BA3208	0.0090915645277577	0.2218850904519866
BA3210	0.0217123287671232	0.2201482073563972
BA3211	0.0179812545061283	0.2702826966169317
BA3212	0.0332281903388608	0.3434021287642783
BA3213	0.0166149963950973	0.2946693037109908
BA3214	0.009592645998558	0.2054826064382139
BA3216	0.0157137707281903	0.1695812428266929
BA3217	0.0261878154289834	0.2705138547302836
BA3219	0.0107354001441961	0.2692374296332732
BA3221	0.0088698630136986	0.1924012952943105
BA3222	0.0215771449170872	0.3970864485981308
BA3225	0.0116240086517664	0.2506771601901951
BA3226	0.0166204037490987	0.231546209761163
BA3227	0.0285291997116077	0.3011366344209433
BA3228	0.0207173756308579	0.4065031425916817
BA3229	0.0180821917808219	0.3168013608788326
BA3230	0.0169899062725306	0.2237027654806799
BA3232	0.0152343186733958	0.2605450073782587
BA3234	0.0154217736121124	0.2860628791605181
BA3235	0.0098558038932948	0.1380282286713668
BA3237	0.013042537851478	0.1512390555828824
BA3240	0.0435886806056236	0.1290448024266273
BA3242	0.0128731074260994	0.2554050800677707
BA3243	0.0143330930064888	0.10746640159589
BA3245	0.0212076423936553	0.1540357299010767
BA3249	0.0218637346791636	0.401865442422255
BA3250	0.0191041816870944	0.3885059709241952
BA3251	0.0130353280461427	0.2227324151500245
BA3255	0.0108309300648882	0.2642716702191616
BA3258	0.0105461427541456	0.2679272558342898
BA3260	0.0103064167267483	0.2928366672132043
BA3261	0.0220511896178803	0.2321249248510684
BA3264	0.029127613554434	0.4044399218451112
BA3266	0.0226856524873828	0.3619249057222495
BA3268	0.0360526315789473	0.1825585888397005
BA3269	0.0187328767123287	0.2995460457998579
BA3270	0.0144881038211968	0.3838158577908946
BA3271	0.02060021629416	0.314092556156747
BA3273	0.0321178803172314	0.5066511313330054
BA3275	0.028923936553713	0.3572672569273651
BA3277	0.0209318673395818	0.2360505957260753
BA3280	0.020474044700793	0.1909710608296442
BA3283	0.0126387887527036	0.230634270645461
BA3285	0.0137274693583273	0.5404625485052195
BA3286	0.0178496755587599	0.2901909875935946
BA3289	0.00443763518385	0.1492414193583647
BA3290	0.012072819033886	0.2887671612832704
BA3293	0.0246773612112472	0.4316684702410231
BA3295	0.0183255227108868	0.3115681395857244
BA3296	0.0086697909156452	0.2271158113351915
BA3297	0.029592645998558	0.3745382303109799
BA3299	0.0119646719538572	0.1978754167349838
