#Boxplots d'expressions du gène TP53 en fonction de la feature analysisExomeSeq
#Résultat du test statistique Mann-Whitney : U = 6332.000, p-value = 0.03169
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409       n        0.924395
BA2496       n        0.817016
BA3037       n        0.110256
BA2865       n        1.378777
BA2751       n        1.277687
BA2055       n        1.410045
BA2286       n        1.388647
BA2488       y        0.821818
BA3379       y        1.095070
BA2887       n        1.229892
BA2712       y        0.530862
BA2068       y        0.466843
BA2104       y        0.767203
BA3124       y        0.513556
BA2449       n        0.415255
BA2235       y        1.488575
BA3038       y        0.819647
BA3006       y        1.511754
BA2667       y        1.024203
BA2239       y        1.039001
BA2782       y        0.557798
BA2649       y        1.659243
BA2861       y        1.379496
BA2134       n        0.866552
BA2909       y        0.604154
BA2653       y        0.946772
BA2947       n        1.705729
BA2162       y        0.506998
BA2564       y        0.723026
BA3043       y        0.508664
BA2597       y        0.290612
BA3243       n        0.786763
BA2446       y        1.588458
BA2525       y        0.277348
BA2876       y        0.272009
BA2357       y        0.356625
BA2546       y        0.821463
BA2742       y        1.189252
BA2316       y        1.278619
BA2087       y        0.870409
BA2148       y        0.068926
BA3178       n        1.541276
BA2072       y        1.209184
BA2733       y        0.219820
BA2995       y        0.367250
BA2069       y        2.228146
BA2681       y        0.895551
BA2832       n        0.861266
BA2600       y        0.256159
BA3230       y        0.854638
BA2731       y        0.303392
BA2294       y        1.535291
BA2816       y        0.697793
BA2814       y        0.963938
BA2631       y        1.348781
BA2023       y        1.037062
BA2375       y        0.935787
BA2485       n        1.556033
BA2455       y        0.492912
BA2636       y        0.342539
BA2325       y        0.826410
BA2156       y        1.605749
BA2511       y        0.202989
BA2505       n        0.649239
BA2871       y        0.122092
BA2227       y        0.699361
BA2812       y        0.737606
BA2125       y        1.353582
BA2603       y        1.241553
BA2808       y        0.004798
BA2482       y        0.795819
BA2594       y        0.787961
BA2747       y        1.412105
BA2561       y        1.208663
BA2567       y        0.216861
BA2906       y        1.245342
BA2956       y        0.129844
BA2474       y        1.234912
BA2737       n        0.306478
BA2006       y        0.908865
BA2110       y        0.377436
BA2915       y        0.417164
BA2992       y        0.474434
BA2220       y        2.260026
BA2063       y        0.244238
BA2772       y        0.452162
BA2935       y        0.393603
BA2260       y        0.670160
BA2948       y        0.124391
BA3296       y        0.341154
BA2524       y        0.242949
BA2811       y        1.323942
BA2540       y        0.347785
BA2928       y        1.962040
BA2302       y        0.096331
BA2651       y        0.264654
BA2619       y        0.930991
BA3013       y        1.712808
BA2405       y        0.204557
BA2856       y        0.183839
BA2377       y        0.846351
BA2499       y        0.442940
BA2350       y        0.114714
BA3023       y        0.511780
BA2095       n        1.683411
BA2275       y        0.766026
BA2901       y        0.665689
BA2387       y        1.955756
BA2962       y        1.601454
BA2195       y        0.487131
BA2688       y        0.565719
BA2420       y        1.630009
BA2053       y        0.335283
BA2081       y        1.563784
BA2354       y        1.164769
BA3273       y        0.011669
BA2893       y        1.099684
BA2044       y        1.902981
BA2489       y        0.264869
BA2908       y        1.254052
BA2054       y        0.374041
BA2872       y        0.536737
BA2041       y        0.580931
BA2464       y        1.224444
BA2902       y        0.323868
BA2541       y        1.559192
BA2843       y        0.255624
BA2497       y        1.092527
BA2718       y        1.755714
BA2575       y        0.911198
BA2593       n        3.094352
BA2791       y        0.541902
BA2620       y        1.350737
BA2629       y        1.967340
BA2870       y        2.721485
BA2682       y        0.676958
BA2276       y        0.811795
BA2709       y        0.777906
BA2789       y        1.703697
BA2538       y        0.205591
BA2583       y        0.708932
BA2806       y        0.547903
BA2441       y        1.881934
BA2514       y        0.235062
BA2520       y        0.537103
BA2479       n        0.258982
BA2281       n        1.214629
BA2932       y        1.651543
BA2123       y        0.904074
BA2844       y        0.732441
BA2660       y        1.214576
BA2836       y        0.202363
BA2714       y        1.008245
BA2440       y        0.043918
BA2036       y        0.997633
BA2828       y        0.574792
BA2952       y        1.633883
BA2410       y        0.225639
BA2139       y        0.662380
BA2051       y        0.081981
BA2532       y        0.266922
BA2494       y        0.212407
BA2748       y        1.686845
BA2622       y        0.875970
BA2970       y        0.350533
BA2839       y        0.183898
BA2868       y        1.562600
BA3011       y        0.370206
BA2052       y        0.482873
BA2510       y        0.698917
BA2691       y        0.620728
BA2374       y        0.889616
BA2804       y        0.547740
BA2675       y        1.191624
BA2031       y        1.292623
BA2198       y        1.263923
BA2066       y        1.697506
BA2344       y        1.499645
BA2459       y        0.255819
BA2229       y        0.257394
BA2559       y        0.308553
BA2093       y        0.373947
BA2000       y        1.110949
BA2425       y        0.502347
BA2905       y        0.285272
BA2304       y        0.623753
BA2976       y        0.945308
BA2386       y        0.284184
BA2035       y        0.915907
BA2760       y        0.319081
BA2201       y        0.961737
BA2355       n        0.109109
BA2113       y        1.317575
BA2955       y        0.723856
BA2322       y        0.737490
BA2020       y        1.958746
BA2226       y        1.265957
BA2376       y        1.050376
BA2889       y        0.010932
BA2121       y        1.276039
BA2944       y        1.797724
BA2033       y        0.185769
BA2867       y        0.412254
BA2089       y        0.846003
BA2224       y        0.486052
BA2046       y        0.313515
BA2972       y        0.804306
BA2978       y        0.728208
BA2851       y        1.016006
BA2587       y        1.201092
BA2024       y        0.599267
BA2426       y        0.515718
BA2271       y        1.049370
BA3004       y        1.595102
BA3010       y        0.880990
BA2662       y        1.837428
BA2658       y        0.821815
BA2512       y        0.857063
BA2109       y        0.151293
BA2242       y        0.426863
BA2132       y        0.273143
BA2846       y        0.547303
BA2521       y        1.131009
BA2885       y        1.064985
BA2639       y        1.359355
BA2775       y        0.833508
BA2402       y        0.374058
BA2097       y        0.433997
BA2399       y        1.095368
BA2174       y        0.767501
BA3001       y        1.325744
BA2911       y        0.830812
BA2311       y        0.444970
BA3040       y        1.670380
BA2724       y        0.196819
BA2821       y        1.220926
BA2233       y        0.222138
BA2744       y        1.409821
BA2501       y        0.877769
BA2301       y        0.241033
BA2880       y        0.416123
BA2621       y        0.249420
BA2866       y        0.917415
BA2212       y        0.268695
BA2477       y        1.403073
BA2685       y        0.507825
BA2273       y        0.286318
BA2124       y        1.475728
BA2400       y        1.093156
BA2762       y        0.353995
BA2312       y        0.361394
BA2813       y        0.647902
BA2211       y        1.418619
BA2171       y        1.034394
BA2746       y        0.461588
BA2798       y        0.248617
BA2588       y        0.633482
BA2296       y        1.122047
BA2300       y        0.179041
BA2545       y        0.735213
BA2840       y        0.820974
BA2528       y        0.780875
BA2646       y        0.657695
BA3067       y        0.478133
BA2926       y        0.877472
BA2272       y        0.719023
BA2306       n        0.789275
BA2726       y        0.581600
BA2234       y        0.793355
BA2022       y        1.087845
BA2037       y        1.455442
BA2184       y        1.259574
BA3009       y        0.562753
BA2442       y        0.774967
BA2882       y        0.579756
BA2347       y        0.115424
BA2570       y        0.520364
BA2721       y        1.465633
BA2728       y        1.090287
BA2098       y        2.847617
BA2951       y        0.823912
BA2778       y        0.947815
BA3153       y        0.156842
BA2820       y        1.703671
BA2704       y        1.139620
BA2584       y        1.076469
BA3079       y        0.178466
BA2361       y        0.123825
BA2472       y        0.275498
BA2047       y        0.724737
BA2101       y        0.405498
BA2082       y        0.187024
BA2456       y        0.231655
BA2175       y        0.015038
BA2507       y        0.573326
BA2563       y        1.411587
BA2984       y        0.523439
BA2414       y        1.135986
BA2697       y        0.289535
BA2644       y        0.808192
BA2011       y        0.146936
BA2217       y        1.471692
BA2454       y        1.153538
BA2776       y        1.988778
BA2135       y        0.414302
BA2914       y        0.979922
BA2500       y        0.559617
BA3108       y        1.724159
BA2303       y        0.876565
BA2160       y        1.341025
BA2590       y        1.402236
BA3195       y        0.527993
BA3036       y        0.724128
BA2971       y        0.172174
BA3410       y        0.222554
BA3118       y        0.271997
BA3206       y        0.959416
BA3217       y        0.772230
BA3405       y        1.033348
BA3306       y        0.531178
BA3413       y        1.703406
BA3411       y        1.006616
BA3133       y        0.072955
BA3451       y        0.979183
BA3286       y        1.107798
BA3212       y        1.507641
BA3103       y        0.179314
BA3271       y        1.035456
BA3152       y        0.712516
BA3095       y        1.002421
BA3251       y        0.468812
BA3362       y        1.272844
BA3135       y        0.321448
BA3408       y        0.219351
BA3098       y        1.202765
BA3435       y        0.733336
BA3261       y        1.011460
BA3203       y        0.049396
BA3299       y        0.218382
BA3347       y        0.408949
BA3126       y        0.610692
BA3418       y        0.287873
BA3245       y        0.148426
BA3085       y        1.084132
BA3171       y        0.281483
BA3277       y        0.281131
BA3157       y        1.559929
BA3433       y        0.145160
BA3374       y        0.961104
BA3450       y        0.104786
BA3167       y        0.626768
BA3269       y        0.056052
BA3110       y        0.371813
BA3156       y        1.787226
BA3226       y        1.233769
BA3421       y        0.209203
BA3232       y        1.580350
BA3289       y        0.170371
BA3430       y        0.253828
BA3384       y        1.366576
BA3427       y        0.469763
BA3449       y        0.998889
BA3163       y        0.533852
BA3158       y        0.750765
BA3436       y        1.277076
BA3154       y        0.076186
BA3162       y        0.209484
BA3352       y        0.785634
BA3084       y        1.424273
BA3149       y        0.097332
BA3169       y        0.201107
BA3180       y        0.267032
BA3255       y        1.083452
BA3438       y        0.686695
BA3345       y        0.295445
BA3431       y        0.086724
BA3181       y        0.525581
BA3341       y        0.079570
BA3191       y        0.974819
BA3197       y        0.944256
BA3448       y        1.195590
BA3453       y        0.218653
BA3406       y        0.712610
BA3334       y        0.260928
BA3447       y        0.473519
