#Boxplots d'expressions du gène NPM1 en fonction de la feature priorMalignancyNonMyeloid
#Résultat du test statistique Mann-Whitney : U = 16943.000, p-value = 0.02130
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409       n       58.806627
BA2496       n       64.243227
BA3037       y      118.783440
BA2865       n      149.765745
BA2751       n      108.376118
BA2055       n        7.052510
BA2286       n      164.049387
BA2488       n       73.066710
BA3379       n      140.871445
BA2887       n      121.107074
BA2712       y       42.311611
BA2068       n       79.231857
BA2104       y       29.339876
BA3124       n       56.595201
BA2449       n      183.373632
BA2235       n      123.623865
BA3038       n       63.442369
BA3006       n      125.822799
BA2667       n       97.085852
BA2239       n       67.158234
BA2782       n       46.395172
BA2649       n      162.550748
BA2861       n      125.515886
BA2134       n       69.546295
BA2909       n       48.697554
BA2653       n       71.612769
BA2947       n      120.767259
BA2162       n      105.809963
BA2564       n       94.964033
BA3043       n       42.874534
BA2597       n       46.499873
BA3243       n      110.007526
BA2446       y       71.049685
BA2525       n       66.489643
BA2876       n       71.375099
BA2357       n      123.690279
BA2546       n       68.643162
BA2742       n       70.658168
BA2316       n       73.381591
BA2087       n      115.855590
BA2148       n       53.264505
BA3178       n       83.014597
BA2072       n       77.245098
BA2733       n       97.695411
BA2995       y       55.149347
BA2069       n       96.746622
BA2681       y      156.150760
BA2832       n       51.971703
BA2600       n      115.778726
BA3230       n      104.864163
BA2731       n       69.270927
BA2294       n      116.803225
BA2816       n      101.052140
BA2814       y       45.738302
BA2631       n      158.324846
BA2023       n       69.693827
BA2375       n       83.687752
BA2485       n       91.927169
BA2455       n       62.032869
BA2636       n      110.954669
BA2325       n       37.722348
BA2156       y      150.646720
BA2511       n       56.780373
BA2505       n      131.903007
BA2871       n       83.181266
BA2227       n      120.279111
BA2812       n       99.964193
BA2125       y       56.339401
BA2603       n      134.456272
BA2808       n       70.104844
BA2482       n      111.759167
BA2594       y       81.533580
BA2747       n      119.031302
BA2561       n      105.541012
BA2567       n       36.413616
BA2906       y       75.503549
BA2956       n       37.054978
BA2474       n       80.679465
BA2737       y       39.277552
BA2006       n        1.190653
BA2110       n       37.129884
BA2915       n       37.353019
BA2992       n      111.829680
BA2220       y      203.454596
BA2063       n       66.324617
BA2772       n      181.417209
BA2935       n       69.086297
BA2260       n       86.420934
BA2948       n       50.423273
BA3296       y       37.182941
BA2524       n      148.493386
BA2811       n      116.788481
BA2540       n       91.416970
BA2928       n       97.228370
BA2302       y      131.489132
BA2651       n      117.821611
BA2619       n       72.975218
BA3013       n      179.983985
BA2405       n      168.577581
BA2856       n       40.182448
BA2377       n      114.033813
BA2499       n      180.036097
BA2350       n       31.535230
BA3023       n      160.205888
BA2095       n      126.851174
BA2275       y       30.185185
BA2901       y      104.651038
BA2387       y      107.810412
BA2962       n      194.089061
BA2195       n      109.755988
BA2688       n       92.971462
BA2420       n      112.889698
BA2053       n      122.052534
BA2081       n      102.129126
BA2354       n      158.787766
BA3273       n       31.060905
BA2893       n      133.972083
BA2044       n       85.909565
BA2489       n      139.952225
BA2908       n      225.733289
BA2054       n       93.551175
BA2872       y       89.001021
BA2041       n      122.585692
BA2464       n      141.504621
BA2902       n       86.871850
BA2541       n      130.724229
BA2843       n       88.063622
BA2497       n       84.676713
BA2718       n       98.123895
BA2575       n       55.103647
BA2593       n        6.915164
BA2791       n      129.703042
BA2620       n      124.574618
BA2629       n       88.222176
BA2870       n      185.577635
BA2682       n      125.601522
BA2276       n      104.499181
BA2709       n      112.465196
BA2789       y      188.657443
BA2538       y       85.049829
BA2583       n      172.531794
BA2806       n      114.363784
BA2441       n       43.544278
BA2514       y       86.618776
BA2520       y      120.347237
BA2479       n       61.391452
BA2281       n      134.043955
BA2932       n      143.219173
BA2123       n      244.367683
BA2844       n      125.063759
BA2660       n      138.516020
BA2836       n       94.713955
BA2714       n      135.630282
BA2440       n       97.648975
BA2036       n       97.850515
BA2828       y       65.526059
BA2952       n       97.648440
BA2410       n      180.762325
BA2139       n       28.406677
BA2051       n       40.681820
BA2532       y       67.549979
BA2494       n       81.583264
BA2748       n      209.039751
BA2622       y       97.836355
BA2970       n      119.880640
BA2839       n      127.480028
BA2868       n      151.505354
BA3011       n      156.171081
BA2052       n      125.139963
BA2510       n      104.895589
BA2691       y       73.090606
BA2374       n       84.016006
BA2804       n      116.626658
BA2675       n      141.002431
BA2031       n      122.364086
BA2198       n      158.009986
BA2066       n       69.421562
BA2344       y      190.679923
BA2459       n      201.753551
BA2229       n       81.730447
BA2559       n      114.329134
BA2093       n      120.100928
BA2000       n       72.897051
BA2425       n       69.729740
BA2905       n      136.132588
BA2304       y       34.323829
BA2976       n       83.980179
BA2386       n      117.740005
BA2035       n      144.875258
BA2760       n       82.217279
BA2201       n      115.155620
BA2355       y       74.714569
BA2113       n       71.902165
BA2955       n       51.920242
BA2322       n      100.973926
BA2020       n      112.721543
BA2226       n      110.040249
BA2376       n       28.253236
BA2889       y        1.785119
BA2121       n       96.803162
BA2944       n      234.560753
BA2033       y       26.671054
BA2867       n       74.104278
BA2089       n       70.313795
BA2224       n       63.551404
BA2046       n      133.681791
BA2972       n      100.736342
BA2978       n       52.721063
BA2851       n       89.239134
BA2587       y       78.237304
BA2024       n       34.345805
BA2426       y      102.156936
BA2271       n       63.930593
BA3004       n       68.798073
BA3010       y      113.729762
BA2662       n       63.254229
BA2658       n       88.478111
BA2512       n       24.279017
BA2109       n       44.094491
BA2242       n       45.481588
BA2132       n       58.192699
BA2846       y      138.389180
BA2521       n       82.119778
BA2885       y       68.151746
BA2639       n      109.056609
BA2775       n       89.559565
BA2402       y      140.812644
BA2097       n      128.284357
BA2399       n      125.976293
BA2174       y       69.366142
BA3001       n      143.950408
BA2911       y      147.612555
BA2311       n       52.184301
BA3040       n      108.857430
BA2724       n       80.945451
BA2821       n      185.402089
BA2233       n       90.305788
BA2744       n      115.292596
BA2501       n       81.428553
BA2301       n       52.755808
BA2880       y       68.682988
BA2621       n       62.962532
BA2866       n      125.635408
BA2212       n      111.869779
BA2477       n      161.004274
BA2685       y      146.568044
BA2273       n       80.793169
BA2124       y      144.033883
BA2400       n      164.638050
BA2762       n       87.930645
BA2312       n       70.079406
BA2813       y      159.846866
BA2211       n      105.541344
BA2171       n      113.588042
BA2746       n       48.953381
BA2798       n      191.761989
BA2588       n      125.731207
BA2296       n      148.361059
BA2300       n       99.161666
BA2545       y       67.488479
BA2840       n       67.195591
BA2528       n      113.457121
BA2646       n       98.077286
BA3067       y       50.160258
BA2926       n      131.752920
BA2272       n       67.686685
BA2306       n      106.431278
BA2726       y       19.242474
BA2234       y       52.121305
BA2022       n      105.584001
BA2037       n      206.066783
BA2184       n      172.401705
BA3009       n      122.908337
BA2442       n      103.549169
BA2882       y       39.856359
BA2347       n       46.358872
BA2570       n      132.732839
BA2721       y       83.882802
BA2728       y       56.357333
BA2098       n       56.123301
BA2951       n      169.953477
BA2778       n       29.817768
BA3153       n       68.379312
BA2820       y       91.092149
BA2704       n      105.619723
BA2584       n       48.035450
BA3079       n       56.493734
BA2361       n       54.450864
BA2472       n       56.759799
BA2047       n       71.561576
BA2101       n       57.785826
BA2082       n      105.987315
BA2456       y       56.254426
BA2175       n       20.920916
BA2507       n       65.171893
BA2563       n      107.314895
BA2984       n       64.377046
BA2414       y      109.420648
BA2697       n       23.368877
BA2644       n       55.859019
BA2011       n       42.884204
BA2217       n      104.907086
BA2454       n       85.690677
BA2776       n       98.163353
BA2135       n      124.378422
BA2914       n       57.216287
BA2500       n       49.165547
BA3108       n      123.016540
BA2303       y       54.764835
BA2160       y       86.503134
BA2590       n      166.717712
BA3195       n      116.545180
BA3036       n      114.233951
BA2971       n       54.883961
BA3410       n       53.596189
BA3118       n       87.888069
BA3206       n       82.921494
BA3217       n      112.653453
BA3405       n       42.503063
BA3306       n      144.783891
BA3413       n      145.694770
BA3411       n      100.843962
BA3133       y       64.562614
BA3451       n       43.620126
BA3286       n       77.591752
BA3212       n       45.414271
BA3103       n       97.813531
BA3271       n      106.027748
BA3152       n       37.532635
BA3095       n       59.403048
BA3251       n       73.020502
BA3362       n       56.164019
BA3135       n      128.456319
BA3408       n       58.437987
BA3098       n      105.508277
BA3435       n      123.017251
BA3261       n       99.219114
BA3203       n       22.565543
BA3299       n       62.255586
BA3347       n       41.653335
BA3126       n       45.212566
BA3418       n       97.637106
BA3245       y       20.203926
BA3085       n       92.732367
BA3171       n       45.647416
BA3277       n       98.634147
BA3157       y      282.096711
BA3433       n       86.861249
BA3374       n       81.829351
BA3450       y       70.870090
BA3167       n      128.343175
BA3269       n       35.507773
BA3110       n       87.841766
BA3156       n      126.884062
BA3226       y      154.516593
BA3421       n       32.983029
BA3232       n      133.304536
BA3289       n       34.792610
BA3430       y       41.046730
BA3384       n       80.975726
BA3427       n       41.540124
BA3449       n      162.042610
BA3163       y       25.336534
BA3158       y       82.594924
BA3436       n      146.267014
BA3154       y       39.402586
BA3162       n       85.784679
BA3352       n      150.516934
BA3084       n       73.393892
BA3149       n       34.377493
BA3169       y       53.310116
BA3180       n      112.497314
BA3255       n       81.456201
BA3438       n      124.779189
BA3345       n       30.224379
BA3431       n       46.561395
BA3181       n       68.057714
BA3341       n       50.877066
BA3191       n       68.808202
BA3197       n       73.071991
BA3448       n       93.966585
BA3453       n       84.896301
BA3406       n       72.539424
BA3334       n       86.188879
BA3447       n      133.871870
BA3116       n       68.926724
BA3280       n       83.653181
BA3185       n       64.756937
BA3094       n       53.718228
BA3318       n       89.241415
BA3216       n       93.166857
