#Boxplots d'expressions du gène KIT en fonction de la feature analysisRnaSeq
#Résultat du test statistique Mann-Whitney : U = 2905.000, p-value = 0.00292
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409       y        4.497210
BA2496       y        0.798991
BA3037       y        1.890878
BA2865       y       11.387744
BA2751       y        0.352564
BA2055       n        2.928841
BA2286       y       16.704992
BA2488       y        6.823744
BA3379       y       13.414204
BA2887       y       11.561249
BA2712       y        0.000000
BA2068       y        2.691631
BA2104       y        0.000000
BA3124       y        2.575662
BA2449       y        5.138702
BA2235       y       12.023227
BA3038       y        8.323505
BA3006       y        0.677024
BA2667       y       15.496196
BA2239       y        0.981146
BA2782       y        1.211348
BA2649       y        3.373335
BA2861       y        6.588808
BA2134       y        3.711121
BA2909       y        3.435767
BA2653       y        0.149297
BA2947       y        6.133598
BA2162       y       10.777675
BA2564       y        2.431687
BA3043       n        1.331234
BA2597       y        1.228755
BA3243       y        5.216613
BA2446       y        0.187161
BA2525       y        0.441966
BA2876       y        1.569333
BA2357       y        1.354455
BA2546       y        3.426128
BA2742       y        0.328570
BA2316       y        0.238116
BA2087       y       13.734114
BA2148       y        6.628147
BA3178       y        4.574305
BA2072       y        4.832781
BA2733       y        4.193623
BA2995       y        2.008199
BA2069       y        0.919302
BA2681       y        3.495634
BA2832       y        5.926776
BA2600       y        1.321019
BA3230       y        3.550775
BA2731       y        1.337809
BA2294       y       12.850966
BA2816       y        0.810705
BA2814       y        0.469290
BA2631       y        5.613742
BA2023       y        0.000000
BA2375       y        3.369076
BA2485       y        6.995447
BA2455       y        0.105588
BA2636       y        1.222915
BA2325       y        0.515435
BA2156       y       13.233270
BA2511       y        0.306048
BA2505       y        5.756024
BA2871       y        2.241015
BA2227       y        1.730016
BA2812       y        0.000000
BA2125       y        4.585891
BA2603       y        2.842239
BA2808       y        2.301337
BA2482       y       10.705459
BA2594       y        4.576272
BA2747       y        3.152225
BA2561       y        0.142925
BA2567       y        0.262571
BA2906       y        2.152991
BA2956       y        2.166545
BA2474       y        4.917539
BA2737       y        0.248180
BA2006       n        0.327627
BA2110       y        0.381514
BA2915       n        0.459729
BA2992       y        0.398408
BA2220       y        0.567875
BA2063       y        0.151548
BA2772       y        1.785548
BA2935       y        2.236128
BA2260       y        0.337102
BA2948       y        6.394313
BA3296       y        0.726658
BA2524       y        6.870247
BA2811       y        0.769277
BA2540       y        1.811193
BA2928       y        2.443596
BA2302       y        3.807339
BA2651       y        2.456867
BA2619       y       14.708803
BA3013       y        0.508057
BA2405       y        0.692008
BA2856       y        0.775673
BA2377       y        2.354597
BA2499       y        7.818617
BA2350       n        0.000000
BA3023       y        3.002821
BA2095       y        1.089780
BA2275       y        4.580018
BA2901       y        0.418454
BA2387       y       13.911538
BA2962       y        2.417557
BA2195       y        5.420041
BA2688       y        1.205099
BA2420       y        7.153647
BA2053       y        5.096503
BA2081       y       10.014180
BA2354       y       21.257719
BA3273       y        0.000000
BA2893       y        2.607705
BA2044       y        8.671771
BA2489       y        2.190262
BA2908       y        6.549110
BA2054       y        0.746515
BA2872       y        3.298920
BA2041       y        2.276377
BA2464       y        6.848094
BA2902       y        1.375180
BA2541       y        7.923454
BA2843       y        6.415253
BA2497       y        0.000000
BA2718       y        9.139436
BA2575       y        1.689167
BA2593       y        0.931737
BA2791       y        3.207149
BA2620       y       10.298907
BA2629       y        3.909665
BA2870       y        0.299583
BA2682       y       10.221302
BA2276       y        1.104738
BA2709       y        2.922179
BA2789       y       17.329577
BA2538       y        1.580046
BA2583       y       13.124546
BA2806       y        8.046632
BA2441       y        4.412252
BA2514       y        2.278420
BA2520       y        0.641468
BA2479       y        0.563286
BA2281       y        2.228234
BA2932       y        9.277830
BA2123       y        5.326802
BA2844       y        7.331279
BA2660       y        1.756747
BA2836       y        5.110079
BA2714       y        8.486551
BA2440       y        2.715280
BA2036       y        1.634197
BA2828       y        9.545679
BA2952       y        1.162894
BA2410       y       10.235957
BA2139       y        0.000000
BA2051       y        1.036537
BA2532       y        1.700555
BA2494       y        3.765042
BA2748       y       12.579843
BA2622       y        1.413194
BA2970       y        2.791927
BA2839       y       10.512751
BA2868       y        5.492428
BA3011       y        0.532692
BA2052       y        2.008278
BA2510       y        3.843164
BA2691       y        0.139289
BA2374       y        3.077096
BA2804       y        1.875007
BA2675       y       10.188294
BA2031       y        0.458995
BA2198       y        3.278743
BA2066       y        1.906725
BA2344       y        1.522741
BA2459       y        0.555778
BA2229       y        4.476099
BA2559       y        0.542356
BA2093       y       11.237844
BA2000       y        6.326238
BA2425       y        1.489743
BA2905       y        6.619182
BA2304       y        0.108020
BA2976       y        0.728139
BA2386       y        2.603252
BA2035       y        2.260473
BA2760       y        1.240065
BA2201       y        2.187294
BA2355       y        0.957659
BA2113       y        6.542608
BA2955       y        0.272166
BA2322       y        3.936122
BA2020       y        1.196714
BA2226       y        1.071913
BA2376       y        0.130249
BA2889       n        0.107107
BA2121       y        0.329752
BA2944       y        1.794423
BA2033       y        0.595002
BA2867       y        7.025270
BA2089       y        0.118645
BA2224       y        7.233891
BA2046       y        1.846951
BA2972       y        3.123979
BA2978       y        0.385639
BA2851       y        7.020978
BA2587       y        4.824884
BA2024       y        0.907381
BA2426       y        2.088574
BA2271       y        0.000052
BA3004       y        2.085237
BA3010       y        0.245449
BA2662       y        0.689084
BA2658       y        0.766730
BA2512       y        0.082441
BA2109       y        0.335524
BA2242       y        0.687338
BA2132       y        1.381342
BA2846       y        3.246760
BA2521       y        3.206755
BA2885       y        0.310903
BA2639       y       14.475180
BA2775       y        0.368149
BA2402       y        3.576936
BA2097       y        3.125472
BA2399       y        2.735218
BA2174       y        1.873393
BA3001       y        3.334212
BA2911       y        3.631406
BA2311       y        0.383764
BA3040       y        6.801246
BA2724       y        0.714708
BA2821       y        7.409648
BA2233       y        1.332539
BA2744       y        1.103446
BA2501       y        1.085051
BA2301       y        0.073167
BA2880       y        0.949520
BA2621       y        0.148871
BA2866       y        2.386518
BA2212       y        2.191286
BA2477       y       10.260468
BA2685       y        1.615044
BA2273       y        5.122041
BA2124       y        2.880392
BA2400       y        8.362447
BA2762       y        3.390629
BA2312       y        4.929797
BA2813       y        1.903912
BA2211       y        1.454110
BA2171       y        1.975054
BA2746       y        0.388047
BA2798       y        3.468303
BA2588       y        3.903938
BA2296       y        5.288919
BA2300       y        3.931770
BA2545       y        1.326675
BA2840       y        1.136218
BA2528       y        2.429423
BA2646       y        4.074129
BA3067       n        1.298484
BA2926       y        2.700240
BA2272       y        3.175374
BA2306       y        0.828301
BA2726       y        0.000000
BA2234       y        0.106618
BA2022       y        1.585212
BA2037       y       22.653807
BA2184       y       10.241923
BA3009       y        1.699508
BA2442       y        2.525214
BA2882       y        0.267647
BA2347       n        0.000402
BA2570       y        5.488405
BA2721       y        0.937761
BA2728       y        3.851726
BA2098       y        0.594167
BA2951       y        1.767830
BA2778       y        0.157713
BA3153       y        0.537682
BA2820       y        1.029052
BA2704       y        3.622376
BA2584       y        0.116353
BA3079       y        2.279040
BA2361       y        0.535151
BA2472       y        0.086980
BA2047       y        0.675578
BA2101       y        2.776663
BA2082       y        5.719699
BA2456       y        0.000000
BA2175       y        0.646593
BA2507       y        3.024981
BA2563       y        0.404739
BA2984       y        0.584962
BA2414       y        5.821053
BA2697       y        0.096090
BA2644       y        1.842982
BA2011       y        0.330812
BA2217       y        7.354524
BA2454       y        2.439660
BA2776       y        1.425633
BA2135       y        2.928777
BA2914       y        0.515312
BA2500       y        0.870282
BA3108       y       14.595912
BA2303       y        0.393345
BA2160       y        7.149225
BA2590       y        5.270107
BA3195       y        7.716968
BA3036       y        3.951463
BA2971       y       13.913577
BA3410       y        2.644613
BA3118       y        3.466810
BA3206       y       14.679544
BA3217       y        0.537831
BA3405       y        2.110274
BA3306       y        0.360546
BA3413       y       13.664747
BA3411       y        5.735910
BA3133       y       14.236849
BA3451       y        0.880596
BA3286       y        4.262508
BA3212       y        0.217226
BA3103       y        5.980694
BA3271       y        5.846914
BA3152       y        2.552244
BA3095       y        3.488297
BA3251       y        1.779052
BA3362       y        1.164704
BA3135       y        3.020270
BA3408       y        0.144834
BA3098       y       10.895607
BA3435       y       17.786877
BA3261       y        9.393981
BA3203       y        3.500485
BA3299       y        0.352813
BA3347       y        0.000008
BA3126       y        0.178299
BA3418       y        3.147155
BA3245       y        4.686095
BA3085       y        5.848054
BA3171       y       17.391018
BA3277       y        3.678012
BA3157       y       10.239233
BA3433       y        1.838160
BA3374       y        1.320040
BA3450       y        3.607377
BA3167       y       12.256095
BA3269       y        5.495362
BA3110       y        0.180047
BA3156       y        3.516097
BA3226       y        7.756753
BA3421       y        0.902179
BA3232       y        5.096209
BA3289       y        0.488515
BA3430       y        0.000186
BA3384       y        7.778614
BA3427       y        4.251137
BA3449       y        3.263470
BA3163       y        0.000010
BA3158       y        5.454870
BA3436       y       10.628245
BA3154       y        0.000000
BA3162       y       14.806563
BA3352       y        3.887623
BA3084       y        4.612663
BA3149       y        2.001097
BA3169       y        0.217817
BA3180       y        9.305116
BA3255       y        2.919363
BA3438       y        0.618043
BA3345       y        0.101133
BA3431       y        1.702548
BA3181       y        0.300655
BA3341       y        1.693235
BA3191       y        3.145554
BA3197       y        2.182542
