	FLT3	IDH1
BA2724	9.36044459889599	5.6643875190661
BA2911	10.061177091926	6.06121727575126
BA2256	8.95099667095566	6.20314139469901
BA2821	10.1605247834958	6.91793209354363
BA2233	9.73079295605488	4.79452735368346
BA2744	8.44724078411408	6.82008128976274
BA2880	4.510389059264	5.0883096858926
BA2621	6.06801263248952	4.96162900206024
BA3002	9.27330009217111	7.49042755149826
BA2501	8.91090509269608	5.76686556527581
BA2993	8.8525926437112	5.56967790109069
BA2301	7.8210975174081	4.86287652588537
BA2852	5.52097220276146	2.47641329200189
BA2133	3.80561258862819	3.1582319317872
BA2866	7.22543117773692	5.37084951659886
BA2212	8.90103696609653	4.78927104224353
BA2685	6.60526101233573	3.97791568550573
BA2273	9.03429954865997	4.97353447958461
BA2477	9.64527993925034	6.59734342436169
BA2659	7.1956195388029	5.69757983119209
BA2124	9.47937675072972	4.78927104224353
BA2363	8.52445890903765	6.58673582096521
BA2369	8.6697155276332	4.24276500476702
BA2534	9.3735473533766	6.43983576769468
BA2400	9.57411368730524	6.50804753914762
BA2762	9.54945587390153	5.08403773679609
BA2312	10.1099887487995	5.91835525147628
BA2813	9.38675693832204	5.85936501205287
BA2211	8.62975229101475	6.53298741802549
BA2171	9.54457000922792	6.05611661620259
BA2746	8.24509615455004	6.80845562026412
BA2798	7.37967634115988	4.18830550628692
BA2809	10.0139606390354	5.03892605141629
BA2288	8.05115312612603	4.70912069685916
BA2801	6.68646890696546	4.6961161698671
BA3030	7.44839655086442	6.26927993913723
BA2588	8.63341745058943	5.36902005012398
BA2296	7.52987979374564	6.11380852099068
BA2300	8.1336646480907	6.53199378857673
BA2903	5.56777378042055	4.16090429067131
BA2473	5.69876878834828	4.30837790148871
BA2545	5.16497113004583	6.06036727608855
BA2840	0.732935262992316	5.51015899119849
BA2528	8.30909856685695	5.79603390583248
BA2646	8.43998936441936	5.43474590254893
BA3407	4.35648958622004	3.81612780124423
BA2240	8.31787605128572	7.58879646153396
BA2926	8.80867768640892	6.29737759041703
BA2272	9.33455230246716	7.51732737025111
BA2306	9.70896839270888	5.95520312741494
BA2765	7.18154554634955	6.76656262392125
BA2904	8.15671254170946	6.22067774239525
BA2883	6.94358580230343	3.93840673561022
BA2726	8.84307877151568	8.89122942781574
BA2234	9.69817061599593	6.97176870633362
BA2022	9.18338030789918	6.70701242644057
BA2228	4.49849748067558	3.49799064045743
BA2037	9.2109276242084	6.27917243235478
BA2184	8.33337930026134	6.13418245991914
BA3009	8.43998936441936	5.36619555084966
BA2842	4.87624040809935	4.61468245344628
BA2442	9.65571538111022	7.79521409988635
BA2882	6.83919348466817	6.1556592421586
BA2758	5.59174174629251	5.82658327453077
BA2705	7.05292631391108	5.31976332499236
BA2663	5.66127358464685	4.59368397646332
BA2570	7.48382605156173	5.17593956338375
BA2764	3.01810452808214	4.81656126290881
BA2209	9.55435683089665	3.07362208775687
BA2989	7.46260985261637	3.71113954261245
BA2855	3.40020939469318	3.55318791593181
BA2261	6.16609369248211	4.47248648313274
BA2721	8.39027400222105	5.89765135115317
BA2930	7.56206988956539	6.7928687930301
BA2728	6.7513352539061	5.97772537420238
BA2715	4.81025360122033	2.69222768564293
BA2469	4.24541957876823	5.04768274106503
BA2269	2.92135532112461	4.44772389189131
BA2098	7.89563066633541	6.97450183109637
BA2778	6.16434498353066	7.01613705435711
BA2951	8.40194775982719	5.24328117345542
BA2163	7.74666982029682	5.11328125236518
BA2379	1.67574340958225	4.17369897600356
BA2817	9.54789329963925	3.22116841470907
BA3153	5.23928838607356	4.27041928872006
BA2820	9.8155160837716	7.11889170682512
BA2723	6.8614500005054	3.55417797609775
BA2704	9.60929418124753	5.97361430412984
BA2088	4.70031416168302	3.90594846339568
BA2116	5.6144197194819	3.45550886376031
BA2584	9.41800548205558	5.72791281354614
BA3079	8.72438748273975	5.57561187049385
BA2417	9.04501990946176	6.31720357778214
BA2361	5.09602373542166	4.20061838096406
BA2450	7.86375133258917	7.08974258985974
BA2492	7.384595872256	6.50152491798344
BA2552	8.98864564355709	5.03783692041918
BA2472	5.34011007418947	4.06768255183074
BA2994	8.34906675857089	5.68192875741287
BA2047	8.88472441482659	7.53093612416627
BA2101	7.02200264661639	4.13397604746354
BA2082	7.68652733200955	4.30539842621614
BA2879	6.04021038079235	4.31740166637701
BA2577	6.15353258469632	6.38217571781426
BA2456	8.16449260027971	5.4921500734543
BA2175	5.35709573192361	4.79347559452987
BA2824	8.96800104667789	7.42202383501609
BA2507	9.72530780524389	4.69788797442376
BA2563	8.96117775713075	6.31632447129761
BA2244	9.1755941413251	6.99175546936536
BA2470	6.26033254809805	4.49704564233128
BA2984	10.0272952150123	4.98548688523347
BA2414	8.94424486652991	6.115497606055
BA2697	7.41308925427417	4.99665147897099
BA2079	4.0140211348306	5.8733548574054
BA2999	9.91143332054624	5.43185845277898
BA2644	8.67537853618004	5.72213373131707
BA2011	7.63755645913212	3.33268141494615
BA2217	8.3558471237735	6.01254264145456
BA2454	8.15477520582082	4.35980493218316
BA2776	9.4045391740165	6.83464418679852
BA2218	6.39210318114874	5.90885007986137
BA2135	8.44724078411408	3.53525438523798
BA2914	6.4108151402329	6.58888481686372
BA2500	8.27244095196937	6.13505858445244
BA2830	7.7605970351598	4.69647295762567
BA2406	7.09423229403913	6.52836297577895
BA3108	8.28526081080175	5.43621855884092
BA2924	8.27031665707811	5.90436368867117
BA2303	8.60337970015667	8.27031665707811
BA2160	10.0680496747685	6.00261866586335
BA2038	3.19915451806038	3.20723913331244
BA2602	3.686686945389	3.27264514939603
BA2964	2.89057971156237	4.15738946871551
BA2898	5.72441309220803	5.92875292821339
BA3003	4.8864219540017	5.7225158734594
BA2111	5.57448750435834	5.82541777312417
BA2827	5.84234806468241	5.56256719374486
BA2912	5.28790037249449	5.17381001168529
BA2437	5.66975458997346	5.57601310486413
BA2283	5.1280622240178	5.93038956442244
BA2057	5.19486917662899	5.50092424285105
BA2633	5.45711106423954	5.57412698420844
BA3034	4.63422441968448	5.77144374108322
BA2607	5.08617132532278	5.81442547259646
BA2761	5.43991302011835	5.71331402808145
BA2795	5.70146183160515	5.86701172235977
BA2182	5.54393492602013	5.75491739673993
BA2152	4.8459770442243	5.98343537244457
BA2381	8.46185834013681	5.73095557356358
BA2931	6.20570520203135	5.57710363902521
BA2040	4.04397400975098	4.35354406259827
BA2590	9.2109276242084	5.57116929470375
BA3195	10.1678932710614	5.02654059802702
BA2516	8.4735346762313	5.99273740349983
BA2353	8.52958832512444	6.57871147435603
BA3036	8.68676863894814	5.5372259675426
BA2971	6.04359329819671	4.859362912485
BA3410	9.36916799017741	4.72146237134338
BA3118	6.83535757136623	5.37928711694374
BA3206	8.45453034732936	6.69750566900229
BA3202	5.22280034919153	4.30578132576709
BA3217	10.5880026699568	6.20920563257666
BA3405	7.76884228347361	6.89968682755392
BA3306	6.59041781660964	4.18905337629139
BA3371	5.35155520786327	4.43026354617328
BA3413	7.60280427832536	6.41603346705047
BA3411	5.78933652729381	6.04775659278267
BA3133	7.38159192503731	6.38171333036269
BA3164	9.27982760161886	8.22445433533228
BA3451	7.91426996698012	7.550843282623
BA3286	8.86536741111737	7.52533179189238
BA3212	0.482015845548193	5.68192875741287
BA3103	6.92369940347749	4.18132017858849
BA3271	9.73629770852437	7.59808663804993
BA3152	8.24301678047805	7.1445927897216
BA3095	9.12210512882866	7.01543819204674
BA3192	8.36494157515656	6.08362235286883
BA3251	8.57129520837751	6.81629782268832
BA3362	10.4284775273914	7.53867754134672
BA3400	7.92364245319313	4.5085935471109
BA3135	9.6874475749889	4.33903266779967
BA3408	4.93052250433244	3.17079334153815
BA3187	6.63655252284443	5.68573255517546
BA3098	9.21490111990201	6.64018393293961
BA3435	9.50125973784097	6.22503632366675
BA3261	7.76884228347361	4.65440830398242
BA3203	7.72809482559201	4.18716058878723
BA3174	6.85271739062875	5.09637288827648
BA3317	9.66095938066438	6.62136909185019
BA3299	7.97230357086309	5.20686512079418
BA3221	4.6132752340943	6.35211013226828
BA3347	7.18474506245045	6.06168577538942
BA3235	9.29647098090766	7.3014086607396
BA3126	9.54457000922792	7.76884228347361
BA3380	9.21490111990201	6.09048118374774
BA3089	8.3603866090308	6.34412105865143
BA3109	6.25135664028146	4.16205900590607
BA3114	7.33796606665151	4.93122023310574
BA3418	6.87025397395673	4.20291883221202
BA3245	7.62080780455831	5.5239080872138
BA3085	9.36044459889599	5.32920195672699
BA3128	8.23061160269424	5.40443670689777
BA3423	9.83304132704525	4.69788797442376
BA3173	8.6279105840654	4.05042304398681
BA3171	7.27982858914582	5.6382097192845
BA3277	8.79942491234482	4.46447835591803
BA3210	3.89787249471578	4.05083600444237
BA3157	9.00955709168753	5.29839304298236
BA3433	8.12418859250955	3.74759218302818
BA3322	4.36239520307836	5.29307989811682
BA3374	8.76897254396233	6.57871147435603
BA3450	7.66253850261184	4.14520169098392
BA3167	8.97485330936457	5.24611528011748
BA3269	9.14863087419242	4.89092474484563
BA3110	9.6837417558498	5.57820476090366
BA3156	-0.534916744230106	3.93670563044514
BA3226	9.47302564786274	6.06298925282901
BA3421	7.65513327960109	5.96666513140334
BA3232	8.34906675857089	7.46997411625783
BA3289	6.95685605328487	4.75027858706246
BA3430	7.68895709467278	4.69506440431895
BA3145	9.73079295605488	6.67231936736834
BA3399	4.64980426174159	4.01681712942243
BA3449	7.02624764830014	5.38186716708803
BA3384	8.48906113697349	7.22625304922136
BA3427	6.00134650129498	5.37014622702408
BA3163	5.77182174756257	7.16876088952225
BA3158	8.67821802831458	5.34691482072856
BA3436	10.4723744199077	6.55336509971083
BA3154	6.26881149847343	4.57869564199945
BA3162	7.1956195388029	5.29986206219824
BA3352	9.90067643419793	5.41245018586405
BA3084	9.87474271994728	7.0168789681798
BA3149	7.07994856692804	3.77745737706284
BA3169	7.61833712147791	6.88492067829042
BA3180	8.17822710034905	5.06562997256811
BA3255	8.7420670822246	7.59101188148724
BA3438	10.1459017836458	6.96490245805844
BA3345	4.49669256281289	5.1308809152012
BA3403	5.73552904725917	6.58888481686372
BA3431	6.57613558769718	5.06846235610609
BA3181	6.3282334089858	6.18251802139279
BA3341	6.43241877433245	4.26401053300844
BA3191	7.09339132647188	7.03335772337666
BA3197	9.36916799017741	6.65069612456278
BA3448	9.05220627117217	6.11039522609915
BA3453	8.34906675857089	4.29566916323682
BA3406	9.50601427714714	6.78802478417111
BA3308	10.0958725482412	5.38841032189554
BA3186	5.61137441450638	5.59508122551735
BA3334	7.94145634611773	5.57412698420844
BA3447	9.08494318011795	4.84704413896278
BA3116	6.17556084584677	4.66681816964876
BA3280	9.38234175781362	4.55238107332514
BA3185	10.0888662099127	5.04694903743101
BA3094	8.68676863894814	5.38984631837511
BA3318	8.91090509269608	4.06925036801479
BA3216	9.88687313292775	5.32485345914141
BA3332	7.2977714926992	4.59403374647175
BA3214	6.77952101227859	5.05963791860408
BA3099	9.06667487040862	8.19411260375688
BA3141	8.34007975821985	7.05213628356552
BA3373	7.29872623007905	5.9527582231115
BA3319	8.56601564488201	7.31758513982701
BA3328	8.04765964150367	6.1281715906941
BA3339	3.33268141494615	5.13729178336945
BA3240	8.86857724833819	6.14975362813735
BA3142	8.37639721534742	5.68535357501915
BA3333	10.4270272319076	4.93997522367398
BA3381	7.33890799019329	5.92676397459841
BA3290	6.90032088066256	5.51241676925768
BA3207	8.95099667095566	7.40108920011618
BA3296	3.95847739460523	6.14235074085009
BA3305	8.22855584188171	6.63537899034447
BA3434	8.55029123602985	5.42966375134891
BA3189	9.53000194332933	6.19606446047222
BA3264	9.67679810675791	5.72941496772039
BA3329	2.64143235528429	3.66471911557075
BA3417	7.18891809205662	6.30602484819544
BA3367	3.21695289492634	7.20800173217813
BA3225	9.11086746340759	7.56436701911919
BA3183	8.91420804405317	6.31585760088979
BA3222	7.73332620572976	5.45598777768521
BA3139	12.5256596633099	6.87718695252014
BA3397	8.8525926437112	6.86281064555051
BA3311	8.5117153749805	6.8576823032308
BA3422	8.70401585675217	4.32671639588567
BA3228	8.82734862624236	7.08297551023298
BA3213	7.73462168625585	5.72675571340994
BA3270	6.98890006339199	6.41897137635364
BA3415	9.53969913371194	7.06166102601644
BA3324	8.52190108216259	6.60476180009226
BA3194	5.89918966262517	6.51105136156458
BA3335	8.82734862624236	5.39495254612019
BA3199	8.60337970015667	5.73442845067299
BA3326	8.54508752883457	7.94635895319707
BA3285	12.2211956145486	7.26503778677364
BA3297	10.0958725482412	6.59999610931592
BA3227	9.85077214115986	6.39926285688665
BA3394	7.81832288003789	5.98835302463094
BA3412	10.1242456090787	7.46474071975909
BA3293	8.31971259652754	8.19593305491973
BA3250	8.46922505155083	6.9766278154768
BA3177	8.84624370479657	7.22705513643141
BA3315	7.17197273809379	6.21410531502083
BA3182	7.26503778677364	6.6886775034689
BA3260	4.24925618439469	4.21672873374062
BA3369	8.70112769787832	6.66619952778557
BA3078	9.81711055855458	6.76957967246072
BA3386	8.99558616821901	8.12041880838799
BA3445	1.34360690251231	3.60216120874402
BA3452	9.04860912314158	5.47397012091034
BA3176	9.2109276242084	6.39832221441364
BA3258	8.46676516104844	7.09641299880345
