	SF3B1	TET2
BA3326	1.3067779009490268	1.044839998969301
BA3328	9.490785619680636	3.053720874119328
BA3329	4.566633471254719	2.0229875163674875
BA3332	1.507759522582156	0.7022163826473888
BA3333	11.637307978303612	3.734875556510375
BA3334	0.4513920099875156	1.0094307394650135
BA3335	5.688921840999604	0.6976998809479208
BA3339	3.6418119783279423	5.028050852463579
BA3341	2.062199914540442	0.6814295355071919
BA3345	2.438859806788409	1.712270626617153
BA3347	1.3679641845379027	1.3690509331384488
BA3351	7.446937293669149	2.365194453046778
BA3352	0.8842332741807212	0.6848846436307507
BA3353	9.145652997699282	4.427653927888681
BA3357	5.684862428359192	0.0368447557830471
BA3362	3.3403728135202493	0.0226085657952568
BA3367	3.3419890103874423	8.064224678932725
BA3369	6.889214099002313	2.3798461107098445
BA3371	1.6825871968808783	0.0065389853799325
BA3373	20.23629457544695	2.0276329608536128
BA3374	1.4028629180029226	0.6805670890056699
BA3375	5.380317903473276	0.0320296095215105
BA3376	4.92999922447732	0.0483966225315584
BA3379	7.306065575764765	3.0308142697456755
BA3380	4.035790713800198	0.0110165460416645
BA3381	10.188157920747663	2.048482988378445
BA3384	2.3368678919925	1.7126745806026522
BA3385	6.676575573164484	1.376119785372176
BA3386	6.266920429852454	1.363062418057175
BA3388	0.8071718968828551	1.7136417305439329
BA3390	3.194429177292088	7.71686682834311
BA3394	11.355345145608185	1.6939656778225098
BA3395	1.8988592137416536	0.6784320240977048
BA3397	4.166165717031542	3.048561476437589
BA3399	0.4509431040067151	0.6789812824290187
BA3400	2.0476180809311137	1.3773892157775596
BA3403	4.745064163096981	3.716070592144586
BA3405	2.728556805515639	2.074688936724713
BA3406	4.186115247232068	0.031692023921706
BA3407	1.3746311173152923	0.0268433904754858
BA3408	2.693258366140984	0.0223688597321162
BA3410	4.029314095808984	0.0213165559112943
BA3411	6.916556580461999	1.0398180278456348
BA3412	5.771902623243478	2.3612600908796346
BA3413	4.533433885170942	0.0181273692314899
BA3415	6.253029412077777	0.6965599993128672
BA3416	6.819673771062664	0.6838317338262562
BA3417	3.8156430299519024	0.0236961747517798
BA3418	0.9401166781474436	0.0037719321958018
BA3421	1.1040734328739503	0.0154545596819882
BA3422	5.258116536728601	2.3683422747541565
BA3423	2.5043194788487595	0.0107653262887467
BA3427	4.516365794279683	1.3647753494694663
BA3430	0.4682961462605361	0.0186772335464762
BA3431	0.4734616975431138	1.0291463392078444
BA3433	3.683575326821984	0.0261091226942518
BA3434	7.568311375397076	4.078537539028642
BA3435	4.923777882701434	0.0257083567098121
BA3436	4.001661899483137	0.7002023827383389
BA3438	8.543050533666047	1.693461420365657
BA3445	1.9600419770658173	2.7491232601879427
BA3446	4.630120548157677	2.079397113694499
BA3447	0.913590061752894	0.0034799534541306
BA3448	6.293018319062196	1.6941323496795582
BA3449	3.1305215618114386	0.0082963116830121
BA3450	0.5583604310081339	0.0121521857910107
BA3451	2.763490924103701	0.0536716313591597
BA3452	1.593654346500492	1.703725519115913
BA3453	2.189872373297081	0.009181337663113
BA3454	6.356965189676121	2.386922234747641
