	NPM1	PTPN11
BA3399	303.15185061656314	9.15449803389472
BA3400	626.43397754856	20.371786220125685
BA3403	1201.5489590327447	39.83393675829167
BA3405	396.6592348508193	18.61771407579536
BA3406	639.8543728355419	22.78866038015002
BA3407	657.9142688009858	25.405348203332174
BA3408	537.8256037723609	16.26414202920527
BA3410	487.2527660195591	20.823192190659476
BA3411	1109.4962852678982	23.468762170475323
BA3412	804.5130972634437	30.54454134569016
BA3413	1296.2348854452173	19.97410763372989
BA3415	837.5896348464944	58.01179348270793
BA3416	958.7217587267608	19.52518318078984
BA3417	1049.5468800715762	22.04612178446291
BA3418	902.6669824032176	32.40509250147461
BA3421	243.30442046849072	7.843892615596658
BA3422	1287.6257360644838	16.43572635337816
BA3423	1301.742594560405	21.99557318080516
BA3427	444.87211037047854	24.779356567393723
BA3430	237.22518926677367	9.897313811922006
BA3431	356.34041291079427	16.332149857539115
BA3433	757.5797036118004	16.32023877816498
BA3434	1268.914612892414	19.40655954455092
BA3435	1166.2782179622332	26.111800095148677
BA3436	1226.9900517577862	17.86407657910432
BA3438	1213.4320555798831	31.85480892728566
BA3445	1300.746105321202	20.842012939944127
BA3446	543.7477859950156	11.091304172688892
BA3447	612.0209696340626	3.2578484218490926
BA3448	729.6131623391016	20.297356942540805
BA3449	1193.0168362012575	27.04325082478039
BA3450	695.7256534001525	25.92931377215399
BA3451	396.52403117684895	19.46451881925905
BA3452	1152.029653159582	20.353337922083107
BA3453	634.8876040480708	14.65283969724188
BA3454	1521.3874292966152	37.82041674213321
