	NPM1	ABL1
BA2224	449.9752633840964	0.0088914924297043
BA2226	1559.633324170032	0.0220944484498918
BA2227	1482.5946346789062	0.0209408795962509
BA2228	1001.3862794833952	0.0196377072819033
BA2229	738.7999339107024	0.0153713049747656
BA2233	704.8765433216022	0.0236860129776496
BA2234	489.7659139514642	0.0152505407354001
BA2235	813.1721123707271	0.0130641672674837
BA2236	603.8020683247107	0.018817591925018
BA2239	411.5910683166015	0.0091726748377793
BA2240	744.2802145077496	0.0207876712328767
BA2242	509.0772584429415	0.0155587599134823
BA2244	627.8026202933338	0.0166348233597692
BA2245	756.6573811014342	0.0197404470079307
BA2248	678.3991706131033	0.00905010814708
BA2249	657.7914731101705	0.012557678442682
BA2251	754.9645452137293	0.0230894015861571
BA2256	1282.3701699887013	0.0136391492429704
BA2260	601.2404678635722	0.0076297764960346
BA2261	260.06442243630283	0.0063482335976928
BA2269	156.11579028744114	0.006685291997116
BA2271	613.650309930424	0.0136319394376351
BA2272	590.9301324570083	0.01
BA2273	643.2132071771085	0.0184607065609228
BA2275	363.8970945171562	0.0184697188175919
BA2276	696.4642064905366	0.0092519826964671
BA2277	941.8999230390806	0.0193421052631578
BA2280	1003.6094654686798	0.0273449891852919
BA2281	862.6606165307038	0.0179271809661139
BA2282	323.8101324218687	0.0063031723143475
BA2286	1327.2542607189002	0.0208507570295602
BA2288	454.9879360677273	0.0124134823359769
BA2292	1297.5291890343124	0.0175486661860129
BA2294	847.8341622688226	0.0140573179524152
BA2296	1323.2688825637783	0.0239365537130497
BA2300	937.6118692053608	0.0072584715212689
BA2301	487.466436665099	0.0100739005046863
BA2302	944.8934392870464	0.0157948810382119
BA2304	211.44701354763023	0.0063734679163662
BA2306	901.786427961314	0.0136121124729632
BA2308	863.2564754537051	0.0117321557317952
BA2309	699.7744213550873	0.0130984138428262
BA2311	410.0625952361645	0.0107876712328767
BA2312	594.399621006936	0.009127613554434
BA2316	412.6156787816864	0.0084282624369142
BA2322	858.080363788471	0.0178568853640951
BA2325	219.69341172145727	0.0081506849315068
BA2329	511.997061796872	0.0087815428983417
BA2334	464.35318109278455	0.0099639509733237
BA2339	243.40496241424609	0.0048882480173035
BA2344	1338.8400557636896	0.0139077144917087
BA2347	363.8338714002281	0.0055064888248017
BA2348	163.47130967633814	0.0043727469358327
BA2350	204.6322921444288	0.0045818312905551
BA2354	1407.5827175811046	0.0157534246575342
BA2355	860.7745633511192	0.0216312184571016
BA2357	793.4590747498338	0.0130569574621485
BA2360	1029.0874538131768	0.0196322999279019
BA2361	512.3302610000163	0.0122873107426099
BA2363	344.37315787908767	0.0046250901225666
BA2369	935.9463449455876	0.0189221341023792
BA2374	769.8035383317925	0.0208489545782263
BA2375	708.949695691897	0.0116131939437635
BA2376	217.837552447061	0.0086265320836337
BA2377	1620.696566978597	0.0481254506128334
BA2379	326.9421995923817	0.0132227829848594
BA2385	628.0703635992583	0.0062310742609949
BA2386	1105.0537048660103	0.0189491708723864
BA2387	735.7457824756591	0.0169881038211968
BA2394	656.9536912697255	0.0097242249459264
BA2399	863.6350532498634	0.0148125450612833
BA2400	2251.1756771923	0.0313842826243691
BA2402	1132.8083556874635	0.0125630857966834
BA2405	819.4816206555411	0.0074134823359769
BA2406	455.82191344869887	0.0122512617159336
BA2409	384.3329069019392	0.0120385724585436
BA2410	1750.142878574093	0.0260958904109589
BA2412	147.10920649053665	0.0044754866618601
BA2413	924.3690286900533	0.0136788031723143
BA2414	1174.7778707298746	0.0243258832011535
BA2415	352.56962425058254	0.0047260273972602
BA2417	667.7037800050819	0.0171773612112472
BA2418	445.7194689069452	0.0077685652487382
BA2420	675.3308830557313	0.0105136986301369
BA2421	651.5041767354861	0.0181596971881759
BA2423	454.13566416365273	0.0107894736842105
BA2425	500.2002133778794	0.0087941600576784
BA2426	661.9735664974564	0.0100558759913482
BA2427	539.9111996626607	0.0086571737563085
BA2429	600.1961675721845	0.0106452775775054
BA2440	864.1078835422782	0.01405010814708
BA2441	425.5303468620424	0.0184354722422494
BA2442	878.4137108343198	0.0116095890410958
BA2446	509.50240199592383	0.0115392934390771
BA2449	1679.51772423058	0.0213698630136986
BA2450	609.4299564675608	0.0162040374909877
BA2452	1162.0438778550847	0.0252541456380677
BA2454	745.3580045356989	0.0121611391492429
BA2455	390.7647405569341	0.0087148521989906
BA2456	397.9003733707434	0.0047837058399423
BA2459	1215.4964029582056	0.0067934390771449
BA2461	436.4138683457943	0.0103262436914203
BA2463	359.6115960903247	0.0140356885364095
BA2464	1015.2788934029636	0.0198936553713049
BA2469	387.8750166642339	0.0165843547224224
BA2470	457.57169279964535	0.0112599134823359
BA2472	447.3715749201252	0.0163428262436914
BA2473	894.9562600620617	0.0219412400865176
BA2474	575.5878617828162	0.0123521989906272
BA2477	1491.0319350730088	0.025086517664023
BA2479	399.7088210155857	0.0077253064167267
BA2480	478.9776202122426	0.023895097332372
BA2481	351.52108940030377	0.0052072819033886
BA2482	805.4864506668396	0.0118006488824801
BA2483	685.8239964103647	0.0151604181687094
BA2485	622.211135514145	0.0216672674837779
BA2488	454.2514129053882	0.0136697909156452
BA2489	831.7894227390433	0.0131038211968276
BA2492	304.75228457592027	0.007577505407354
BA2494	744.4210554014824	0.0152487382840663
BA2496	350.10427595863274	0.0059769286229271
BA2497	459.164025176103	0.0092682047584715
BA2499	1215.8143966493133	0.0128262436914203
BA2500	514.1612743016699	0.0246304974765681
BA2501	829.0114015472194	0.0150558759913482
BA2502	475.9212578590853	0.0097837058399423
BA2505	917.3075047384268	0.0148648161499639
BA2507	549.1035245192646	0.0108904109589041
BA2510	819.3453807176026	0.016472602739726
BA2511	310.38045202376514	0.0059480894015861
BA2512	297.4810904058342	0.0125036049026676
BA2514	722.3955446623094	0.0112743330930064
BA2515	611.7897475091498	0.0118655371304974
BA2520	563.2975840780205	0.0036265320836337
BA2521	805.7008130956823	0.0162959625090122
BA2523	875.4790358260757	0.0194394376351838
BA2524	931.078368926948	0.0125360490266762
BA2525	451.6653062218546	0.0119700793078586
BA2526	990.3383096222774	0.0263968997837058
BA2528	1094.8701903696135	0.0154992790194664
BA2532	503.22428308113984	0.0165176640230713
BA2534	848.5101283619045	0.0232516222062004
BA2538	628.4832761910941	0.012586517664023
BA2539	539.9096717916279	0.0068961788031723
BA2540	589.9655471977597	0.0125937274693583
BA2541	727.72020609319	0.0059012256669069
BA2545	647.2364441660316	0.0118186733958183
BA2546	415.4442953177963	0.0096431146359048
BA2552	1511.0459870686627	0.0384967555875991
BA2559	917.200021186418	0.014059120403749
BA2561	738.135338339361	0.0080064888248017
BA2563	884.8698027592621	0.0161067051189617
BA2564	628.5977134454555	0.0097710886806056
BA2567	277.10499196656883	0.0041636625811103
BA2570	1042.4509403817774	0.0145692141312184
BA2575	261.6719320104662	0.0071935832732516
BA2577	1032.876321645394	0.0213626532083633
BA2579	449.4176386199365	0.0098648161499639
BA2583	1188.087690821021	0.0164635904830569
BA2584	416.4702869762186	0.0166005767844268
BA2587	699.6269820572288	0.0186751982696467
BA2588	1026.9398317358373	0.0140032444124008
BA2589	618.6410391832499	0.0179704397981254
BA2592	1865.1866485698224	0.0183543619322278
BA2593	30.008362985668484	0.0048125450612833
BA2594	471.0287942014413	0.0085021629416005
BA2595	727.4920774690906	0.0101045421773612
BA2597	290.60834830816805	0.0188248017303532
BA2600	1025.2452093908971	0.011598774333093
BA2603	996.626896776356	0.0146557317952415
BA2618	1058.6337250847405	0.0207354001441961
BA2619	338.3126510809452	0.0106759192501802
BA2620	1012.9845355638809	0.0146971881759192
BA2621	567.4479645307254	0.009030281182408
BA2622	923.4883389502478	0.0153731074260994
BA2623	1683.427266295269	0.0129217736121124
BA2629	580.2238365580586	0.0102992069214131
BA2631	1103.702527606135	0.0144736842105263
BA2634	299.626886802143	0.0064221341023792
BA2636	794.771285538202	0.008720259552992
BA2639	843.6370720413889	0.0137959625090122
BA2644	468.4459418954788	0.0111986301369863
BA2645	503.7044701503431	0.0217844268204758
BA2646	959.2048435967716	0.0225540735400144
BA2649	1079.3861986706456	0.0211121124729632
BA2651	610.7334201495321	0.007761355443403
BA2653	479.0693402693308	0.0130948089401586
BA2655	3003.6905966687755	0.0299783705839942
BA2656	514.2763095411862	0.0079307858687815
BA2657	669.203610686734	0.0115537130497476
BA2658	820.7877083772577	0.0126622206200432
BA2659	663.9202028035917	0.0140519105984138
BA2660	632.6777537477633	0.0080857966834895
BA2662	563.0684322375214	0.0143330930064888
BA2663	383.4983388421264	0.0116925018024513
BA2667	698.1010292441762	0.0136445565969718
BA2670	555.3930685787963	0.0059354722422494
BA2674	786.7028774874713	0.0104379956741167
BA2675	887.205862809971	0.0151568132660418
BA2676	594.0487446493348	0.0147981254506128
BA2677	721.5664782648653	0.0095962509012256
BA2681	851.2115127826703	0.0056380677721701
BA2682	1025.0039654389466	0.012732516222062
BA2685	1395.1228150743066	0.0221935832732516
BA2688	542.31391518405	0.0081380677721701
BA2691	699.0809335701197	0.0082858687815428
BA2694	604.2582632975992	0.0088482335976928
BA2695	228.02306189418147	0.0070007209805335
BA2697	162.71351757245495	0.0056218457101658
BA2701	403.2378313195695	0.009388968997837
BA2704	770.3680937846327	0.0232498197548666
BA2705	821.8583313871455	0.0289185291997116
BA2707	1182.3407322531991	0.0052000720980533
BA2709	641.9214397735934	0.008352559480894
BA2712	274.531070857458	0.0131182408074981
BA2714	1088.2035228974412	0.0148071377072819
BA2715	186.4053981792331	0.0302505407354001
BA2718	750.0273149040149	0.0331092285508291
BA2720	333.3011297891089	0.0045331651045421
BA2721	902.9906278348118	0.0158417447728911
BA2722	345.73765495169664	0.0155623648161499
BA2723	562.7173060921087	0.0153586878154289
BA2724	491.17039401655336	0.008516582552271
BA2726	143.18557004384326	0.008866258111031
BA2727	1172.2530557853138	0.0105082912761355
BA2728	464.20429209577406	0.0145583994232155
BA2731	364.9530811398174	0.0071449170872386
BA2733	513.9352604053477	0.006016582552271
BA2735	799.3425756175093	0.0094772891131939
BA2737	263.86370775826185	0.0095133381398702
BA2742	574.2548448726058	0.0109138428262436
BA2744	386.50566353654784	0.0048918529199711
BA2746	423.074653154176	0.0107534246575342
BA2747	771.2897838190694	0.0102829848594087
BA2748	1668.7576324488991	0.0250684931506849
BA2751	716.8933163852803	0.0057804614275414
BA2756	1069.0665183779606	0.015416366258111
BA2758	371.7774084615926	0.0097909156452775
BA2760	688.0308768873967	0.0199783705839942
BA2762	747.3631063321386	0.0134895457822638
BA2764	506.734693475405	0.0110994953136265
BA2765	345.8721956783816	0.0068673395818312
BA2769	937.0731507376591	0.0132498197548666
BA2772	918.2200368910728	0.0075180245133381
BA2775	894.5923074490343	0.0131074260994953
BA2776	787.9974145434297	0.0300306416726748
BA2778	251.36472120858272	0.0114708002883922
BA2782	410.5745676029993	0.0080569574621485
BA2786	1015.5002481065212	0.0120547945205479
BA2787	108.04856925455596	0.0031254506128334
BA2789	1616.955979143353	0.026472602739726
BA2791	811.1306944917475	0.0192880317231434
BA2792	604.0455384453203	0.0083723864455659
BA2798	1645.4384054504071	0.019176279740447
BA2801	551.8569786243695	0.005706560922855
BA2802	233.2144021635122	0.0085291997116077
BA2804	664.8175138530737	0.0094412400865176
BA2806	839.1263056488103	0.0151315789473684
BA2808	469.0915221892452	0.006452775775054
BA2809	929.151270211972	0.0128298485940879
BA2811	662.5363020267387	0.0167159336697909
BA2812	748.1997015520849	0.006986301369863
BA2813	956.1876397957584	0.0101748377793799
BA2814	292.92542751260964	0.012141312184571
BA2816	751.735240132557	0.0128983417447728
BA2817	351.466447693497	0.0133705839942321
BA2820	864.9211133492273	0.0195241528478731
BA2821	2368.0972957935314	0.0274477289113193
BA2822	215.09595990312312	0.0146539293439077
BA2824	575.4304511182471	0.0203262436914203
BA2828	478.5242470631485	0.0093727469358327
BA2829	782.8986428799258	0.0157137707281903
BA2830	1139.5572352373538	0.0076910598413842
BA2832	406.77833419830574	0.0145367700072098
BA2836	606.31108243187	0.0119899062725306
BA2837	1414.4278362174755	0.0134246575342465
BA2839	1031.7349631035208	0.0310886806056236
BA2840	733.1034845088849	0.0080533525594808
BA2841	1035.6599321537274	0.0249585436193222
BA2842	228.17158173718903	0.0069790915645277
BA2843	615.0665209458472	0.0125991348233597
BA2844	1035.935132632706	0.0165176640230713
BA2846	985.9857015872244	0.0267069214131218
BA2850	692.2431064672905	0.0103568853640951
BA2851	919.37662155295	0.0235832732516222
BA2852	502.1760089038096	0.0104434030281182
BA2855	365.6997907848002	0.0142087238644556
BA2856	277.16175692113075	0.0061751982696467
BA2858	739.1818848559551	0.0095602018745493
BA2860	555.6940166885612	0.0067519826964671
BA2861	719.6234072019765	0.0149585436193222
BA2865	935.5207895305904	0.0138139870223503
BA2866	1144.4032637571156	0.0177505407354001
BA2867	599.1445737307881	0.0181416726748377
BA2868	1261.2430804640578	0.022945205479452
BA2870	1653.638735134638	0.0288085796683489
BA2871	757.0156570816912	0.0117988464311463
BA2872	632.0389651010667	0.011559120403749
BA2876	487.2383254891148	0.0157948810382119
BA2879	328.0760054709504	0.0138914924297043
BA2880	579.6172882033982	0.0088518385003604
BA2882	348.2327707363618	0.0111085075702956
BA2883	979.3831896938536	0.0226189617880317
BA2885	583.6435163560876	0.0144754866618601
BA2887	831.9369645091011	0.0185832732516222
BA2889	11.096241640852648	0.0001099495313626
BA2893	978.1620407888548	0.0105371304974765
BA2901	502.0742446304135	0.0094160057678442
BA2902	676.7777450169481	0.0132930785868781
BA2903	91.926374111376	0.0040879596250901
BA2904	902.9180070495252	0.0122098053352559
BA2905	900.5493842477714	0.0205587599134823
BA2906	538.9536053887781	0.0187761355443403
BA2908	1625.8994007903684	0.0214978370583994
BA2909	293.2362985614428	0.0079055515501081
BA2910	883.0583790957795	0.0172152126892573
BA2911	1305.4111269455125	0.0161535688536409
BA2914	484.6472481713943	0.0139798125450612
BA2915	193.40122712012848	0.0079091564527757
BA2921	516.5545776177578	0.0102000720980533
BA2922	1083.0371638041483	0.017528839221341
BA2923	190.9176332192651	0.0063229992790194
BA2926	1143.5630600777397	0.0152487382840663
BA2928	624.6365392400136	0.0180551550108147
BA2930	489.7437718419047	0.0134913482335976
BA2932	1050.7566343923838	0.0167591925018024
BA2934	267.241312590214	0.0065338860850757
BA2935	464.9088278542738	0.0084967555875991
BA2937	437.48340007136017	0.0097638788752703
BA2939	838.9056317812485	0.0099242970439798
BA2944	2698.337102950637	0.020232516222062
BA2947	808.8363659265746	0.0107516222062004
BA2948	448.3459530725442	0.0091474405191059
BA2950	1527.9173758034783	0.0101117519826964
BA2951	1225.5905918789902	0.0080299206921413
BA2952	868.2035326148657	0.0254001441961067
BA2953	773.6017261281132	0.0064059120403749
BA2955	255.83240869946	0.0074098774333093
BA2956	182.43355660433457	0.0048413842826243
BA2962	1448.9492234980564	0.0184571016582552
BA2970	945.5326477562074	0.0105118961788031
BA2972	1025.0073895619455	0.0217393655371304
BA2976	682.0966436313704	0.0060994953136265
BA2978	463.7697548343848	0.0098107426099495
BA2981	620.2075130962227	0.0137527036770007
BA2984	519.9562388513167	0.0127253064167267
BA2986	831.3159558755951	0.0124855803893294
BA2989	918.7735847970288	0.018972602739726
BA2992	1040.0243023186663	0.0137328767123287
BA2993	490.2168793417561	0.0062509012256669
BA2994	783.4573074760644	0.0163446286950252
BA2995	448.89376179200656	0.0128929343907714
BA2999	551.318378149716	0.0155875991348233
BA3001	1127.8882983776364	0.0230966113914924
BA3002	658.5376207582564	0.0170007209805335
BA3004	607.1595518577985	0.0253803172314347
BA3006	685.9478445103986	0.0083777937995674
BA3008	11.502818985603614	0.0010868781542898
BA3009	967.4619845386184	0.0132912761355443
BA3010	786.927717035091	0.0096232876712328
BA3011	1173.5226977948612	0.0240374909877433
BA3013	1321.290876995518	0.0143240807498197
BA3023	1015.7452736286136	0.0165969718817591
BA3025	796.68252407056	0.0182480173035328
BA3027	339.48845342934527	0.0054902667627974
BA3029	409.49845003703166	0.0092357606344628
BA3030	1040.9582844218469	0.0145746214852198
BA3037	796.8167148834721	0.0189149242970439
BA3038	712.6495139882256	0.0169196106705118
BA3040	659.1284817517854	0.0160490266762797
BA3042	930.6569966806684	0.0222819033886085
BA3043	279.3242529341486	0.0070421773612112
BA3049	207.05831119544595	0.0035255948089401
BA3051	339.05996434691883	0.0110310021629416
BA3053	1159.914784973267	0.0164708002883922
BA3064	811.7129054909528	0.0178640951694304
BA3067	416.1485327851571	0.0239329488103821
BA3068	473.2820363883077	0.0234066330209084
BA3070	339.2050705493115	0.0086355443403028
BA3071	651.3380244516886	0.0194971160778659
BA3072	802.8031381469049	0.021346431146359
BA3075	495.5792932364566	0.0129073540014419
BA3076	81.10637218410939	0.0033759913482335
BA3077	291.70705449866745	0.0144196106705118
BA2040	349.01179584488875	0.0086806056236481
BA2160	743.0925136584549	0.0166672674837779
BA2303	465.3506401336382	0.0109228550829127
BA2353	1483.0301806981408	0.0162563085796683
BA2516	1350.9859271639175	0.0162851478010093
BA2590	1522.0878930840054	0.0327685652487382
BA2647	869.0202300015676	0.0120223503965392
BA2891	336.46402777102026	0.009543979812545
BA2924	974.9096307108452	0.0133219178082191
BA2971	504.3848558415371	0.0093204758471521
BA3036	1024.0701671559168	0.0145259552992069
BA3059	509.7243617530828	0.015571377072819
BA3073	1092.6461944187656	0.0136878154289834
BA3078	1752.2812406677583	0.0171070656092285
BA3079	431.2270461408715	0.0097873107426099
BA3083	724.4524761132466	0.0143294881038211
BA3084	552.0035124907421	0.0100558759913482
BA3085	820.8800895732983	0.0095872386445565
BA3087	552.9716823524008	0.0460724585436193
BA3089	1439.473474832006	0.0248864455659697
BA3094	665.2058175556962	0.0194214131218457
BA3095	574.7167668683135	0.0163680605623648
BA3098	808.7351486941619	0.0141834895457822
BA3099	1438.6175286116652	0.0234228550829127
BA3103	879.3752567562454	0.0260598413842826
BA3108	1114.4842264173385	0.0228857245854361
BA3109	463.60528194856647	0.0128082191780821
BA3110	812.5846052698445	0.0175684931506849
BA3114	701.3618263081356	0.0120421773612112
BA3116	596.0115959551728	0.0108183129055515
BA3117	2013.0868083599587	0.030697548666186
BA3118	762.0598576309488	0.0119214131218457
BA3119	1297.1689066208232	0.0342880317231434
BA3123	1253.3905845807856	0.0154091564527757
BA3124	476.7455394130081	0.0086968276856524
BA3126	423.3258870021679	0.0155641672674837
BA3128	1184.566686506971	0.0190338860850757
BA3130	233.00493093195377	0.0098792357606344
BA3133	548.0215910572665	0.0151586157173756
BA3135	1036.4799729020365	0.0262274693583273
BA3136	540.2219088535331	0.015542537851478
BA3137	658.66789022419	0.0138572458543619
BA3138	964.934672472794	0.0158543619322278
BA3139	854.6870240840752	0.0150522710886806
BA3141	1771.353530898436	0.0224477289113193
BA3142	823.5670939630331	0.0263806777217015
BA3145	527.3541563951194	0.0116618601297764
BA3146	724.235544067641	0.0169232155731795
BA3149	297.9528024511156	0.0144826964671953
BA3152	363.3788364769674	0.0138248017303532
BA3153	810.1571869475665	0.0316888968997837
BA3154	369.5337442438789	0.0201856524873828
BA3156	1108.0450205647187	0.0050630857966834
BA3157	2477.163519518644	0.0243006488824801
BA3158	656.5434153110926	0.015192862292718
BA3162	712.9927125750769	0.0246665465032444
BA3163	195.17160065846025	0.0108471521268925
BA3164	1006.7027276039724	0.0192736121124729
BA3167	839.6627692307691	0.0217844268204758
BA3169	407.5842455818831	0.0142862292718096
BA3171	428.433612084205	0.0217898341744772
BA3173	1272.5773057461197	0.0176514059120403
BA3174	430.156349005552	0.0074242970439798
BA3175	459.5290877514503	0.0070782263878875
BA3176	1129.7328969763803	0.0175648882480173
BA3177	1587.6337128940356	0.0181578947368421
BA3178	593.7176450937144	0.018866258111031
BA3180	1005.2974130297282	0.0314023071377072
BA3181	531.1001912075557	0.0079632299927901
BA3182	859.4595282116155	0.0166888968997837
BA3183	1450.5036346356574	0.0248089401586157
BA3185	762.8095147721068	0.0126496034607065
BA3186	750.6033154338107	0.0253749098774333
BA3187	685.79900724955	0.0107930785868781
BA3189	1463.1101118193071	0.0150558759913482
BA3190	1966.934271120193	0.0103731074260994
BA3191	526.8250531687722	0.0097116077865897
BA3192	1365.1212215978203	0.016888968997837
BA3194	1392.2868741519217	0.0324909877433309
BA3195	1043.4049337025683	0.0149477289113193
BA3197	547.1094108862185	0.0242429704397981
BA3199	2511.9588647777828	0.025270367700072
BA3200	784.4308424290588	0.0230785868781542
BA3202	940.5521645123448	0.0192880317231434
BA3203	210.9951207123048	0.0158597692862292
BA3206	767.2675833968548	0.0162743330930064
BA3207	609.5461392578536	0.0133020908435472
BA3208	724.5936845121286	0.0090915645277577
BA3210	578.2796027479092	0.0217123287671232
BA3211	866.1912154024554	0.0179812545061283
BA3212	418.0380708088032	0.0332281903388608
BA3213	1180.523693648399	0.0166149963950973
BA3214	1506.22650339772	0.009592645998558
BA3216	768.3636119706774	0.0157137707281903
BA3217	1052.5268080301876	0.0261878154289834
BA3219	405.0458000859567	0.0107354001441961
BA3221	322.6561060239921	0.0088698630136986
BA3222	1297.8599968996143	0.0215771449170872
BA3225	244.08352575725635	0.0116240086517664
BA3226	1197.3099928369477	0.0166204037490987
BA3227	883.0480512982696	0.0285291997116077
BA3228	1697.5546582007491	0.0207173756308579
BA3229	1455.519949236932	0.0180821917808219
BA3230	849.2743784848928	0.0169899062725306
BA3232	987.2649466366088	0.0152343186733958
BA3234	353.1609618763414	0.0154217736121124
BA3235	255.76999018796928	0.0098558038932948
BA3237	907.363305324446	0.013042537851478
BA3240	1127.7512233088437	0.0435886806056236
BA3242	806.7854193169961	0.0128731074260994
BA3243	980.8468532249954	0.0143330930064888
BA3245	188.53847669710288	0.0212076423936553
BA3249	731.5733312384782	0.0218637346791636
BA3250	921.1257791725455	0.0191041816870944
BA3251	644.4370405726117	0.0130353280461427
BA3255	727.1856605956416	0.0108309300648882
BA3258	435.4845579666661	0.0105461427541456
BA3260	597.0581526568168	0.0103064167267483
BA3261	849.8163244295235	0.0220511896178803
BA3264	1007.2563954978184	0.029127613554434
BA3266	1097.5275507982071	0.0226856524873828
BA3268	1563.115475951064	0.0360526315789473
BA3269	341.03154410548336	0.0187328767123287
BA3270	1212.1378999226934	0.0144881038211968
BA3271	1091.401344978024	0.02060021629416
BA3273	347.22410491574624	0.0321178803172314
BA3275	1010.2440870702844	0.028923936553713
BA3277	876.774825708061	0.0209318673395818
BA3280	673.4310204187548	0.020474044700793
BA3283	744.2270885569558	0.0126387887527036
BA3285	965.9732478767633	0.0137274693583273
BA3286	729.8611190039842	0.0178496755587599
BA3289	237.80493783010863	0.00443763518385
BA3290	1028.6537067311071	0.012072819033886
BA3293	1410.6575633186828	0.0246773612112472
BA3295	931.4742750450056	0.0183255227108868
BA3296	427.2224889851171	0.0086697909156452
BA3297	892.6426763057029	0.029592645998558
BA3299	588.9359797974884	0.0119646719538572
BA3300	892.2016144980187	0.0211211247296323
BA3302	2404.70236921347	0.0303640951694304
BA3305	825.9343252350294	0.0147007930785868
BA3306	1342.1610074766056	0.0206741167988464
BA3308	880.1282427815349	0.0207624369142033
BA3310	813.7038750493303	0.0220061283345349
BA3311	512.6421293458105	0.0114113193943763
BA3312	1224.9597742827486	0.0251261715933669
BA3315	838.4970079253096	0.0143006488824801
BA3317	2032.3938769360516	0.0217303532804614
BA3318	955.1253143309708	0.0297746935832732
BA3319	612.65364137163	0.0158723864455659
BA3322	563.6207557696362	0.0114095169430425
BA3324	1381.989756996816	0.0199585436193222
BA3325	598.5692094909097	0.008613914924297
BA3326	639.2512433978278	0.0136049026676279
BA3328	720.8834453148229	0.0238320115356885
BA3329	2369.4967076447338	0.0240699351117519
BA3332	2478.666371359682	0.0214257390050468
BA3333	1597.9960076658178	0.0258345349675558
BA3334	703.4833047568076	0.0063284066330209
BA3335	649.309428929002	0.0219340302811824
