	NPM1	ABL1
BA3339	626.678045270493	0.0081434751261715
BA3341	421.7995890299875	0.0315843547224224
BA3345	298.4684129107943	0.0086535688536409
BA3347	367.6588013590879	0.0091204037490987
BA3351	1141.2728330008597	0.02288752703677
BA3352	1009.48292692605	0.0120475847152126
BA3353	1102.8245627294202	0.0246917808219178
BA3357	1504.124385620915	0.0200486661860129
BA3362	500.0933792849923	0.0155894015861571
BA3367	537.7630320256033	0.0081957462148521
BA3369	1465.514607626894	0.0196160778658976
BA3371	1014.8823431778004	0.0122458543619322
BA3373	1409.1702353481785	0.0306218457101658
BA3374	414.51261856879495	0.0103550829127613
BA3375	542.9281467101315	0.0152433309300648
BA3376	832.1562503986981	0.0162545061283345
BA3379	1381.0621631608255	0.0181542898341744
BA3380	994.131580493791	0.0142591925018024
BA3381	1165.540186450207	0.0167501802451333
BA3384	614.6547345886245	0.0072999279019466
BA3385	696.60522178433	0.0116690699351117
BA3386	1311.4488388556415	0.0239509733237202
BA3388	571.5370032166161	0.0093096611391492
BA3390	441.3767632192111	0.0079866618601297
BA3394	1971.1116355006295	0.0117916366258111
BA3395	648.7028949491017	0.0144935111751982
BA3397	343.99908085329525	0.0168493150684931
BA3399	303.15185061656314	0.0047422494592646
BA3400	626.43397754856	0.0321106705118961
BA3403	1201.5489590327447	0.0235742609949531
BA3405	396.6592348508193	0.0131092285508291
BA3406	639.8543728355419	0.0152865897620764
BA3407	657.9142688009858	0.0167718096611391
BA3408	537.8256037723609	0.0113987022350396
BA3410	487.2527660195591	0.015310021629416
BA3411	1109.4962852678982	0.0167411679884643
BA3412	804.5130972634437	0.0209841384282624
BA3413	1296.2348854452173	0.0226099495313626
BA3415	837.5896348464944	0.0468709444844989
BA3416	958.7217587267608	0.0243979812545061
BA3417	1049.5468800715762	0.0155136986301369
BA3418	902.6669824032176	0.0136211247296322
BA3421	243.30442046849072	0.0068943763518385
BA3422	1287.6257360644838	0.025726387887527
BA3423	1301.742594560405	0.0239113193943763
BA3427	444.87211037047854	0.0089401586157173
BA3430	237.22518926677367	0.0045998558038932
BA3431	356.34041291079427	0.0114131218457101
BA3433	757.5797036118004	0.0253460706560922
BA3434	1268.914612892414	0.0106434751261715
BA3435	1166.2782179622332	0.0162527036770007
BA3436	1226.9900517577862	0.0194935111751982
BA3438	1213.4320555798831	0.026249098774333
BA3445	1300.746105321202	0.0117375630857966
BA3446	543.7477859950156	0.0113987022350396
BA3447	612.0209696340626	0.0030984138428262
BA3448	729.6131623391016	0.0086860129776496
BA3449	1193.0168362012575	0.0130155010814708
BA3450	695.7256534001525	0.0171034607065609
BA3451	396.52403117684895	0.0128244412400865
BA3452	1152.029653159582	0.0115663302090843
BA3453	634.8876040480708	0.0135562364816149
BA3454	1521.3874292966152	0.0264077144917087
